level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
1544,14487,NDIR-SERT,4/3/2022,16,39.26,0,SSW,Fair,95,70,44,6,0,29.55,0,35,21.11
1545,14499,NDIR-SERT,4/3/2022,17,38.36,0,SSW,Fair,95,70,44,3,0,29.55,0,35,21.11
1546,14507,NDIR-SERT,4/3/2022,18,35.1,0,VAR,Fair,93,72,49,1,0,29.55,0,33.89,22.22
1547,14517,NDIR-SERT,4/3/2022,19,26.35,0,N,Fair,88,75,66,1,0,29.55,0,31.11,23.89
1548,14524,NDIR-SERT,4/3/2022,20,13.79,0,CALM,Fair,86,73,66,0,0,29.58,0,30,22.78
1557,14611,NDIR-SERT,5/3/2022,6,7.24,0,SSE,Fair,79,73,83,2,0,29.61,0,26.11,22.78
1558,14621,NDIR-SERT,5/3/2022,7,6.03,0,SE,Fair,79,73,83,2,0,29.64,0,26.11,22.78
1559,14629,NDIR-SERT,5/3/2022,8,4.43,0,SE,Fair,82,75,79,5,0,29.64,0,27.78,23.89
1560,14641,NDIR-SERT,5/3/2022,9,1.24,1.26,SSE,Fair,86,75,70,8,0,29.67,0,30,23.89
1561,14651,NDIR-SERT,5/3/2022,10,0.05,5.4,SSE,Fair,88,77,70,9,0,29.67,0,31.11,25
1562,14657,NDIR-SERT,5/3/2022,11,0,8.59,S,Fair,90,77,66,8,0,29.67,0,32.22,25
1563,14667,NDIR-SERT,5/3/2022,12,0,10.49,SE,Fair,91,75,59,6,0,29.64,0,32.78,23.89
1564,14678,NDIR-SERT,5/3/2022,13,0.57,5.35,VAR,Fair,93,75,56,5,0,29.61,0,33.89,23.89
1565,14684,NDIR-SERT,5/3/2022,14,5.25,0.59,SW,Fair,95,75,53,6,0,29.58,0,35,23.89
1566,14696,NDIR-SERT,5/3/2022,15,10.61,0,S,Fair,95,70,44,5,0,29.55,0,35,21.11
1567,14701,NDIR-SERT,5/3/2022,16,15.61,0,S,Fair,97,70,41,3,0,29.52,0,36.11,21.11
1568,14710,NDIR-SERT,5/3/2022,17,15.37,0,VAR,Fair,95,72,47,2,0,29.52,0,35,22.22
1569,14722,NDIR-SERT,5/3/2022,18,12.06,0,ESE,Fair,93,73,52,3,0,29.52,0,33.89,22.78
1570,14728,NDIR-SERT,5/3/2022,19,11.79,0,SE,Fair,90,73,59,2,0,29.52,0,32.22,22.78
1571,14737,NDIR-SERT,5/3/2022,20,9.46,0,N,Fair,88,73,62,1,0,29.55,0,31.11,22.78
1580,14829,NDIR-SERT,6/3/2022,6,7.45,0,ESE,Fair,81,75,84,8,0,29.61,0,27.22,23.89
1581,14841,NDIR-SERT,6/3/2022,7,6.56,0,SE,Fair,81,77,89,8,0,29.64,0,27.22,25
1582,14847,NDIR-SERT,6/3/2022,8,4,0.06,SE,Fair,82,77,84,8,0,29.64,0,27.78,25
1583,14859,NDIR-SERT,6/3/2022,9,0.71,1.96,SSE,Fair,86,77,74,13,0,29.67,0,30,25
1584,14868,NDIR-SERT,6/3/2022,10,0.21,5.44,SSE,Fair,88,77,70,12,0,29.7,0,31.11,25
1585,14876,NDIR-SERT,6/3/2022,11,0.36,4.76,S,Fair,90,77,66,9,0,29.67,0,32.22,25
1586,14885,NDIR-SERT,6/3/2022,12,0.26,5.62,SW,Partly Cloudy,90,81,75,8,0,29.67,0,32.22,27.22
1587,14893,NDIR-SERT,6/3/2022,13,0.06,7.12,S,Fair,90,79,70,6,0,29.64,0,32.22,26.11
1588,14899,NDIR-SERT,6/3/2022,14,0.09,5.64,SE,Fair,91,81,71,6,0,29.58,0,32.78,27.22
1589,14913,NDIR-SERT,6/3/2022,15,0.05,3.28,SSE,Fair,93,79,63,6,0,29.55,0,33.89,26.11
1590,14918,NDIR-SERT,6/3/2022,16,0.26,2.38,SSE,Fair,93,79,63,5,0,29.55,0,33.89,26.11
1591,14927,NDIR-SERT,6/3/2022,17,3.8,0.05,S,Fair,93,79,63,3,0,29.52,0,33.89,26.11
1592,14938,NDIR-SERT,6/3/2022,18,9.05,0,S,Fair,91,79,66,5,0,29.55,0,32.78,26.11
1593,14949,NDIR-SERT,6/3/2022,19,13.08,0,SSE,Fair,90,79,70,7,0,29.58,0,32.22,26.11
1594,14958,NDIR-SERT,6/3/2022,20,11.08,0,SE,Fair,84,72,66,6,0,29.61,0,28.89,22.22
1603,15044,NDIR-SERT,7/3/2022,6,7.18,0,ESE,Fair,77,73,89,5,0,29.7,0,25,22.78
1604,15056,NDIR-SERT,7/3/2022,7,5.95,0,VAR,Fair,75,73,94,2,0,29.7,0,23.89,22.78
1605,15066,NDIR-SERT,7/3/2022,8,4.87,0.01,ESE,Fair,79,73,83,2,0,29.73,0,26.11,22.78
1606,15074,NDIR-SERT,7/3/2022,9,18.74,0,E,Fair,82,73,74,3,0,29.75,0,27.78,22.78
1607,15081,NDIR-SERT,7/3/2022,10,35.93,0,VAR,Fair,86,73,66,3,0,29.75,0,30,22.78
1608,15093,NDIR-SERT,7/3/2022,11,31.31,0,S,Fair,88,73,62,5,0,29.75,0,31.11,22.78
1609,15100,NDIR-SERT,7/3/2022,12,29.62,0,SSW,Fair,91,72,52,3,0,29.7,0,32.78,22.22
1610,15106,NDIR-SERT,7/3/2022,13,31.07,0,SSW,Fair,91,73,55,5,0,29.64,0,32.78,22.78
1611,15119,NDIR-SERT,7/3/2022,14,34.72,0,VAR,Fair,93,75,56,3,0,29.61,0,33.89,23.89
1612,15129,NDIR-SERT,7/3/2022,15,40.62,0,WSW,Fair,93,73,52,5,0,29.58,0,33.89,22.78
1613,15137,NDIR-SERT,7/3/2022,16,42.31,0,E,Partly Cloudy,86,70,58,12,0,29.58,0,30,21.11
1614,15145,NDIR-SERT,7/3/2022,17,37.36,0,ENE,Fair,86,68,55,6,0,29.58,0,30,20
1615,15151,NDIR-SERT,7/3/2022,18,24.01,0,VAR,Fair,86,68,55,3,0,29.58,0,30,20
1616,15160,NDIR-SERT,7/3/2022,19,23.09,0,ENE,Fair,81,70,70,8,0,29.64,0,27.22,21.11
1617,15170,NDIR-SERT,7/3/2022,20,10.82,0,NE,Fair,81,70,70,6,0,29.67,0,27.22,21.11
1626,15263,NDIR-SERT,8/3/2022,6,6.56,0,N,Partly Cloudy,75,73,94,3,0,29.73,0,23.89,22.78
1627,15268,NDIR-SERT,8/3/2022,7,5.96,0,CALM,Fair,75,73,94,0,0,29.75,0,23.89,22.78
1628,15277,NDIR-SERT,8/3/2022,8,3.41,0.07,VAR,Fair,79,72,78,2,0,29.75,0,26.11,22.22
1629,15286,NDIR-SERT,8/3/2022,9,20.32,0,VAR,Fair,82,72,70,3,0,29.78,0,27.78,22.22
1630,15297,NDIR-SERT,8/3/2022,10,33.89,0,VAR,Fair,84,70,62,3,0,29.75,0,28.89,21.11
1631,15307,NDIR-SERT,8/3/2022,11,34.33,0,VAR,Fair,90,66,46,3,0,29.75,0,32.22,18.89
1632,15315,NDIR-SERT,8/3/2022,12,38.43,0,E,Fair,88,66,49,3,0,29.73,0,31.11,18.89
1633,15322,NDIR-SERT,8/3/2022,13,32.88,0,VAR,Fair,88,68,52,3,0,29.67,0,31.11,20
1634,15331,NDIR-SERT,8/3/2022,14,28.99,0,VAR,Fair,90,66,46,5,0,29.64,0,32.22,18.89
1635,15341,NDIR-SERT,8/3/2022,15,34.83,0,SW,Fair,90,66,46,5,0,29.61,0,32.22,18.89
1636,15352,NDIR-SERT,8/3/2022,16,35.77,0,S,Fair,90,68,49,6,0,29.61,0,32.22,20
1637,15358,NDIR-SERT,8/3/2022,17,39.64,0,SSW,Fair,90,68,49,6,0,29.61,0,32.22,20
1638,15370,NDIR-SERT,8/3/2022,18,26.45,0,SSW,Fair,88,70,55,6,0,29.61,0,31.11,21.11
1639,15378,NDIR-SERT,8/3/2022,19,15.99,0,SSW,Fair,84,70,62,3,0,29.64,0,28.89,21.11
1640,15386,NDIR-SERT,8/3/2022,20,10.37,0,CALM,Fair,82,72,70,0,0,29.64,0,27.78,22.22
1649,15475,NDIR-SERT,9/3/2022,6,7.08,0,CALM,Fair,73,72,94,0,0,29.67,0,22.78,22.22
1650,15487,NDIR-SERT,9/3/2022,7,6.4,0,ENE,Fair,73,72,94,2,0,29.7,0,22.78,22.22
1651,15495,NDIR-SERT,9/3/2022,8,4.5,0,VAR,Fair,79,72,78,1,0,29.73,0,26.11,22.22
1652,15505,NDIR-SERT,9/3/2022,9,16.81,0.09,VAR,Fair,82,70,66,2,0,29.73,0,27.78,21.11
1653,15511,NDIR-SERT,9/3/2022,10,26.51,0,SE,Fair,86,68,55,5,0,29.75,0,30,20
1654,15525,NDIR-SERT,9/3/2022,11,27.33,0,S,Fair,88,68,52,6,0,29.73,0,31.11,20
1655,15534,NDIR-SERT,9/3/2022,13,32.21,0,VAR,Fair,90,68,49,3,0,29.67,0,32.22,20
1656,15540,NDIR-SERT,9/3/2022,14,34.88,0,WSW,Fair,91,66,43,5,0,29.61,0,32.78,18.89
1657,15548,NDIR-SERT,9/3/2022,15,37.81,0,W,Fair,93,64,38,6,0,29.58,0,33.89,17.78
1658,15561,NDIR-SERT,9/3/2022,16,44.85,0,W,Fair,93,66,41,5,0,29.58,0,33.89,18.89
1659,15566,NDIR-SERT,9/3/2022,17,41.65,0,VAR,Fair,91,66,43,2,0,29.55,0,32.78,18.89
1660,15576,NDIR-SERT,9/3/2022,18,36.92,0,W,Fair,91,68,46,2,0,29.55,0,32.78,20
1661,15586,NDIR-SERT,9/3/2022,19,28,0,CALM,Fair,86,72,62,0,0,29.58,0,30,22.22
1662,15593,NDIR-SERT,9/3/2022,20,11.42,0,CALM,Fair,82,72,70,0,0,29.58,0,27.78,22.22
1671,15686,NDIR-SERT,10/3/2022,6,6.85,0,ENE,Fair,73,73,100,2,0,29.61,0,22.78,22.78
1672,15696,NDIR-SERT,10/3/2022,7,5.9,0,VAR,Fair,75,73,94,2,0,29.61,0,23.89,22.78
1673,15702,NDIR-SERT,10/3/2022,8,4.96,0.01,VAR,Fair,81,75,84,2,0,29.64,0,27.22,23.89
1674,15713,NDIR-SERT,10/3/2022,9,12.28,0,VAR,Fair,86,73,66,1,0,29.67,0,30,22.78
1675,15722,NDIR-SERT,10/3/2022,10,29.42,0,ESE,Fair,88,72,58,3,0,29.67,0,31.11,22.22
1676,15729,NDIR-SERT,10/3/2022,11,31.25,0,S,Fair,90,70,52,5,0,29.67,0,32.22,21.11
1677,15736,NDIR-SERT,10/3/2022,12,25.88,0,VAR,Fair,91,72,52,5,0,29.64,0,32.78,22.22
1678,15746,NDIR-SERT,10/3/2022,13,29.69,0,S,Fair,93,68,44,5,0,29.61,0,33.89,20
1679,15757,NDIR-SERT,10/3/2022,14,35.51,0,SSE,Fair,95,70,44,5,0,29.58,0,35,21.11
1680,15764,NDIR-SERT,10/3/2022,15,41,0,SSW,Fair,95,70,44,3,0,29.55,0,35,21.11
1681,15773,NDIR-SERT,10/3/2022,16,44.27,0,SSW,Fair,95,68,41,3,0,29.52,0,35,20
1682,15786,NDIR-SERT,10/3/2022,17,43.04,0,S,Fair,95,68,41,5,0,29.52,0,35,20
1683,15799,NDIR-SERT,10/3/2022,19,17.63,0,CALM,Fair,86,72,62,0,0,29.55,0,30,22.22
1684,15807,NDIR-SERT,10/3/2022,20,16.45,0,CALM,Fair,82,72,70,0,0,29.58,0,27.78,22.22
1693,15901,NDIR-SERT,11/3/2022,6,7.26,0,E,Fair,77,75,94,3,0,29.58,0,25,23.89
1694,15907,NDIR-SERT,11/3/2022,7,6.48,0,E,Fair,77,75,94,2,0,29.61,0,25,23.89
1695,15918,NDIR-SERT,11/3/2022,8,7.09,0,ESE,Fair,81,75,84,3,0,29.64,0,27.22,23.89
1696,15925,NDIR-SERT,11/3/2022,9,26.68,0,SSE,Fair,86,75,70,9,0,29.67,0,30,23.89
1697,15934,NDIR-SERT,11/3/2022,10,41.54,0,SSE,Fair,88,75,66,9,0,29.64,0,31.11,23.89
1698,15946,NDIR-SERT,11/3/2022,11,43.38,0,SSE,Fair,91,77,63,8,0,29.64,0,32.78,25
1699,15952,NDIR-SERT,11/3/2022,12,39.39,0,VAR,Fair,93,75,56,7,0,29.61,0,33.89,23.89
1700,15963,NDIR-SERT,11/3/2022,13,38.88,0,S,Fair,95,73,49,8,0,29.58,0,35,22.78
1701,15969,NDIR-SERT,11/3/2022,14,41.35,0,SSW,Fair,95,73,49,6,0,29.55,0,35,22.78
1702,15978,NDIR-SERT,11/3/2022,15,41.65,0,SSW,Fair,95,72,47,7,0,29.49,0,35,22.22
1703,15990,NDIR-SERT,11/3/2022,16,44.77,0,SSW,Fair,97,72,44,6,0,29.49,0,36.11,22.22
1704,16001,NDIR-SERT,11/3/2022,17,44.13,0,SSW,Fair,95,70,44,3,0,29.49,0,35,21.11
1705,16008,NDIR-SERT,11/3/2022,18,32.97,0,SSE,Fair,93,70,46,3,0,29.46,0,33.89,21.11
1706,16014,NDIR-SERT,11/3/2022,19,19.39,0,SSE,Fair,88,72,58,2,0,29.49,0,31.11,22.22
1707,16027,NDIR-SERT,11/3/2022,20,12.52,0,N,Fair,84,73,70,1,0,29.52,0,28.89,22.78
1716,16117,NDIR-SERT,12/3/2022,6,7.11,0,SE,Fair,79,73,83,3,0,29.58,0,26.11,22.78
1717,16123,NDIR-SERT,12/3/2022,7,6.34,0,SE,Fair,79,75,89,3,0,29.58,0,26.11,23.89
1718,16136,NDIR-SERT,12/3/2022,8,5.11,0,SE,Haze,82,75,79,5,0,29.61,0,27.78,23.89
1719,16140,NDIR-SERT,12/3/2022,9,1.41,0.88,SE,Fair,86,72,62,8,0,29.64,0,30,22.22
1720,16152,NDIR-SERT,12/3/2022,10,0,5.68,SSE,Fair,90,72,55,8,0,29.64,0,32.22,22.22
1721,16158,NDIR-SERT,12/3/2022,11,0.01,6.39,SE,Fair,91,75,59,8,0,29.61,0,32.78,23.89
1722,16172,NDIR-SERT,12/3/2022,12,0.84,3.15,S,Fair,93,73,52,6,0,29.58,0,33.89,22.78
1723,16177,NDIR-SERT,12/3/2022,13,3.11,0.7,S,Fair,95,75,53,6,0,29.55,0,35,23.89
1724,16185,NDIR-SERT,12/3/2022,14,3.47,0.4,SW,Fair,97,75,50,6,0,29.52,0,36.11,23.89
1725,16194,NDIR-SERT,12/3/2022,15,7.18,0.03,WSW,Fair,97,73,47,6,0,29.49,0,36.11,22.78
1726,16204,NDIR-SERT,12/3/2022,16,13.52,0,SW,Fair,97,70,41,6,0,29.46,0,36.11,21.11
1727,16213,NDIR-SERT,12/3/2022,17,14.79,0,WSW,Fair,97,68,39,5,0,29.46,0,36.11,20
1728,16225,NDIR-SERT,12/3/2022,18,9.99,0,VAR,Fair,95,70,44,2,0,29.49,0,35,21.11
1729,16233,NDIR-SERT,12/3/2022,19,12.44,0,CALM,Fair,88,73,62,0,0,29.49,0,31.11,22.78
1730,16240,NDIR-SERT,12/3/2022,20,12.1,0,CALM,Fair,86,75,70,0,0,29.52,0,30,23.89
1739,16329,NDIR-SERT,13/3/2022,6,7.74,0,E,Fair,79,77,94,2,0,29.55,0,26.11,25
1740,16343,NDIR-SERT,13/3/2022,7,6.8,0,E,Fair,79,77,94,3,0,29.58,0,26.11,25
1741,16350,NDIR-SERT,13/3/2022,8,4.72,0.01,VAR,Haze,84,75,74,2,0,29.61,0,28.89,23.89
1742,16358,NDIR-SERT,13/3/2022,9,2.62,0.34,SE,Haze,90,73,59,7,0,29.64,0,32.22,22.78
1743,16369,NDIR-SERT,13/3/2022,10,0.51,1.73,SE,Haze,91,75,59,8,0,29.64,0,32.78,23.89
1744,16375,NDIR-SERT,13/3/2022,11,0.29,1.48,SSE,Fair,95,75,53,5,0,29.61,0,35,23.89
1745,16388,NDIR-SERT,13/3/2022,12,8.07,0.75,S,Fair,97,75,50,7,0,29.58,0,36.11,23.89
1746,16394,NDIR-SERT,13/3/2022,13,12.54,0,SSE,Fair,97,72,44,6,0,29.55,0,36.11,22.22
1747,16401,NDIR-SERT,13/3/2022,14,12.1,0,S,Fair,99,73,44,6,0,29.52,0,37.22,22.78
1748,16411,NDIR-SERT,13/3/2022,15,14.97,0,SSW,Fair,97,73,47,7,0,29.49,0,36.11,22.78
1749,16419,NDIR-SERT,13/3/2022,16,17.64,0,WSW,Fair,99,70,39,6,0,29.49,0,37.22,21.11
1750,16432,NDIR-SERT,13/3/2022,17,12.97,0,VAR,Fair,99,70,39,2,0,29.49,0,37.22,21.11
1751,16437,NDIR-SERT,13/3/2022,18,10.41,0,CALM,Fair,97,70,41,0,0,29.49,0,36.11,21.11
1752,16447,NDIR-SERT,13/3/2022,19,12.78,0,CALM,Fair,90,73,59,0,0,29.52,0,32.22,22.78
1753,16455,NDIR-SERT,13/3/2022,20,12.09,0,CALM,Fair,86,73,66,0,0,29.55,0,30,22.78
1762,16545,NDIR-SERT,14/3/2022,6,8.13,0,SE,Fair,82,73,74,6,0,29.55,0,27.78,22.78
1763,16554,NDIR-SERT,14/3/2022,7,8.07,0,SSE,Fair,82,75,79,6,0,29.58,0,27.78,23.89
1764,16568,NDIR-SERT,14/3/2022,8,12.43,0,SE,Fair,84,75,74,10,0,29.64,0,28.89,23.89
1765,16577,NDIR-SERT,14/3/2022,9,36.79,0,SSE,Fair,88,75,66,9,0,29.64,0,31.11,23.89
1766,16583,NDIR-SERT,14/3/2022,10,46.11,0,S,Fair,90,73,59,10,0,29.67,0,32.22,22.78
1767,16594,NDIR-SERT,14/3/2022,11,45.81,0,SSE,Fair,93,73,52,7,0,29.64,0,33.89,22.78
1768,16600,NDIR-SERT,14/3/2022,12,44.87,0,VAR,Fair,93,75,56,5,0,29.64,0,33.89,23.89
1769,16610,NDIR-SERT,14/3/2022,13,49.55,0,SSW,Fair,95,73,49,6,0,29.58,0,35,22.78
1770,16620,NDIR-SERT,14/3/2022,14,49.95,0,SSW,Fair,97,72,44,7,0,29.55,0,36.11,22.22
1771,16626,NDIR-SERT,14/3/2022,15,47.89,0,S,Fair,97,72,44,6,0,29.52,0,36.11,22.22
1772,16638,NDIR-SERT,14/3/2022,16,44.76,0,SSW,Fair,99,72,42,6,0,29.49,0,37.22,22.22
1773,16648,NDIR-SERT,14/3/2022,17,45.37,0,E,T-Storm,90,70,52,13,0,29.52,0,32.22,21.11
1774,16656,NDIR-SERT,14/3/2022,18,35.14,0,E,Fair,93,55,28,5,0,29.52,0,33.89,12.78
1775,16664,NDIR-SERT,14/3/2022,19,30.46,0,E,Fair,86,70,58,6,0,29.52,0,30,21.11
1776,16675,NDIR-SERT,14/3/2022,20,19.84,0,ENE,Fair,84,72,66,3,0,29.55,0,28.89,22.22
1785,16763,NDIR-SERT,15/3/2022,6,8.58,0,ESE,Fair,81,73,79,6,0,29.55,0,27.22,22.78
1786,16772,NDIR-SERT,15/3/2022,7,7.96,0,ESE,Fair,81,73,79,8,0,29.58,0,27.22,22.78
1787,16781,NDIR-SERT,15/3/2022,8,7.33,0,SE,Fair,82,75,79,8,0,29.61,0,27.78,23.89
1788,16791,NDIR-SERT,15/3/2022,9,22.09,0,SSE,Fair,86,73,66,9,0,29.64,0,30,22.78
1789,16798,NDIR-SERT,15/3/2022,10,37.71,0,SSE,Fair,88,75,66,12,0,29.64,0,31.11,23.89
1790,16809,NDIR-SERT,15/3/2022,11,32.85,0,SE,Fair,90,75,62,9,0,29.64,0,32.22,23.89
1791,16818,NDIR-SERT,15/3/2022,12,35.65,0,S,Fair,91,75,59,7,0,29.58,0,32.78,23.89
1792,16824,NDIR-SERT,15/3/2022,13,34.06,0,S,Fair,93,75,56,5,0,29.55,0,33.89,23.89
1793,16836,NDIR-SERT,15/3/2022,14,38.2,0,SSW,Fair,95,77,56,7,0,29.49,0,35,25
1794,16846,NDIR-SERT,15/3/2022,15,41.48,0,S,Fair,97,72,44,7,0,29.46,0,36.11,22.22
1795,16853,NDIR-SERT,15/3/2022,16,48.38,0,SSW,Fair,97,73,47,5,0,29.43,0,36.11,22.78
1796,16865,NDIR-SERT,15/3/2022,17,46.77,0,VAR,Fair,97,73,47,2,0,29.43,0,36.11,22.78
1797,16871,NDIR-SERT,15/3/2022,18,34.64,0,ESE,Fair,93,73,52,1,0,29.46,0,33.89,22.78
1798,16880,NDIR-SERT,15/3/2022,19,27.93,0,E,Fair,91,75,59,3,0,29.46,0,32.78,23.89
1799,16890,NDIR-SERT,15/3/2022,20,18.28,0,E,Fair,90,79,70,2,0,29.49,0,32.22,26.11
1808,16979,NDIR-SERT,16/3/2022,6,8.1,0,SSE,Fair,81,75,84,10,0,29.55,0,27.22,23.89
1809,16991,NDIR-SERT,16/3/2022,7,7.65,0,SE,Fair,81,75,84,7,0,29.58,0,27.22,23.89
1810,17000,NDIR-SERT,16/3/2022,8,7.31,0,SE,Fair,82,75,79,10,0,29.61,0,27.78,23.89
1811,17009,NDIR-SERT,16/3/2022,9,25.65,0,SSE,Fair,86,75,70,12,0,29.61,0,30,23.89
1812,17018,NDIR-SERT,16/3/2022,10,39.45,0,SSE,Fair,88,75,66,10,0,29.61,0,31.11,23.89
1813,17024,NDIR-SERT,16/3/2022,11,37.48,0,S,Fair,90,73,59,8,0,29.61,0,32.22,22.78
1814,17033,NDIR-SERT,16/3/2022,12,35.91,0,S,Fair,91,72,52,5,0,29.58,0,32.78,22.22
1815,17045,NDIR-SERT,16/3/2022,13,35.95,0,S,Fair,95,72,47,5,0,29.55,0,35,22.22
1816,17051,NDIR-SERT,16/3/2022,14,35.27,0,VAR,Fair,95,72,47,6,0,29.52,0,35,22.22
1817,17059,NDIR-SERT,16/3/2022,15,37.02,0,S,Fair,97,70,41,3,0,29.46,0,36.11,21.11
1818,17067,NDIR-SERT,16/3/2022,16,44.2,0,SSW,Fair,95,70,44,6,0,29.43,0,35,21.11
1819,17081,NDIR-SERT,16/3/2022,17,49.77,0,S,Fair,95,70,44,3,0,29.46,0,35,21.11
1820,17088,NDIR-SERT,16/3/2022,18,27.94,0,SSE,Fair,93,72,49,2,0,29.46,0,33.89,22.22
1821,17095,NDIR-SERT,16/3/2022,19,25.27,0,CALM,Fair,90,75,62,0,0,29.46,0,32.22,23.89
1822,17105,NDIR-SERT,16/3/2022,20,12.37,0,CALM,Fair,88,73,62,0,0,29.52,0,31.11,22.78
1831,17196,NDIR-SERT,17/3/2022,6,6.91,0,CALM,Fair,75,73,94,0,0,29.58,0,23.89,22.78
1832,17203,NDIR-SERT,17/3/2022,7,6.07,0,NW,Fair,75,73,94,1,0,29.61,0,23.89,22.78
1833,17213,NDIR-SERT,17/3/2022,8,5.19,0.01,VAR,Fair,79,75,89,2,0,29.64,0,26.11,23.89
1834,17225,NDIR-SERT,17/3/2022,9,17.51,0,VAR,Fair,82,75,79,2,0,29.64,0,27.78,23.89
1835,17229,NDIR-SERT,17/3/2022,10,37.51,0,VAR,Partly Cloudy,86,73,66,2,0,29.64,0,30,22.78
1836,17238,NDIR-SERT,17/3/2022,11,32.69,0,VAR,Mostly Cloudy,88,75,66,6,0,29.64,0,31.11,23.89
1837,17250,NDIR-SERT,17/3/2022,12,29.33,0,SSE,Mostly Cloudy,88,75,66,5,0,29.61,0,31.11,23.89
1838,17261,NDIR-SERT,17/3/2022,13,27.52,0,SE,Mostly Cloudy,91,75,59,5,0,29.58,0,32.78,23.89
1839,17268,NDIR-SERT,17/3/2022,14,34.75,0,SSE,Partly Cloudy,93,73,52,5,0,29.55,0,33.89,22.78
1840,17279,NDIR-SERT,17/3/2022,15,37.01,0,VAR,Fair,93,72,49,3,0,29.49,0,33.89,22.22
1841,17288,NDIR-SERT,17/3/2022,16,45.4,0,SSE,Fair,95,73,49,6,0,29.46,0,35,22.78
1842,17292,NDIR-SERT,17/3/2022,17,41.66,0,SSW,Fair,93,73,52,6,0,29.46,0,33.89,22.78
1843,17305,NDIR-SERT,17/3/2022,18,38.66,0,SSW,Fair,91,72,52,5,0,29.46,0,32.78,22.22
1844,17315,NDIR-SERT,17/3/2022,19,27.38,0,SSW,Fair,90,73,59,3,0,29.49,0,32.22,22.78
1845,17321,NDIR-SERT,17/3/2022,20,15.31,0,SW,Fair,88,73,62,3,0,29.52,0,31.11,22.78
1854,17414,NDIR-SERT,18/3/2022,6,8.17,0,VAR,Fair,79,75,89,2,0,29.58,0,26.11,23.89
1855,17420,NDIR-SERT,18/3/2022,7,8.25,0,ESE,Fair,79,75,89,3,0,29.58,0,26.11,23.89
1856,17427,NDIR-SERT,18/3/2022,8,7.23,0,VAR,Fair,82,75,79,1,0,29.64,0,27.78,23.89
1857,17439,NDIR-SERT,18/3/2022,9,33.54,0,VAR,Fair,86,75,70,2,0,29.67,0,30,23.89
1858,17448,NDIR-SERT,18/3/2022,10,40.78,0,S,Fair,88,75,66,6,0,29.67,0,31.11,23.89
1859,17456,NDIR-SERT,18/3/2022,11,45.15,0,VAR,Fair,88,73,62,2,0,29.67,0,31.11,22.78
1860,17463,NDIR-SERT,18/3/2022,12,39.21,0,VAR,Fair,90,73,59,2,0,29.64,0,32.22,22.78
1861,17472,NDIR-SERT,18/3/2022,13,38.32,0,WNW,Fair,91,73,55,6,0,29.58,0,32.78,22.78
1862,17486,NDIR-SERT,18/3/2022,14,43.14,0,NNW,Mostly Cloudy,88,70,55,8,23,29.55,0,31.11,21.11
1863,17494,NDIR-SERT,18/3/2022,15,44.42,0,VAR,Fair,88,72,58,6,0,29.49,0,31.11,22.22
1864,17501,NDIR-SERT,18/3/2022,16,36.89,0,VAR,Fair,90,72,55,2,0,29.46,0,32.22,22.22
1865,17509,NDIR-SERT,18/3/2022,17,40.64,0,E,Fair,90,72,55,5,0,29.46,0,32.22,22.22
1866,17521,NDIR-SERT,18/3/2022,18,32.56,0,SSE,Fair,84,72,66,12,0,29.49,0,28.89,22.22
1867,17529,NDIR-SERT,18/3/2022,19,19.48,0,SE,Fair,81,70,70,10,0,29.52,0,27.22,21.11
1868,17540,NDIR-SERT,18/3/2022,20,11.89,0,S,Fair,81,70,70,9,0,29.55,0,27.22,21.11
1877,17626,NDIR-SERT,19/3/2022,6,7.33,0,VAR,Fair,73,73,100,2,0,29.61,0,22.78,22.78
1878,17638,NDIR-SERT,19/3/2022,7,5.93,0,VAR,Fair,73,72,94,2,0,29.61,0,22.78,22.22
1879,17647,NDIR-SERT,19/3/2022,8,4.55,0,NE,Fair,77,70,78,3,0,29.64,0,25,21.11
1880,17655,NDIR-SERT,19/3/2022,9,7.11,0.03,VAR,Fair,82,68,62,2,0,29.64,0,27.78,20
1881,17661,NDIR-SERT,19/3/2022,10,10.63,0,VAR,Fair,84,68,58,3,0,29.64,0,28.89,20
1882,17674,NDIR-SERT,19/3/2022,11,18.91,0,VAR,Fair,88,68,52,1,0,29.64,0,31.11,20
1883,17682,NDIR-SERT,19/3/2022,12,18.96,0,VAR,Fair,90,68,49,2,0,29.61,0,32.22,20
1884,17690,NDIR-SERT,19/3/2022,13,9.33,0.14,SSE,Fair,90,70,52,6,0,29.58,0,32.22,21.11
1885,17701,NDIR-SERT,19/3/2022,14,13.81,0,VAR,Fair,90,68,49,5,0,29.52,0,32.22,20
1886,17707,NDIR-SERT,19/3/2022,15,13.87,0,VAR,Fair,91,70,49,3,0,29.49,0,32.78,21.11
1887,17715,NDIR-SERT,19/3/2022,16,13.98,0,SW,Fair,91,68,46,3,0,29.46,0,32.78,20
1888,17724,NDIR-SERT,19/3/2022,17,11.62,0,SSW,Mostly Cloudy,90,68,49,3,0,29.46,0,32.22,20
1889,17735,NDIR-SERT,19/3/2022,18,11.49,0,S,Fair,88,72,58,8,0,29.46,0,31.11,22.22
