level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
2574,24198,NDIR-SERT,19/4/2022,17,39.68,0,S,Partly Cloudy,91,70,49,8,0,29.61,0,32.78,21.11
2575,24206,NDIR-SERT,19/4/2022,18,23.14,0,SE,Mostly Cloudy,86,72,62,3,0,29.61,0,30,22.22
2576,24216,NDIR-SERT,19/4/2022,19,18.64,0,SE,Fair,84,73,70,7,0,29.64,0,28.89,22.78
2577,24224,NDIR-SERT,19/4/2022,20,15.95,0,SE,Fair,82,73,74,3,0,29.67,0,27.78,22.78
2586,24312,NDIR-SERT,20/4/2022,6,8.36,0,VAR,Mostly Cloudy,79,73,83,1,0,29.7,0,26.11,22.78
2587,24324,NDIR-SERT,20/4/2022,7,8.24,0,VAR,Mostly Cloudy,79,73,83,1,0,29.7,0,26.11,22.78
2588,24334,NDIR-SERT,20/4/2022,8,6,0.02,VAR,Fair,82,72,70,2,0,29.73,0,27.78,22.22
2589,24339,NDIR-SERT,20/4/2022,9,13.09,0.12,S,Fair,84,72,66,5,0,29.73,0,28.89,22.22
2590,24352,NDIR-SERT,20/4/2022,10,25.2,0,S,Fair,88,70,55,5,0,29.73,0,31.11,21.11
2591,24357,NDIR-SERT,20/4/2022,11,27.08,0,SSW,Partly Cloudy,90,68,49,6,0,29.7,0,32.22,20
2592,24369,NDIR-SERT,20/4/2022,12,25.77,0,VAR,Partly Cloudy,91,68,46,6,0,29.7,0,32.78,20
2593,24376,NDIR-SERT,20/4/2022,13,27.2,0,VAR,Partly Cloudy,93,68,44,3,0,29.64,0,33.89,20
2594,24385,NDIR-SERT,20/4/2022,14,33.31,0,S,Partly Cloudy,93,68,44,5,0,29.61,0,33.89,20
2595,24391,NDIR-SERT,20/4/2022,15,40.61,0,SW,Partly Cloudy,95,66,39,6,0,29.58,0,35,18.89
2596,24399,NDIR-SERT,20/4/2022,16,46.5,0,SW,Fair,95,68,41,5,0,29.55,0,35,20
2597,24411,NDIR-SERT,20/4/2022,17,43.53,0,NNW,Partly Cloudy,90,68,49,3,0,29.55,0,32.22,20
2598,24419,NDIR-SERT,20/4/2022,18,25.27,0,WSW,Light Rain,81,73,79,10,0,29.58,0,27.22,22.78
2599,24426,NDIR-SERT,20/4/2022,19,20.84,0,VAR,Fair,79,77,94,2,0,29.58,0,26.11,25
2600,24435,NDIR-SERT,20/4/2022,20,13.85,0,NNE,Fair,81,75,84,3,0,29.61,0,27.22,23.89
2609,24526,NDIR-SERT,21/4/2022,6,8.37,0,VAR,Fair,77,75,94,2,0,29.64,0,25,23.89
2610,24538,NDIR-SERT,21/4/2022,7,7.66,0,VAR,Mostly Cloudy,79,75,89,1,0,29.67,0,26.11,23.89
2611,24547,NDIR-SERT,21/4/2022,8,7.44,0,SE,Light Rain,79,75,89,5,0,29.7,0,26.11,23.89
2612,24555,NDIR-SERT,21/4/2022,9,26.59,0,ESE,Fair,82,77,84,7,0,29.7,0,27.78,25
2613,24560,NDIR-SERT,21/4/2022,10,31.67,0,SE,Fair,86,73,66,9,0,29.7,0,30,22.78
2614,24570,NDIR-SERT,21/4/2022,11,37.63,0,SE,Fair,88,72,58,8,0,29.67,0,31.11,22.22
2615,24581,NDIR-SERT,21/4/2022,12,38.03,0,SE,Fair,91,75,59,6,0,29.67,0,32.78,23.89
2616,24587,NDIR-SERT,21/4/2022,13,46.61,0,SSE,Partly Cloudy,93,75,56,6,0,29.61,0,33.89,23.89
2617,24597,NDIR-SERT,21/4/2022,14,62.25,0,SSW,Partly Cloudy,93,73,52,7,0,29.58,0,33.89,22.78
2618,24607,NDIR-SERT,21/4/2022,15,72.81,0,SSE,Partly Cloudy,93,73,52,8,0,29.55,0,33.89,22.78
2619,24615,NDIR-SERT,21/4/2022,16,78.74,0,SSE,Fair,95,73,49,6,0,29.52,0,35,22.78
2620,24624,NDIR-SERT,21/4/2022,17,69.42,0,S,Fair,95,70,44,5,0,29.52,0,35,21.11
2621,24637,NDIR-SERT,21/4/2022,18,50.84,0,S,Fair,93,70,46,6,0,29.52,0,33.89,21.11
2622,24644,NDIR-SERT,21/4/2022,19,35,0,S,Fair,88,72,58,5,0,29.55,0,31.11,22.22
2623,24651,NDIR-SERT,21/4/2022,20,26.95,0,SSE,Fair,86,73,66,5,0,29.58,0,30,22.78
