,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
815,815,7654,NDIR-SERT,2022-01-27,9,5.5,0.01,VAR,Fair,77.0,63.0,61.0,1.0,0.0,29.73,0.0,60.55555555555556,52.77777777777778
816,816,7663,NDIR-SERT,2022-01-27,10,15.71,0.0,ESE,Fair,81.0,61.0,51.0,3.0,0.0,29.75,0.0,62.77777777777778,51.666666666666664
817,817,7671,NDIR-SERT,2022-01-27,11,20.68,0.0,VAR,Fair,86.0,59.0,40.0,2.0,0.0,29.75,0.0,65.55555555555556,50.55555555555556
818,818,7681,NDIR-SERT,2022-01-27,12,13.56,0.0,VAR,Fair,88.0,57.0,35.0,2.0,0.0,29.73,0.0,66.66666666666667,49.44444444444444
819,819,7690,NDIR-SERT,2022-01-27,13,11.71,0.01,W,Fair,91.0,59.0,34.0,5.0,0.0,29.7,0.0,68.33333333333333,50.55555555555556
820,820,7698,NDIR-SERT,2022-01-27,14,20.62,0.0,VAR,Fair,91.0,61.0,36.0,2.0,0.0,29.64,0.0,68.33333333333333,51.666666666666664
821,821,7707,NDIR-SERT,2022-01-27,15,28.32,0.0,ESE,Fair,91.0,59.0,34.0,3.0,0.0,29.64,0.0,68.33333333333333,50.55555555555556
822,822,7717,NDIR-SERT,2022-01-27,16,34.85,0.0,SE,Fair,91.0,63.0,38.0,3.0,0.0,29.61,0.0,68.33333333333333,52.77777777777778
823,823,7725,NDIR-SERT,2022-01-27,17,32.71,0.0,VAR,Fair,91.0,61.0,36.0,2.0,0.0,29.61,0.0,68.33333333333333,51.666666666666664
824,824,7735,NDIR-SERT,2022-01-27,18,21.34,0.0,VAR,Fair,86.0,63.0,45.0,1.0,0.0,29.64,0.0,65.55555555555556,52.77777777777778
825,825,7744,NDIR-SERT,2022-01-27,19,17.36,0.0,WNW,Fair,82.0,64.0,54.0,2.0,0.0,29.64,0.0,63.333333333333336,53.333333333333336
826,826,7752,NDIR-SERT,2022-01-27,20,10.19,0.0,VAR,Fair,79.0,66.0,65.0,1.0,0.0,29.67,0.0,61.666666666666664,54.44444444444444
830,830,7788,NDIR-SERT,2022-01-28,6,5.5,0.0,CALM,Fair,70.0,64.0,83.0,0.0,0.0,29.67,0.0,56.666666666666664,53.333333333333336
831,831,7798,NDIR-SERT,2022-01-28,7,5.0,0.0,VAR,Fair,70.0,64.0,83.0,2.0,0.0,29.7,0.0,56.666666666666664,53.333333333333336
832,832,7806,NDIR-SERT,2022-01-28,8,4.85,0.0,SSE,Fair,72.0,66.0,83.0,2.0,0.0,29.73,0.0,57.77777777777778,54.44444444444444
833,833,7815,NDIR-SERT,2022-01-28,9,4.11,0.0,VAR,Fair,77.0,66.0,69.0,1.0,0.0,29.75,0.0,60.55555555555556,54.44444444444444
834,834,7824,NDIR-SERT,2022-01-28,10,9.43,0.03,VAR,Fair,82.0,63.0,51.0,2.0,0.0,29.75,0.0,63.333333333333336,52.77777777777778
835,835,7833,NDIR-SERT,2022-01-28,11,5.77,0.37,VAR,Fair,86.0,59.0,40.0,2.0,0.0,29.75,0.0,65.55555555555556,50.55555555555556
836,836,7842,NDIR-SERT,2022-01-28,12,8.54,0.17,VAR,Fair,90.0,61.0,38.0,3.0,0.0,29.73,0.0,67.77777777777777,51.666666666666664
837,837,7852,NDIR-SERT,2022-01-28,13,8.94,0.0,W,Fair,90.0,61.0,38.0,7.0,0.0,29.67,0.0,67.77777777777777,51.666666666666664
838,838,7861,NDIR-SERT,2022-01-28,14,12.29,0.0,W,Fair,91.0,61.0,36.0,7.0,0.0,29.64,0.0,68.33333333333333,51.666666666666664
839,839,7870,NDIR-SERT,2022-01-28,15,14.87,0.0,W,Fair,91.0,59.0,34.0,5.0,0.0,29.61,0.0,68.33333333333333,50.55555555555556
840,840,7878,NDIR-SERT,2022-01-28,16,21.45,0.0,VAR,Fair,91.0,59.0,34.0,2.0,0.0,29.61,0.0,68.33333333333333,50.55555555555556
841,841,7888,NDIR-SERT,2022-01-28,17,31.53,0.0,S,Fair,91.0,59.0,34.0,3.0,0.0,29.61,0.0,68.33333333333333,50.55555555555556
842,842,7900,NDIR-SERT,2022-01-28,18,17.68,0.0,ESE,Fair,86.0,64.0,48.0,2.0,0.0,29.61,0.0,65.55555555555556,53.333333333333336
843,843,7906,NDIR-SERT,2022-01-28,19,12.5,0.0,SE,Fair,82.0,66.0,58.0,1.0,0.0,29.64,0.0,63.333333333333336,54.44444444444444
844,844,7914,NDIR-SERT,2022-01-28,20,10.9,0.0,S,Fair,79.0,68.0,69.0,1.0,0.0,29.64,0.0,61.666666666666664,55.55555555555556
846,846,7932,NDIR-SERT,2022-01-29,8,4.74,0.0,CALM,Fair,72.0,66.0,83.0,0.0,0.0,29.7,0.0,57.77777777777778,54.44444444444444
847,847,7941,NDIR-SERT,2022-01-29,9,1.17,0.63,CALM,Fair,79.0,66.0,65.0,0.0,0.0,29.73,0.0,61.666666666666664,54.44444444444444
848,848,7951,NDIR-SERT,2022-01-29,10,0.0,5.03,ESE,Fair,82.0,61.0,48.0,3.0,0.0,29.75,0.0,63.333333333333336,51.666666666666664
849,849,7960,NDIR-SERT,2022-01-29,11,0.0,7.77,VAR,Fair,86.0,61.0,43.0,3.0,0.0,29.73,0.0,65.55555555555556,51.666666666666664
850,850,7969,NDIR-SERT,2022-01-29,12,0.0,9.77,VAR,Fair,88.0,59.0,38.0,3.0,0.0,29.7,0.0,66.66666666666667,50.55555555555556
851,851,7977,NDIR-SERT,2022-01-29,13,0.0,10.37,VAR,Fair,90.0,59.0,36.0,5.0,0.0,29.64,0.0,67.77777777777777,50.55555555555556
852,852,7989,NDIR-SERT,2022-01-29,14,0.0,8.42,WNW,Fair,91.0,57.0,31.0,9.0,0.0,29.61,0.0,68.33333333333333,49.44444444444444
853,853,7997,NDIR-SERT,2022-01-29,15,0.0,7.7,WNW,Fair,91.0,59.0,34.0,6.0,0.0,29.58,0.0,68.33333333333333,50.55555555555556
854,854,8004,NDIR-SERT,2022-01-29,16,0.99,3.06,W,Fair,91.0,59.0,34.0,6.0,0.0,29.55,0.0,68.33333333333333,50.55555555555556
855,855,8014,NDIR-SERT,2022-01-29,17,4.78,0.09,SSW,Fair,91.0,59.0,34.0,3.0,0.0,29.55,0.0,68.33333333333333,50.55555555555556
856,856,8024,NDIR-SERT,2022-01-29,18,11.09,0.0,SE,Fair,86.0,63.0,45.0,2.0,0.0,29.55,0.0,65.55555555555556,52.77777777777778
857,857,8031,NDIR-SERT,2022-01-29,19,13.38,0.0,E,Fair,82.0,66.0,58.0,1.0,0.0,29.58,0.0,63.333333333333336,54.44444444444444
858,858,8043,NDIR-SERT,2022-01-29,20,14.07,0.0,WNW,Fair,81.0,66.0,61.0,2.0,0.0,29.61,0.0,62.77777777777778,54.44444444444444
867,867,8130,NDIR-SERT,2022-01-30,6,11.04,0.0,ENE,Fair,68.0,66.0,94.0,1.0,0.0,29.61,0.0,55.55555555555556,54.44444444444444
868,868,8139,NDIR-SERT,2022-01-30,7,5.26,0.0,ESE,Fair,68.0,64.0,88.0,2.0,0.0,29.64,0.0,55.55555555555556,53.333333333333336
869,869,8149,NDIR-SERT,2022-01-30,8,3.53,0.07,E,Fair,72.0,68.0,88.0,1.0,0.0,29.67,0.0,57.77777777777778,55.55555555555556
870,870,8158,NDIR-SERT,2022-01-30,9,0.14,2.77,SE,Fair,77.0,66.0,69.0,6.0,0.0,29.7,0.0,60.55555555555556,54.44444444444444
871,871,8167,NDIR-SERT,2022-01-30,10,0.0,8.73,S,Fair,82.0,63.0,51.0,5.0,0.0,29.7,0.0,63.333333333333336,52.77777777777778
872,872,8177,NDIR-SERT,2022-01-30,11,0.0,13.04,S,Fair,84.0,63.0,48.0,5.0,0.0,29.7,0.0,64.44444444444444,52.77777777777778
873,873,8188,NDIR-SERT,2022-01-30,12,0.0,12.61,S,Fair,86.0,59.0,40.0,6.0,0.0,29.67,0.0,65.55555555555556,50.55555555555556
874,874,8195,NDIR-SERT,2022-01-30,13,0.0,11.63,S,Fair,88.0,59.0,38.0,7.0,0.0,29.64,0.0,66.66666666666667,50.55555555555556
875,875,8204,NDIR-SERT,2022-01-30,14,2.91,1.35,SSW,Fair,90.0,57.0,33.0,7.0,0.0,29.61,0.0,67.77777777777777,49.44444444444444
876,876,8211,NDIR-SERT,2022-01-30,15,5.77,0.06,SSE,Fair,90.0,59.0,36.0,6.0,0.0,29.55,0.0,67.77777777777777,50.55555555555556
877,877,8221,NDIR-SERT,2022-01-30,16,10.86,0.0,SSE,Fair,91.0,55.0,29.0,5.0,0.0,29.55,0.0,68.33333333333333,48.333333333333336
878,878,8229,NDIR-SERT,2022-01-30,17,8.91,0.0,SE,Fair,91.0,52.0,26.0,5.0,0.0,29.55,0.0,68.33333333333333,46.666666666666664
879,879,8240,NDIR-SERT,2022-01-30,18,8.61,0.0,SE,Fair,88.0,57.0,35.0,2.0,0.0,29.55,0.0,66.66666666666667,49.44444444444444
880,880,8247,NDIR-SERT,2022-01-30,19,10.89,0.0,WNW,Fair,81.0,61.0,51.0,2.0,0.0,29.58,0.0,62.77777777777778,51.666666666666664
881,881,8256,NDIR-SERT,2022-01-30,20,9.57,0.0,CALM,Fair,79.0,63.0,57.0,0.0,0.0,29.58,0.0,61.666666666666664,52.77777777777778
890,890,8347,NDIR-SERT,2022-01-31,6,5.54,0.0,ENE,Fair,64.0,61.0,88.0,3.0,0.0,29.61,0.0,53.333333333333336,51.666666666666664
891,891,8360,NDIR-SERT,2022-01-31,7,5.25,0.0,VAR,Fair,64.0,61.0,88.0,1.0,0.0,29.64,0.0,53.333333333333336,51.666666666666664
892,892,8365,NDIR-SERT,2022-01-31,8,5.62,0.0,VAR,Fair,70.0,63.0,78.0,1.0,0.0,29.67,0.0,56.666666666666664,52.77777777777778
893,893,8373,NDIR-SERT,2022-01-31,9,2.44,0.11,VAR,Fair,79.0,61.0,54.0,1.0,0.0,29.7,0.0,61.666666666666664,51.666666666666664
894,894,8383,NDIR-SERT,2022-01-31,10,13.02,0.0,VAR,Fair,82.0,55.0,39.0,2.0,0.0,29.7,0.0,63.333333333333336,48.333333333333336
895,895,8391,NDIR-SERT,2022-01-31,11,7.99,0.01,VAR,Fair,86.0,52.0,31.0,5.0,0.0,29.7,0.0,65.55555555555556,46.666666666666664
896,896,8400,NDIR-SERT,2022-01-31,12,7.44,0.0,VAR,Fair,88.0,55.0,33.0,3.0,0.0,29.67,0.0,66.66666666666667,48.333333333333336
897,897,8409,NDIR-SERT,2022-01-31,13,24.45,0.0,VAR,Fair,88.0,59.0,38.0,5.0,0.0,29.67,0.0,66.66666666666667,50.55555555555556
898,898,8420,NDIR-SERT,2022-01-31,14,21.72,0.0,SSE,Fair,90.0,61.0,38.0,7.0,0.0,29.61,0.0,67.77777777777777,51.666666666666664
899,899,8427,NDIR-SERT,2022-01-31,15,31.94,0.0,SSW,Fair,90.0,61.0,38.0,7.0,0.0,29.58,0.0,67.77777777777777,51.666666666666664
900,900,8436,NDIR-SERT,2022-01-31,16,27.85,0.0,SSE,Fair,90.0,55.0,31.0,7.0,0.0,29.58,0.0,67.77777777777777,48.333333333333336
901,901,8448,NDIR-SERT,2022-01-31,17,31.2,0.0,S,Fair,90.0,52.0,27.0,6.0,0.0,29.58,0.0,67.77777777777777,46.666666666666664
902,902,8456,NDIR-SERT,2022-01-31,18,25.15,0.0,SSE,Fair,86.0,57.0,37.0,3.0,0.0,29.58,0.0,65.55555555555556,49.44444444444444
903,903,8463,NDIR-SERT,2022-01-31,19,17.05,0.0,E,Fair,79.0,59.0,51.0,1.0,0.0,29.61,0.0,61.666666666666664,50.55555555555556
904,904,8473,NDIR-SERT,2022-01-31,20,11.56,0.0,CALM,Fair,75.0,59.0,57.0,0.0,0.0,29.61,0.0,59.44444444444444,50.55555555555556
913,913,8562,NDIR-SERT,2022-02-01,6,5.57,0.0,VAR,Fair,64.0,61.0,88.0,1.0,0.0,29.64,0.0,53.333333333333336,51.666666666666664
917,917,8602,NDIR-SERT,2022-02-01,10,26.54,0.0,S,Mostly Cloudy,81.0,73.0,79.0,8.0,0.0,29.73,0.0,62.77777777777778,58.333333333333336
918,918,8608,NDIR-SERT,2022-02-01,11,26.85,0.0,S,Mostly Cloudy,82.0,72.0,70.0,8.0,0.0,29.73,0.0,63.333333333333336,57.77777777777778
919,919,8619,NDIR-SERT,2022-02-01,12,30.09,0.0,S,Mostly Cloudy,86.0,72.0,62.0,6.0,0.0,29.7,0.0,65.55555555555556,57.77777777777778
920,920,8627,NDIR-SERT,2022-02-01,13,24.76,0.0,VAR,Mostly Cloudy,86.0,70.0,58.0,5.0,0.0,29.67,0.0,65.55555555555556,56.666666666666664
921,921,8638,NDIR-SERT,2022-02-01,14,28.63,0.0,SSE,Fair,88.0,68.0,52.0,6.0,0.0,29.64,0.0,66.66666666666667,55.55555555555556
922,922,8643,NDIR-SERT,2022-02-01,15,31.72,0.0,S,Fair,90.0,64.0,43.0,7.0,0.0,29.61,0.0,67.77777777777777,53.333333333333336
923,923,8653,NDIR-SERT,2022-02-01,16,34.62,0.0,SSE,Fair,90.0,66.0,46.0,9.0,0.0,29.58,0.0,67.77777777777777,54.44444444444444
924,924,8662,NDIR-SERT,2022-02-01,17,39.85,0.0,SE,Fair,90.0,66.0,46.0,9.0,0.0,29.58,0.0,67.77777777777777,54.44444444444444
925,925,8670,NDIR-SERT,2022-02-01,18,33.73,0.0,SE,Fair,86.0,66.0,51.0,6.0,0.0,29.58,0.0,65.55555555555556,54.44444444444444
926,926,8679,NDIR-SERT,2022-02-01,19,22.3,0.0,ESE,Fair,84.0,68.0,58.0,5.0,0.0,29.58,0.0,64.44444444444444,55.55555555555556
927,927,8690,NDIR-SERT,2022-02-01,20,12.36,0.0,ESE,Fair,81.0,66.0,61.0,2.0,0.0,29.61,0.0,62.77777777777778,54.44444444444444
936,936,8778,NDIR-SERT,2022-02-02,6,15.37,0.0,SE,Fair,73.0,72.0,94.0,5.0,0.0,29.67,0.0,58.333333333333336,57.77777777777778
937,937,8788,NDIR-SERT,2022-02-02,7,5.39,0.0,SSE,Mostly Cloudy,75.0,72.0,89.0,3.0,0.0,29.7,0.0,59.44444444444444,57.77777777777778
938,938,8796,NDIR-SERT,2022-02-02,8,5.81,0.0,SE,Mostly Cloudy,77.0,73.0,89.0,2.0,0.0,29.73,0.0,60.55555555555556,58.333333333333336
939,939,8805,NDIR-SERT,2022-02-02,9,5.11,0.02,SSE,Mostly Cloudy,81.0,73.0,79.0,6.0,0.0,29.75,0.0,62.77777777777778,58.333333333333336
940,940,8818,NDIR-SERT,2022-02-02,10,15.86,0.0,S,Mostly Cloudy,81.0,73.0,79.0,5.0,0.0,29.78,0.0,62.77777777777778,58.333333333333336
941,941,8826,NDIR-SERT,2022-02-02,11,25.55,0.01,W,Mostly Cloudy,84.0,73.0,70.0,5.0,0.0,29.78,0.0,64.44444444444444,58.333333333333336
942,942,8836,NDIR-SERT,2022-02-02,12,11.45,0.0,VAR,Fair,86.0,72.0,62.0,3.0,0.0,29.75,0.0,65.55555555555556,57.77777777777778
943,943,8844,NDIR-SERT,2022-02-02,13,7.75,0.05,VAR,Fair,88.0,70.0,55.0,3.0,0.0,29.73,0.0,66.66666666666667,56.666666666666664
944,944,8851,NDIR-SERT,2022-02-02,14,9.36,0.0,VAR,Fair,90.0,68.0,49.0,6.0,0.0,29.67,0.0,67.77777777777777,55.55555555555556
945,945,8861,NDIR-SERT,2022-02-02,15,14.25,0.0,SSW,Fair,90.0,66.0,46.0,6.0,0.0,29.64,0.0,67.77777777777777,54.44444444444444
946,946,8868,NDIR-SERT,2022-02-02,16,20.05,0.0,SW,Fair,90.0,64.0,43.0,5.0,0.0,29.64,0.0,67.77777777777777,53.333333333333336
947,947,8877,NDIR-SERT,2022-02-02,17,52.12,0.0,VAR,Fair,90.0,66.0,46.0,3.0,0.0,29.64,0.0,67.77777777777777,54.44444444444444
948,948,8886,NDIR-SERT,2022-02-02,18,14.32,0.0,E,Fair,86.0,68.0,55.0,2.0,0.0,29.64,0.0,65.55555555555556,55.55555555555556
949,949,8899,NDIR-SERT,2022-02-02,19,13.68,0.0,ESE,Fair,82.0,70.0,66.0,3.0,0.0,29.64,0.0,63.333333333333336,56.666666666666664
950,950,8905,NDIR-SERT,2022-02-02,20,12.62,0.0,E,Fair,81.0,70.0,70.0,2.0,0.0,29.67,0.0,62.77777777777778,56.666666666666664
959,959,8995,NDIR-SERT,2022-02-03,6,7.17,0.0,ESE,Fair,75.0,72.0,89.0,2.0,0.0,29.7,0.0,59.44444444444444,57.77777777777778
960,960,9004,NDIR-SERT,2022-02-03,7,7.16,0.0,CALM,Mostly Cloudy,75.0,72.0,89.0,0.0,0.0,29.73,0.0,59.44444444444444,57.77777777777778
961,961,9012,NDIR-SERT,2022-02-03,8,6.5,0.0,E,Mostly Cloudy,77.0,72.0,83.0,5.0,0.0,29.75,0.0,60.55555555555556,57.77777777777778
962,962,9022,NDIR-SERT,2022-02-03,9,6.89,0.0,SE,Mostly Cloudy,81.0,73.0,79.0,8.0,0.0,29.75,0.0,62.77777777777778,58.333333333333336
963,963,9031,NDIR-SERT,2022-02-03,10,14.16,0.0,SSE,Mostly Cloudy,84.0,73.0,70.0,9.0,0.0,29.78,0.0,64.44444444444444,58.333333333333336
964,964,9041,NDIR-SERT,2022-02-03,11,19.78,0.0,SSE,Mostly Cloudy,84.0,73.0,70.0,7.0,0.0,29.75,0.0,64.44444444444444,58.333333333333336
965,965,9048,NDIR-SERT,2022-02-03,12,17.79,0.0,S,Mostly Cloudy,86.0,73.0,66.0,7.0,0.0,29.73,0.0,65.55555555555556,58.333333333333336
966,966,9057,NDIR-SERT,2022-02-03,13,17.29,0.02,VAR,Partly Cloudy,88.0,72.0,58.0,7.0,0.0,29.7,0.0,66.66666666666667,57.77777777777778
967,967,9066,NDIR-SERT,2022-02-03,14,18.3,0.0,S,Partly Cloudy,90.0,72.0,55.0,5.0,0.0,29.67,0.0,67.77777777777777,57.77777777777778
968,968,9079,NDIR-SERT,2022-02-03,15,19.27,0.0,SSW,Fair,91.0,72.0,52.0,6.0,0.0,29.64,0.0,68.33333333333333,57.77777777777778
969,969,9085,NDIR-SERT,2022-02-03,16,23.82,0.0,SSW,Fair,91.0,70.0,49.0,6.0,0.0,29.61,0.0,68.33333333333333,56.666666666666664
970,970,9093,NDIR-SERT,2022-02-03,17,27.15,0.0,S,Fair,91.0,70.0,49.0,3.0,0.0,29.61,0.0,68.33333333333333,56.666666666666664
971,971,9104,NDIR-SERT,2022-02-03,18,27.23,0.0,SE,Fair,88.0,70.0,55.0,2.0,0.0,29.61,0.0,66.66666666666667,56.666666666666664
972,972,9112,NDIR-SERT,2022-02-03,19,30.49,0.0,CALM,Fair,84.0,72.0,66.0,0.0,0.0,29.64,0.0,64.44444444444444,57.77777777777778
973,973,9121,NDIR-SERT,2022-02-03,20,20.84,0.0,CALM,Fair,82.0,73.0,74.0,0.0,0.0,29.64,0.0,63.333333333333336,58.333333333333336
982,982,9211,NDIR-SERT,2022-02-04,6,6.69,0.0,ESE,Fair,73.0,73.0,100.0,1.0,0.0,29.7,0.0,58.333333333333336,58.333333333333336
983,983,9220,NDIR-SERT,2022-02-04,7,6.66,0.0,VAR,Partly Cloudy,73.0,73.0,100.0,2.0,0.0,29.73,0.0,58.333333333333336,58.333333333333336
984,984,9230,NDIR-SERT,2022-02-04,8,28.64,0.0,CALM,Mostly Cloudy,77.0,73.0,89.0,0.0,0.0,29.73,0.0,60.55555555555556,58.333333333333336
985,985,9239,NDIR-SERT,2022-02-04,9,17.41,0.0,VAR,Mostly Cloudy,81.0,73.0,79.0,2.0,0.0,29.75,0.0,62.77777777777778,58.333333333333336
986,986,9247,NDIR-SERT,2022-02-04,10,23.82,0.0,SSE,Mostly Cloudy,82.0,72.0,70.0,3.0,0.0,29.78,0.0,63.333333333333336,57.77777777777778
987,987,9256,NDIR-SERT,2022-02-04,11,20.91,0.0,NNW,Fair,84.0,72.0,66.0,3.0,0.0,29.75,0.0,64.44444444444444,57.77777777777778
988,988,9264,NDIR-SERT,2022-02-04,12,17.25,0.0,VAR,Mostly Cloudy,88.0,70.0,55.0,2.0,0.0,29.75,0.0,66.66666666666667,56.666666666666664
989,989,9275,NDIR-SERT,2022-02-04,13,16.66,0.0,WNW,Partly Cloudy,88.0,72.0,58.0,5.0,0.0,29.7,0.0,66.66666666666667,57.77777777777778
990,990,9283,NDIR-SERT,2022-02-04,14,27.47,0.0,SSE,Fair,90.0,70.0,52.0,5.0,0.0,29.67,0.0,67.77777777777777,56.666666666666664
991,991,9292,NDIR-SERT,2022-02-04,15,24.25,0.0,SSW,Fair,90.0,70.0,52.0,6.0,0.0,29.64,0.0,67.77777777777777,56.666666666666664
992,992,9302,NDIR-SERT,2022-02-04,16,30.89,0.0,SSW,Fair,90.0,72.0,55.0,6.0,0.0,29.64,0.0,67.77777777777777,57.77777777777778
993,993,9312,NDIR-SERT,2022-02-04,17,28.21,0.0,S,Fair,90.0,70.0,52.0,5.0,0.0,29.64,0.0,67.77777777777777,56.666666666666664
994,994,9320,NDIR-SERT,2022-02-04,18,29.51,0.0,ENE,Fair,81.0,70.0,70.0,5.0,0.0,29.64,0.0,62.77777777777778,56.666666666666664
995,995,9327,NDIR-SERT,2022-02-04,19,32.02,0.0,E,Fair,79.0,68.0,69.0,3.0,0.0,29.67,0.0,61.666666666666664,55.55555555555556
996,996,9336,NDIR-SERT,2022-02-04,20,19.93,0.0,VAR,Fair,79.0,70.0,74.0,2.0,0.0,29.7,0.0,61.666666666666664,56.666666666666664
1005,1005,9427,NDIR-SERT,2022-02-05,6,6.34,0.0,NNW,Light Rain,73.0,72.0,94.0,6.0,0.0,29.73,0.0,58.333333333333336,57.77777777777778
1006,1006,9436,NDIR-SERT,2022-02-05,7,6.12,0.0,VAR,Mostly Cloudy,72.0,72.0,100.0,2.0,0.0,29.75,0.0,57.77777777777778,57.77777777777778
1007,1007,9445,NDIR-SERT,2022-02-05,8,5.35,0.0,VAR,Light Rain,72.0,72.0,100.0,1.0,0.0,29.78,0.0,57.77777777777778,57.77777777777778
1008,1008,9453,NDIR-SERT,2022-02-05,9,5.78,0.0,N,Light Drizzle,73.0,72.0,94.0,3.0,0.0,29.81,0.0,58.333333333333336,57.77777777777778
1009,1009,9467,NDIR-SERT,2022-02-05,10,5.36,0.0,N,Mostly Cloudy,73.0,72.0,94.0,3.0,0.0,29.84,0.0,58.333333333333336,57.77777777777778
1010,1010,9472,NDIR-SERT,2022-02-05,11,5.08,0.0,VAR,Mostly Cloudy,75.0,72.0,89.0,3.0,0.0,29.84,0.0,59.44444444444444,57.77777777777778
1011,1011,9480,NDIR-SERT,2022-02-05,12,4.92,0.0,VAR,Fair,79.0,70.0,74.0,6.0,0.0,29.81,0.0,61.666666666666664,56.666666666666664
1012,1012,9489,NDIR-SERT,2022-02-05,13,4.83,0.0,N,Mostly Cloudy,79.0,66.0,65.0,3.0,0.0,29.78,0.0,61.666666666666664,54.44444444444444
1013,1013,9498,NDIR-SERT,2022-02-05,14,5.14,0.0,VAR,Mostly Cloudy,79.0,68.0,69.0,2.0,0.0,29.75,0.0,61.666666666666664,55.55555555555556
1014,1014,9507,NDIR-SERT,2022-02-05,15,3.81,0.05,E,Mostly Cloudy,79.0,66.0,65.0,5.0,0.0,29.75,0.0,61.666666666666664,54.44444444444444
1015,1015,9521,NDIR-SERT,2022-02-05,16,1.09,1.82,ENE,Mostly Cloudy,79.0,64.0,61.0,3.0,0.0,29.73,0.0,61.666666666666664,53.333333333333336
1016,1016,9525,NDIR-SERT,2022-02-05,17,0.01,8.04,ENE,Fair,79.0,66.0,65.0,3.0,0.0,29.73,0.0,61.666666666666664,54.44444444444444
1017,1017,9534,NDIR-SERT,2022-02-05,18,4.27,0.29,VAR,Fair,77.0,70.0,78.0,2.0,0.0,29.73,0.0,60.55555555555556,56.666666666666664
1018,1018,9546,NDIR-SERT,2022-02-05,19,6.07,0.0,VAR,Fair,75.0,72.0,89.0,1.0,0.0,29.75,0.0,59.44444444444444,57.77777777777778
1019,1019,9553,NDIR-SERT,2022-02-05,20,8.22,0.0,NW,Fair,73.0,70.0,88.0,5.0,0.0,29.78,0.0,58.333333333333336,56.666666666666664
1028,1028,9642,NDIR-SERT,2022-02-06,6,6.19,0.0,VAR,Fair,68.0,68.0,100.0,1.0,0.0,29.75,0.0,55.55555555555556,55.55555555555556
1029,1029,9652,NDIR-SERT,2022-02-06,7,6.27,0.0,NW,Fair,68.0,68.0,100.0,3.0,0.0,29.78,0.0,55.55555555555556,55.55555555555556
1030,1030,9665,NDIR-SERT,2022-02-06,8,6.3,0.0,NNW,Fair,70.0,66.0,88.0,3.0,0.0,29.81,0.0,56.666666666666664,54.44444444444444
1031,1031,9672,NDIR-SERT,2022-02-06,9,41.76,0.0,VAR,Fair,70.0,66.0,88.0,1.0,0.0,29.84,0.0,56.666666666666664,54.44444444444444
1032,1032,9680,NDIR-SERT,2022-02-06,10,3.41,0.0,VAR,Mostly Cloudy,72.0,68.0,88.0,2.0,0.0,29.84,0.0,57.77777777777778,55.55555555555556
1033,1033,9689,NDIR-SERT,2022-02-06,11,1.62,1.11,SSW,Fair,77.0,66.0,69.0,3.0,0.0,29.81,0.0,60.55555555555556,54.44444444444444
1034,1034,9698,NDIR-SERT,2022-02-06,12,0.0,12.47,W,Fair,79.0,64.0,61.0,3.0,0.0,29.81,0.0,61.666666666666664,53.333333333333336
1035,1035,9711,NDIR-SERT,2022-02-06,13,0.0,9.36,VAR,Fair,81.0,64.0,58.0,3.0,0.0,29.75,0.0,62.77777777777778,53.333333333333336
1036,1036,9718,NDIR-SERT,2022-02-06,14,0.03,7.79,VAR,Fair,82.0,64.0,54.0,3.0,0.0,29.73,0.0,63.333333333333336,53.333333333333336
1037,1037,9725,NDIR-SERT,2022-02-06,15,0.04,7.98,VAR,Fair,82.0,66.0,58.0,5.0,0.0,29.7,0.0,63.333333333333336,54.44444444444444
1038,1038,9734,NDIR-SERT,2022-02-06,16,0.84,1.75,VAR,Fair,82.0,66.0,58.0,3.0,0.0,29.67,0.0,63.333333333333336,54.44444444444444
1039,1039,9743,NDIR-SERT,2022-02-06,17,3.91,0.37,SSW,Fair,82.0,68.0,62.0,6.0,0.0,29.7,0.0,63.333333333333336,55.55555555555556
1040,1040,9752,NDIR-SERT,2022-02-06,18,12.55,0.0,S,Fair,81.0,68.0,65.0,3.0,0.0,29.7,0.0,62.77777777777778,55.55555555555556
1041,1041,9764,NDIR-SERT,2022-02-06,19,13.81,0.0,CALM,Fair,79.0,68.0,69.0,0.0,0.0,29.7,0.0,61.666666666666664,55.55555555555556
1042,1042,9772,NDIR-SERT,2022-02-06,20,12.84,0.0,E,Fair,79.0,70.0,74.0,2.0,0.0,29.73,0.0,61.666666666666664,56.666666666666664
1051,1051,9860,NDIR-SERT,2022-02-07,6,5.29,0.0,CALM,Fair,72.0,70.0,94.0,0.0,0.0,29.73,0.0,57.77777777777778,56.666666666666664
1052,1052,9872,NDIR-SERT,2022-02-07,7,4.61,0.0,N,Shallow Fog,72.0,70.0,94.0,2.0,0.0,29.75,0.0,57.77777777777778,56.666666666666664
1053,1053,9878,NDIR-SERT,2022-02-07,8,4.45,0.0,VAR,Fair,73.0,70.0,88.0,1.0,0.0,29.75,0.0,58.333333333333336,56.666666666666664
1054,1054,9890,NDIR-SERT,2022-02-07,9,4.39,0.0,VAR,Fair,79.0,70.0,74.0,2.0,0.0,29.78,0.0,61.666666666666664,56.666666666666664
