,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
2093,2093,19654,NDIR-SERT,2022-03-28,15,46.22,0.0,SE,Fair,93.0,77.0,59.0,8.0,0.0,29.55,0.0,69.44444444444444,60.55555555555556
2094,2094,19664,NDIR-SERT,2022-03-28,16,53.22,0.0,E,Fair,91.0,75.0,59.0,8.0,0.0,29.52,0.0,68.33333333333333,59.44444444444444
2095,2095,19669,NDIR-SERT,2022-03-28,17,43.86,0.0,E,Fair,90.0,73.0,59.0,7.0,0.0,29.55,0.0,67.77777777777777,58.333333333333336
2096,2096,19677,NDIR-SERT,2022-03-28,18,32.9,0.0,E,Fair,88.0,72.0,58.0,6.0,0.0,29.55,0.0,66.66666666666667,57.77777777777778
2097,2097,19687,NDIR-SERT,2022-03-28,19,25.97,0.0,VAR,Partly Cloudy,84.0,73.0,70.0,2.0,0.0,29.58,0.0,64.44444444444444,58.333333333333336
2098,2098,19700,NDIR-SERT,2022-03-28,20,11.81,0.0,S,Partly Cloudy,81.0,70.0,70.0,6.0,0.0,29.61,0.0,62.77777777777778,56.666666666666664
2107,2107,19790,NDIR-SERT,2022-03-29,6,8.48,0.0,CALM,Cloudy,77.0,75.0,94.0,0.0,0.0,29.67,0.0,60.55555555555556,59.44444444444444
2108,2108,19796,NDIR-SERT,2022-03-29,7,7.53,0.0,CALM,Mostly Cloudy,77.0,77.0,100.0,0.0,0.0,29.7,0.0,60.55555555555556,60.55555555555556
2109,2109,19803,NDIR-SERT,2022-03-29,8,6.32,0.0,VAR,Mostly Cloudy,79.0,79.0,100.0,2.0,0.0,29.7,0.0,61.666666666666664,61.666666666666664
2110,2110,19815,NDIR-SERT,2022-03-29,9,11.18,0.01,VAR,Mostly Cloudy,82.0,75.0,79.0,2.0,0.0,29.73,0.0,63.333333333333336,59.44444444444444
2111,2111,19822,NDIR-SERT,2022-03-29,10,34.91,0.0,VAR,Fair,84.0,75.0,74.0,2.0,0.0,29.73,0.0,64.44444444444444,59.44444444444444
2112,2112,19833,NDIR-SERT,2022-03-29,11,35.56,0.0,S,Partly Cloudy,88.0,73.0,62.0,5.0,0.0,29.7,0.0,66.66666666666667,58.333333333333336
2113,2113,19844,NDIR-SERT,2022-03-29,12,37.03,0.0,S,Mostly Cloudy,91.0,73.0,55.0,6.0,0.0,29.7,0.0,68.33333333333333,58.333333333333336
2114,2114,19850,NDIR-SERT,2022-03-29,13,36.5,0.0,VAR,Mostly Cloudy,93.0,72.0,49.0,5.0,0.0,29.64,0.0,69.44444444444444,57.77777777777778
2115,2115,19862,NDIR-SERT,2022-03-29,14,36.38,0.0,SSW,Mostly Cloudy,93.0,72.0,49.0,7.0,0.0,29.58,0.0,69.44444444444444,57.77777777777778
2116,2116,19869,NDIR-SERT,2022-03-29,15,33.05,0.0,SSW,Partly Cloudy,93.0,72.0,49.0,6.0,0.0,29.55,0.0,69.44444444444444,57.77777777777778
2117,2117,19879,NDIR-SERT,2022-03-29,16,39.18,0.0,SSW,Fair,95.0,70.0,44.0,5.0,0.0,29.52,0.0,70.55555555555556,56.666666666666664
2118,2118,19886,NDIR-SERT,2022-03-29,17,38.71,0.0,SSW,Fair,93.0,70.0,46.0,3.0,0.0,29.52,0.0,69.44444444444444,56.666666666666664
2119,2119,19898,NDIR-SERT,2022-03-29,18,33.18,0.0,SSW,Fair,93.0,70.0,46.0,3.0,0.0,29.52,0.0,69.44444444444444,56.666666666666664
2120,2120,19905,NDIR-SERT,2022-03-29,19,25.46,0.0,SSE,Fair,90.0,72.0,55.0,2.0,0.0,29.55,0.0,67.77777777777777,57.77777777777778
2121,2121,19915,NDIR-SERT,2022-03-29,20,24.25,0.0,E,Fair,86.0,75.0,70.0,2.0,0.0,29.58,0.0,65.55555555555556,59.44444444444444
2130,2130,20001,NDIR-SERT,2022-03-30,6,8.33,0.0,ENE,Partly Cloudy,77.0,72.0,83.0,5.0,0.0,29.67,0.0,60.55555555555556,57.77777777777778
2131,2131,20012,NDIR-SERT,2022-03-30,7,8.03,0.0,E,Mostly Cloudy,77.0,72.0,83.0,5.0,0.0,29.7,0.0,60.55555555555556,57.77777777777778
2132,2132,20021,NDIR-SERT,2022-03-30,8,7.68,0.0,ENE,Cloudy,77.0,72.0,83.0,3.0,0.0,29.73,0.0,60.55555555555556,57.77777777777778
2133,2133,20032,NDIR-SERT,2022-03-30,9,13.11,0.0,VAR,Partly Cloudy,81.0,70.0,70.0,5.0,0.0,29.75,0.0,62.77777777777778,56.666666666666664
2134,2134,20038,NDIR-SERT,2022-03-30,10,26.14,0.0,E,Fair,86.0,70.0,58.0,5.0,0.0,29.75,0.0,65.55555555555556,56.666666666666664
2135,2135,20047,NDIR-SERT,2022-03-30,11,20.58,0.0,SE,Mostly Cloudy,88.0,72.0,58.0,3.0,0.0,29.73,0.0,66.66666666666667,57.77777777777778
2136,2136,20059,NDIR-SERT,2022-03-30,12,18.27,0.0,VAR,Mostly Cloudy,90.0,72.0,55.0,5.0,0.0,29.7,0.0,67.77777777777777,57.77777777777778
2137,2137,20066,NDIR-SERT,2022-03-30,13,20.0,0.0,SSE,Partly Cloudy,90.0,72.0,55.0,5.0,0.0,29.67,0.0,67.77777777777777,57.77777777777778
2138,2138,20073,NDIR-SERT,2022-03-30,14,23.11,0.0,W,Mostly Cloudy,91.0,72.0,52.0,3.0,0.0,29.61,0.0,68.33333333333333,57.77777777777778
2139,2139,20087,NDIR-SERT,2022-03-30,15,30.92,0.0,VAR,Mostly Cloudy,93.0,72.0,49.0,3.0,0.0,29.58,0.0,69.44444444444444,57.77777777777778
2140,2140,20096,NDIR-SERT,2022-03-30,16,30.44,0.0,NW,Partly Cloudy,93.0,70.0,46.0,2.0,0.0,29.55,0.0,69.44444444444444,56.666666666666664
2141,2141,20101,NDIR-SERT,2022-03-30,17,34.18,0.0,VAR,Fair,93.0,70.0,46.0,2.0,0.0,29.55,0.0,69.44444444444444,56.666666666666664
2142,2142,20114,NDIR-SERT,2022-03-30,18,31.05,0.0,VAR,Fair,91.0,70.0,49.0,2.0,0.0,29.55,0.0,68.33333333333333,56.666666666666664
2143,2143,20121,NDIR-SERT,2022-03-30,19,25.36,0.0,CALM,Fair,88.0,73.0,62.0,0.0,0.0,29.58,0.0,66.66666666666667,58.333333333333336
2144,2144,20129,NDIR-SERT,2022-03-30,20,21.86,0.0,CALM,Fair,84.0,75.0,74.0,0.0,0.0,29.58,0.0,64.44444444444444,59.44444444444444
2153,2153,20217,NDIR-SERT,2022-03-31,6,7.5,0.0,VAR,Mostly Cloudy,79.0,77.0,94.0,1.0,0.0,29.64,0.0,61.666666666666664,60.55555555555556
2154,2154,20230,NDIR-SERT,2022-03-31,7,7.17,0.0,VAR,Mostly Cloudy,79.0,77.0,94.0,1.0,0.0,29.67,0.0,61.666666666666664,60.55555555555556
2155,2155,20236,NDIR-SERT,2022-03-31,8,5.36,0.0,VAR,Fair,82.0,73.0,74.0,1.0,0.0,29.7,0.0,63.333333333333336,58.333333333333336
2156,2156,20247,NDIR-SERT,2022-03-31,9,15.6,0.0,VAR,Fair,88.0,73.0,62.0,2.0,0.0,29.73,0.0,66.66666666666667,58.333333333333336
2157,2157,20253,NDIR-SERT,2022-03-31,10,25.39,0.0,VAR,Fair,90.0,73.0,59.0,3.0,0.0,29.73,0.0,67.77777777777777,58.333333333333336
2158,2158,20263,NDIR-SERT,2022-03-31,11,23.48,0.0,VAR,Partly Cloudy,93.0,70.0,46.0,3.0,0.0,29.7,0.0,69.44444444444444,56.666666666666664
2159,2159,20276,NDIR-SERT,2022-03-31,12,26.28,0.0,WSW,Mostly Cloudy,93.0,68.0,44.0,5.0,0.0,29.67,0.0,69.44444444444444,55.55555555555556
2160,2160,20281,NDIR-SERT,2022-03-31,13,31.55,0.0,VAR,Mostly Cloudy,95.0,70.0,44.0,6.0,0.0,29.64,0.0,70.55555555555556,56.666666666666664
2161,2161,20293,NDIR-SERT,2022-03-31,14,41.89,0.0,VAR,Partly Cloudy,97.0,68.0,39.0,2.0,0.0,29.61,0.0,71.66666666666667,55.55555555555556
2162,2162,20300,NDIR-SERT,2022-03-31,15,39.03,0.0,NNW,Partly Cloudy,99.0,68.0,37.0,6.0,0.0,29.55,0.0,72.77777777777777,55.55555555555556
2163,2163,20312,NDIR-SERT,2022-03-31,16,44.58,0.0,NW,Fair,97.0,66.0,37.0,5.0,0.0,29.52,0.0,71.66666666666667,54.44444444444444
2164,2164,20319,NDIR-SERT,2022-03-31,17,49.89,0.0,VAR,Fair,97.0,64.0,34.0,2.0,0.0,29.52,0.0,71.66666666666667,53.333333333333336
2165,2165,20328,NDIR-SERT,2022-03-31,18,46.56,0.0,CALM,Fair,97.0,64.0,34.0,0.0,0.0,29.55,0.0,71.66666666666667,53.333333333333336
2166,2166,20335,NDIR-SERT,2022-03-31,19,35.17,0.0,CALM,Fair,90.0,72.0,55.0,0.0,0.0,29.55,0.0,67.77777777777777,57.77777777777778
2167,2167,20347,NDIR-SERT,2022-03-31,20,16.1,0.0,SE,Fair,88.0,72.0,58.0,3.0,0.0,29.58,0.0,66.66666666666667,57.77777777777778
2176,2176,20438,NDIR-SERT,2022-04-01,6,9.12,0.0,VAR,Fair,81.0,72.0,74.0,2.0,0.0,29.64,0.0,62.77777777777778,57.77777777777778
2177,2177,20444,NDIR-SERT,2022-04-01,7,8.1,0.0,VAR,Fair,81.0,70.0,70.0,1.0,0.0,29.67,0.0,62.77777777777778,56.666666666666664
2178,2178,20452,NDIR-SERT,2022-04-01,8,5.65,0.0,NW,Fair,84.0,72.0,66.0,3.0,0.0,29.73,0.0,64.44444444444444,57.77777777777778
2179,2179,20462,NDIR-SERT,2022-04-01,9,16.58,0.0,NNE,Fair,88.0,68.0,52.0,3.0,0.0,29.73,0.0,66.66666666666667,55.55555555555556
2180,2180,20469,NDIR-SERT,2022-04-01,10,29.09,0.0,VAR,Fair,90.0,66.0,46.0,3.0,0.0,29.75,0.0,67.77777777777777,54.44444444444444
2181,2181,20478,NDIR-SERT,2022-04-01,11,26.52,0.0,SSE,Fair,93.0,66.0,41.0,5.0,0.0,29.73,0.0,69.44444444444444,54.44444444444444
2182,2182,20491,NDIR-SERT,2022-04-01,12,28.39,0.0,S,Partly Cloudy,93.0,66.0,41.0,3.0,0.0,29.7,0.0,69.44444444444444,54.44444444444444
2183,2183,20496,NDIR-SERT,2022-04-01,13,35.7,0.0,WNW,Mostly Cloudy,95.0,66.0,39.0,6.0,0.0,29.67,0.0,70.55555555555556,54.44444444444444
2184,2184,20508,NDIR-SERT,2022-04-01,14,45.27,0.0,VAR,Mostly Cloudy,95.0,64.0,36.0,3.0,0.0,29.64,0.0,70.55555555555556,53.333333333333336
2185,2185,20519,NDIR-SERT,2022-04-01,15,44.92,0.0,WSW,Light Rain,95.0,70.0,44.0,5.0,0.0,29.61,0.0,70.55555555555556,56.666666666666664
2186,2186,20526,NDIR-SERT,2022-04-01,16,43.27,0.0,N,Showers in the Vicinity,90.0,72.0,55.0,5.0,0.0,29.58,0.0,67.77777777777777,57.77777777777778
2187,2187,20533,NDIR-SERT,2022-04-01,17,39.36,0.0,SSW,Thunder,88.0,70.0,55.0,8.0,29.0,29.61,0.0,66.66666666666667,56.666666666666664
2188,2188,20545,NDIR-SERT,2022-04-01,18,34.59,0.0,CALM,Showers in the Vicinity,86.0,70.0,58.0,0.0,0.0,29.61,0.0,65.55555555555556,56.666666666666664
2189,2189,20551,NDIR-SERT,2022-04-01,19,27.01,0.0,SSE,Fair,82.0,72.0,70.0,6.0,0.0,29.61,0.0,63.333333333333336,57.77777777777778
2195,2195,20605,NDIR-SERT,2022-04-02,6,8.95,0.0,CALM,Fair,77.0,73.0,89.0,0.0,0.0,29.75,0.0,60.55555555555556,58.333333333333336
2196,2196,20615,NDIR-SERT,2022-04-02,7,8.11,0.0,VAR,Fair,79.0,68.0,69.0,2.0,0.0,29.78,0.0,61.666666666666664,55.55555555555556
2197,2197,20626,NDIR-SERT,2022-04-02,8,4.44,0.11,VAR,Fair,84.0,64.0,51.0,2.0,0.0,29.78,0.0,64.44444444444444,53.333333333333336
2198,2198,20631,NDIR-SERT,2022-04-02,9,1.17,2.54,NNE,Fair,84.0,63.0,48.0,5.0,0.0,29.81,0.0,64.44444444444444,52.77777777777778
2199,2199,20643,NDIR-SERT,2022-04-02,10,0.02,6.78,VAR,Fair,86.0,61.0,43.0,5.0,0.0,29.81,0.0,65.55555555555556,51.666666666666664
2200,2200,20652,NDIR-SERT,2022-04-02,11,1.15,3.26,VAR,Fair,88.0,61.0,40.0,5.0,0.0,29.81,0.0,66.66666666666667,51.666666666666664
2201,2201,20660,NDIR-SERT,2022-04-02,12,1.5,3.28,VAR,Mostly Cloudy,90.0,59.0,36.0,3.0,0.0,29.81,0.0,67.77777777777777,50.55555555555556
2202,2202,20669,NDIR-SERT,2022-04-02,13,4.88,1.03,VAR,Fair,90.0,59.0,36.0,3.0,0.0,29.78,0.0,67.77777777777777,50.55555555555556
2203,2203,20677,NDIR-SERT,2022-04-02,14,11.94,0.08,S,Fair,88.0,61.0,40.0,6.0,0.0,29.75,0.0,66.66666666666667,51.666666666666664
2204,2204,20687,NDIR-SERT,2022-04-02,15,16.06,0.0,SE,Fair,84.0,64.0,51.0,12.0,0.0,29.73,0.0,64.44444444444444,53.333333333333336
2205,2205,20699,NDIR-SERT,2022-04-02,16,13.69,0.0,ESE,Fair,82.0,64.0,54.0,8.0,0.0,29.73,0.0,63.333333333333336,53.333333333333336
2206,2206,20708,NDIR-SERT,2022-04-02,17,11.03,0.0,ESE,Fair,82.0,64.0,54.0,3.0,0.0,29.73,0.0,63.333333333333336,53.333333333333336
2207,2207,20713,NDIR-SERT,2022-04-02,18,10.36,0.0,E,Fair,82.0,64.0,54.0,5.0,0.0,29.75,0.0,63.333333333333336,53.333333333333336
2208,2208,20725,NDIR-SERT,2022-04-02,19,10.45,0.0,E,Fair,79.0,63.0,57.0,7.0,0.0,29.78,0.0,61.666666666666664,52.77777777777778
2209,2209,20734,NDIR-SERT,2022-04-02,20,9.53,0.0,ENE,Fair,79.0,61.0,54.0,5.0,0.0,29.81,0.0,61.666666666666664,51.666666666666664
2218,2218,20825,NDIR-SERT,2022-04-03,6,6.86,0.0,N,Mostly Cloudy,73.0,61.0,65.0,6.0,0.0,29.84,0.0,58.333333333333336,51.666666666666664
2219,2219,20832,NDIR-SERT,2022-04-03,7,6.0,0.0,VAR,Mostly Cloudy,73.0,59.0,61.0,2.0,0.0,29.84,0.0,58.333333333333336,50.55555555555556
2220,2220,20839,NDIR-SERT,2022-04-03,8,4.73,0.0,VAR,Fair,73.0,59.0,61.0,2.0,0.0,29.87,0.0,58.333333333333336,50.55555555555556
2221,2221,20848,NDIR-SERT,2022-04-03,9,4.47,0.0,N,Fair,73.0,59.0,61.0,5.0,0.0,29.9,0.0,58.333333333333336,50.55555555555556
2222,2222,20861,NDIR-SERT,2022-04-03,10,2.25,0.55,VAR,Fair,75.0,59.0,57.0,3.0,0.0,29.9,0.0,59.44444444444444,50.55555555555556
2223,2223,20870,NDIR-SERT,2022-04-03,11,0.67,2.29,VAR,Fair,79.0,59.0,51.0,5.0,0.0,29.87,0.0,61.666666666666664,50.55555555555556
2224,2224,20879,NDIR-SERT,2022-04-03,12,0.14,4.45,N,Fair,77.0,59.0,54.0,6.0,0.0,29.87,0.0,60.55555555555556,50.55555555555556
2225,2225,20883,NDIR-SERT,2022-04-03,13,0.04,6.59,NNW,Fair,81.0,59.0,48.0,6.0,0.0,29.81,0.0,62.77777777777778,50.55555555555556
2226,2226,20897,NDIR-SERT,2022-04-03,14,0.81,3.55,VAR,Partly Cloudy,81.0,59.0,48.0,3.0,0.0,29.78,0.0,62.77777777777778,50.55555555555556
2227,2227,20904,NDIR-SERT,2022-04-03,15,2.59,0.35,VAR,Mostly Cloudy,81.0,59.0,48.0,3.0,0.0,29.75,0.0,62.77777777777778,50.55555555555556
2228,2228,20910,NDIR-SERT,2022-04-03,16,5.53,0.0,SSW,Mostly Cloudy,81.0,59.0,48.0,6.0,0.0,29.73,0.0,62.77777777777778,50.55555555555556
2229,2229,20921,NDIR-SERT,2022-04-03,17,6.55,0.0,SSE,Fair,79.0,64.0,61.0,7.0,0.0,29.73,0.0,61.666666666666664,53.333333333333336
2230,2230,20933,NDIR-SERT,2022-04-03,18,8.72,0.0,SSE,Fair,77.0,64.0,65.0,3.0,0.0,29.75,0.0,60.55555555555556,53.333333333333336
2231,2231,20937,NDIR-SERT,2022-04-03,19,10.59,0.0,SSE,Fair,77.0,64.0,65.0,3.0,0.0,29.78,0.0,60.55555555555556,53.333333333333336
2232,2232,20949,NDIR-SERT,2022-04-03,20,9.75,0.0,SE,Mostly Cloudy,77.0,64.0,65.0,3.0,0.0,29.78,0.0,60.55555555555556,53.333333333333336
2240,2240,21031,NDIR-SERT,2022-04-04,5,6.93,0.0,CALM,Fair,73.0,66.0,78.0,0.0,0.0,29.78,0.0,58.333333333333336,54.44444444444444
2241,2241,21040,NDIR-SERT,2022-04-04,6,6.74,0.0,SE,Fair,73.0,66.0,78.0,1.0,0.0,29.81,0.0,58.333333333333336,54.44444444444444
2242,2242,21046,NDIR-SERT,2022-04-04,7,5.86,0.0,ESE,Fair,73.0,68.0,83.0,3.0,0.0,29.84,0.0,58.333333333333336,55.55555555555556
2243,2243,21058,NDIR-SERT,2022-04-04,8,4.81,0.0,NNW,Fair,77.0,64.0,65.0,3.0,0.0,29.87,0.0,60.55555555555556,53.333333333333336
2244,2244,21064,NDIR-SERT,2022-04-04,9,9.58,0.0,N,Fair,79.0,64.0,61.0,3.0,0.0,29.9,0.0,61.666666666666664,53.333333333333336
2245,2245,21072,NDIR-SERT,2022-04-04,10,12.33,0.01,VAR,Fair,81.0,61.0,51.0,5.0,0.0,29.9,0.0,62.77777777777778,51.666666666666664
2246,2246,21086,NDIR-SERT,2022-04-04,11,13.2,0.0,VAR,Fair,82.0,57.0,42.0,3.0,0.0,29.87,0.0,63.333333333333336,49.44444444444444
2247,2247,21094,NDIR-SERT,2022-04-04,12,6.88,0.39,VAR,Fair,86.0,57.0,37.0,5.0,0.0,29.84,0.0,65.55555555555556,49.44444444444444
2248,2248,21100,NDIR-SERT,2022-04-04,13,9.35,0.02,VAR,Fair,88.0,55.0,33.0,3.0,0.0,29.81,0.0,66.66666666666667,48.333333333333336
2249,2249,21109,NDIR-SERT,2022-04-04,14,12.04,0.0,VAR,Fair,88.0,57.0,35.0,3.0,0.0,29.78,0.0,66.66666666666667,49.44444444444444
2250,2250,21118,NDIR-SERT,2022-04-04,15,18.09,0.0,VAR,Fair,91.0,55.0,29.0,2.0,0.0,29.73,0.0,68.33333333333333,48.333333333333336
2251,2251,21131,NDIR-SERT,2022-04-04,16,26.52,0.0,VAR,Fair,90.0,55.0,31.0,3.0,0.0,29.73,0.0,67.77777777777777,48.333333333333336
2252,2252,21140,NDIR-SERT,2022-04-04,17,30.59,0.0,SW,Fair,90.0,55.0,31.0,5.0,0.0,29.73,0.0,67.77777777777777,48.333333333333336
2253,2253,21149,NDIR-SERT,2022-04-04,18,28.47,0.0,SW,Fair,88.0,57.0,35.0,6.0,0.0,29.73,0.0,66.66666666666667,49.44444444444444
2254,2254,21157,NDIR-SERT,2022-04-04,19,17.51,0.0,S,Fair,84.0,59.0,42.0,5.0,0.0,29.75,0.0,64.44444444444444,50.55555555555556
2255,2255,21167,NDIR-SERT,2022-04-04,20,14.88,0.0,SSW,Fair,79.0,63.0,57.0,2.0,0.0,29.78,0.0,61.666666666666664,52.77777777777778
2264,2264,21255,NDIR-SERT,2022-04-05,6,7.09,0.0,VAR,Fair,70.0,63.0,78.0,1.0,0.0,29.81,0.0,56.666666666666664,52.77777777777778
2265,2265,21264,NDIR-SERT,2022-04-05,7,5.83,0.0,VAR,Fair,75.0,64.0,69.0,1.0,0.0,29.84,0.0,59.44444444444444,53.333333333333336
2266,2266,21273,NDIR-SERT,2022-04-05,8,4.2,0.02,VAR,Fair,81.0,63.0,54.0,2.0,0.0,29.84,0.0,62.77777777777778,52.77777777777778
2267,2267,21283,NDIR-SERT,2022-04-05,9,9.13,0.07,E,Fair,84.0,57.0,40.0,8.0,0.0,29.87,0.0,64.44444444444444,49.44444444444444
2268,2268,21289,NDIR-SERT,2022-04-05,10,14.58,0.0,VAR,Fair,88.0,57.0,35.0,5.0,0.0,29.84,0.0,66.66666666666667,49.44444444444444
2269,2269,21301,NDIR-SERT,2022-04-05,11,14.36,0.0,VAR,Fair,90.0,57.0,33.0,5.0,0.0,29.84,0.0,67.77777777777777,49.44444444444444
2270,2270,21306,NDIR-SERT,2022-04-05,12,16.31,0.0,VAR,Fair,91.0,57.0,31.0,5.0,0.0,29.81,0.0,68.33333333333333,49.44444444444444
2271,2271,21319,NDIR-SERT,2022-04-05,13,25.98,0.0,VAR,Fair,93.0,57.0,30.0,3.0,0.0,29.75,0.0,69.44444444444444,49.44444444444444
2272,2272,21329,NDIR-SERT,2022-04-05,14,37.64,0.0,VAR,Fair,95.0,57.0,28.0,6.0,0.0,29.73,0.0,70.55555555555556,49.44444444444444
2273,2273,21333,NDIR-SERT,2022-04-05,15,38.14,0.0,S,Fair,95.0,59.0,30.0,6.0,0.0,29.7,0.0,70.55555555555556,50.55555555555556
2274,2274,21346,NDIR-SERT,2022-04-05,16,40.85,0.0,VAR,Fair,95.0,63.0,34.0,6.0,0.0,29.67,0.0,70.55555555555556,52.77777777777778
2275,2275,21354,NDIR-SERT,2022-04-05,17,45.65,0.0,S,Fair,95.0,63.0,34.0,6.0,0.0,29.67,0.0,70.55555555555556,52.77777777777778
2276,2276,21363,NDIR-SERT,2022-04-05,18,36.46,0.0,S,Fair,93.0,61.0,34.0,3.0,0.0,29.67,0.0,69.44444444444444,51.666666666666664
2277,2277,21369,NDIR-SERT,2022-04-05,19,22.01,0.0,S,Fair,88.0,64.0,46.0,3.0,0.0,29.7,0.0,66.66666666666667,53.333333333333336
2278,2278,21379,NDIR-SERT,2022-04-05,20,14.38,0.0,SSW,Fair,88.0,64.0,46.0,3.0,0.0,29.73,0.0,66.66666666666667,53.333333333333336
2287,2287,21470,NDIR-SERT,2022-04-06,6,7.64,0.0,CALM,Fair,72.0,70.0,94.0,0.0,0.0,29.75,0.0,57.77777777777778,56.666666666666664
2288,2288,21478,NDIR-SERT,2022-04-06,7,6.47,0.0,N,Fair,77.0,72.0,83.0,1.0,0.0,29.78,0.0,60.55555555555556,57.77777777777778
2289,2289,21491,NDIR-SERT,2022-04-06,8,3.62,0.23,VAR,Fair,84.0,68.0,58.0,2.0,0.0,29.81,0.0,64.44444444444444,55.55555555555556
2290,2290,21500,NDIR-SERT,2022-04-06,9,1.22,1.51,ESE,Fair,88.0,64.0,46.0,7.0,0.0,29.81,0.0,66.66666666666667,53.333333333333336
2291,2291,21507,NDIR-SERT,2022-04-06,10,0.49,3.89,VAR,Fair,91.0,63.0,38.0,3.0,0.0,29.81,0.0,68.33333333333333,52.77777777777778
2292,2292,21516,NDIR-SERT,2022-04-06,11,0.0,5.27,VAR,Fair,93.0,63.0,36.0,3.0,0.0,29.78,0.0,69.44444444444444,52.77777777777778
2293,2293,21527,NDIR-SERT,2022-04-06,12,1.76,2.62,N,Fair,93.0,63.0,36.0,6.0,0.0,29.75,0.0,69.44444444444444,52.77777777777778
2294,2294,21532,NDIR-SERT,2022-04-06,13,5.5,0.26,W,Mostly Cloudy,93.0,64.0,38.0,5.0,0.0,29.73,0.0,69.44444444444444,53.333333333333336
2295,2295,21540,NDIR-SERT,2022-04-06,14,7.36,0.01,VAR,Partly Cloudy,95.0,63.0,34.0,5.0,0.0,29.7,0.0,70.55555555555556,52.77777777777778
2296,2296,21552,NDIR-SERT,2022-04-06,15,3.99,0.4,VAR,Fair,97.0,61.0,30.0,5.0,0.0,29.67,0.0,71.66666666666667,51.666666666666664
2297,2297,21561,NDIR-SERT,2022-04-06,16,5.64,0.07,NW,Fair,97.0,63.0,32.0,5.0,0.0,29.64,0.0,71.66666666666667,52.77777777777778
2298,2298,21567,NDIR-SERT,2022-04-06,17,7.48,0.0,NNW,Fair,97.0,61.0,30.0,3.0,0.0,29.61,0.0,71.66666666666667,51.666666666666664
2299,2299,21578,NDIR-SERT,2022-04-06,18,11.44,0.0,VAR,Fair,97.0,61.0,30.0,1.0,0.0,29.64,0.0,71.66666666666667,51.666666666666664
2300,2300,21589,NDIR-SERT,2022-04-06,19,13.2,0.0,CALM,Fair,86.0,66.0,51.0,0.0,0.0,29.64,0.0,65.55555555555556,54.44444444444444
2301,2301,21595,NDIR-SERT,2022-04-06,20,16.77,0.0,CALM,Fair,82.0,66.0,58.0,0.0,0.0,29.67,0.0,63.333333333333336,54.44444444444444
2306,2306,21652,NDIR-SERT,2022-04-07,10,41.28,0.0,VAR,Fair,88.0,61.0,40.0,6.0,0.0,29.78,0.0,66.66666666666667,51.666666666666664
2307,2307,21665,NDIR-SERT,2022-04-07,13,28.92,0.0,VAR,Fair,91.0,61.0,36.0,3.0,0.0,29.73,0.0,68.33333333333333,51.666666666666664
2308,2308,21679,NDIR-SERT,2022-04-07,17,43.89,0.0,VAR,Fair,91.0,61.0,36.0,2.0,0.0,29.64,0.0,68.33333333333333,51.666666666666664
2314,2314,21760,NDIR-SERT,2022-04-08,6,8.77,0.0,VAR,Fair,77.0,68.0,74.0,2.0,0.0,29.73,0.0,60.55555555555556,55.55555555555556
2315,2315,21765,NDIR-SERT,2022-04-08,7,7.56,0.0,VAR,Fair,77.0,68.0,74.0,1.0,0.0,29.73,0.0,60.55555555555556,55.55555555555556
2316,2316,21776,NDIR-SERT,2022-04-08,8,7.67,0.0,VAR,Fair,81.0,66.0,61.0,1.0,0.0,29.78,0.0,62.77777777777778,54.44444444444444
2317,2317,21787,NDIR-SERT,2022-04-08,9,28.86,0.0,VAR,Fair,84.0,63.0,48.0,2.0,0.0,29.78,0.0,64.44444444444444,52.77777777777778
2318,2318,21794,NDIR-SERT,2022-04-08,10,30.99,0.0,VAR,Fair,86.0,61.0,43.0,3.0,0.0,29.78,0.0,65.55555555555556,51.666666666666664
2319,2319,21802,NDIR-SERT,2022-04-08,11,26.54,0.0,VAR,Haze,88.0,61.0,40.0,3.0,0.0,29.78,0.0,66.66666666666667,51.666666666666664
2320,2320,21809,NDIR-SERT,2022-04-08,12,27.14,0.0,VAR,Haze,90.0,59.0,36.0,3.0,0.0,29.75,0.0,67.77777777777777,50.55555555555556
2321,2321,21819,NDIR-SERT,2022-04-08,13,31.99,0.0,WNW,Haze,91.0,61.0,36.0,5.0,0.0,29.73,0.0,68.33333333333333,51.666666666666664
2322,2322,21831,NDIR-SERT,2022-04-08,14,34.39,0.0,VAR,Fair,91.0,59.0,34.0,3.0,0.0,29.67,0.0,68.33333333333333,50.55555555555556
2323,2323,21838,NDIR-SERT,2022-04-08,15,37.01,0.0,WNW,Fair,91.0,61.0,36.0,6.0,0.0,29.64,0.0,68.33333333333333,51.666666666666664
2324,2324,21848,NDIR-SERT,2022-04-08,16,34.74,0.0,W,Fair,91.0,63.0,38.0,6.0,0.0,29.64,0.0,68.33333333333333,52.77777777777778
2325,2325,21857,NDIR-SERT,2022-04-08,17,30.5,0.0,VAR,Haze,90.0,64.0,43.0,2.0,0.0,29.61,0.0,67.77777777777777,53.333333333333336
2326,2326,21868,NDIR-SERT,2022-04-08,18,25.59,0.0,W,Haze,90.0,66.0,46.0,5.0,0.0,29.64,0.0,67.77777777777777,54.44444444444444
