,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in)
1337,1337,12532,NDIR-SERT,2022-02-22,9,6.58,0.0,VAR,Fair,75,63,65,2,0,29.84,0.0
1338,1338,12543,NDIR-SERT,2022-02-22,10,19.87,0.0,VAR,Fair,77,63,61,3,0,29.84,0.0
1339,1339,12553,NDIR-SERT,2022-02-22,11,18.29,0.0,SSE,Fair,79,63,57,5,0,29.81,0.0
1340,1340,12559,NDIR-SERT,2022-02-22,12,19.04,0.0,S,Fair,81,63,54,5,0,29.81,0.0
1341,1341,12569,NDIR-SERT,2022-02-22,13,19.23,0.0,SSW,Fair,82,64,54,6,0,29.75,0.0
1342,1342,12579,NDIR-SERT,2022-02-22,14,16.5,0.0,W,Fair,82,64,54,3,0,29.75,0.0
1343,1343,12587,NDIR-SERT,2022-02-22,15,15.2,0.0,SW,Fair,82,64,54,6,0,29.73,0.0
1344,1344,12599,NDIR-SERT,2022-02-22,16,20.31,0.0,WSW,Fair,84,64,51,5,0,29.73,0.0
1345,1345,12604,NDIR-SERT,2022-02-22,17,20.84,0.0,S,Fair,84,64,51,3,0,29.73,0.0
1346,1346,12614,NDIR-SERT,2022-02-22,18,13.46,0.0,S,Fair,82,64,54,3,0,29.73,0.0
1347,1347,12624,NDIR-SERT,2022-02-22,19,10.33,0.0,N,Fair,79,68,69,1,0,29.73,0.0
1348,1348,12633,NDIR-SERT,2022-02-22,20,9.17,0.0,SW,Fair,79,68,69,3,0,29.75,0.0
1349,1349,12642,NDIR-SERT,2022-02-22,21,7.46,0.0,,,,,,,,,
1350,1350,12651,NDIR-SERT,2022-02-22,22,6.8,0.0,,,,,,,,,
1351,1351,12660,NDIR-SERT,2022-02-22,23,6.64,0.0,,,,,,,,,
1352,1352,12676,NDIR-SERT,2022-02-23,1,5.64,0.0,,,,,,,,,
1353,1353,12685,NDIR-SERT,2022-02-23,2,5.93,0.0,,,,,,,,,
1354,1354,12695,NDIR-SERT,2022-02-23,4,2.92,0.0,,,,,,,,,
1355,1355,12705,NDIR-SERT,2022-02-23,5,5.49,0.0,,,,,,,,,
1356,1356,12713,NDIR-SERT,2022-02-23,6,5.0,0.0,VAR,Fair,68,64,88,2,0,29.81,0.0
1357,1357,12721,NDIR-SERT,2022-02-23,7,4.4,0.0,VAR,Fair,68,64,88,1,0,29.84,0.0
1358,1358,12730,NDIR-SERT,2022-02-23,8,3.98,0.0,NE,Fair,73,64,73,3,0,29.84,0.0
1359,1359,12741,NDIR-SERT,2022-02-23,9,2.62,0.27,VAR,Fair,77,64,65,3,0,29.87,0.0
1360,1360,12749,NDIR-SERT,2022-02-23,10,14.35,0.0,VAR,Fair,81,63,54,5,0,29.90,0.0
1361,1361,12759,NDIR-SERT,2022-02-23,11,7.38,0.02,SE,Fair,82,63,51,5,0,29.87,0.0
1362,1362,12770,NDIR-SERT,2022-02-23,12,7.94,0.03,VAR,Fair,84,63,48,1,0,29.84,0.0
1363,1363,12776,NDIR-SERT,2022-02-23,13,7.42,0.01,WNW,Fair,84,64,51,3,0,29.81,0.0
1364,1364,12785,NDIR-SERT,2022-02-23,14,15.29,0.0,VAR,Fair,86,63,45,5,0,29.78,0.0
1365,1365,12795,NDIR-SERT,2022-02-23,15,16.58,0.0,SW,Fair,86,63,45,6,0,29.75,0.0
1366,1366,12805,NDIR-SERT,2022-02-23,16,21.93,0.0,WSW,Fair,86,64,48,5,0,29.73,0.0
1367,1367,12811,NDIR-SERT,2022-02-23,17,26.42,0.0,SW,Fair,86,64,48,5,0,29.73,0.0
1368,1368,12822,NDIR-SERT,2022-02-23,18,18.54,0.0,SW,Fair,84,64,51,3,0,29.73,0.0
1369,1369,12830,NDIR-SERT,2022-02-23,19,15.23,0.0,CALM,Fair,77,68,74,0,0,29.75,0.0
1370,1370,12839,NDIR-SERT,2022-02-23,20,10.41,0.0,CALM,Fair,75,70,83,0,0,29.78,0.0
1371,1371,12848,NDIR-SERT,2022-02-23,21,7.5,0.0,CALM,Fair,73,68,83,0,0,29.81,0.0
1372,1372,12858,NDIR-SERT,2022-02-23,22,6.72,0.0,CALM,Fair,72,70,94,0,0,29.81,0.0
1373,1373,12866,NDIR-SERT,2022-02-23,23,6.79,0.0,E,Fair,73,72,94,2,0,29.84,0.0
1374,1374,12884,NDIR-SERT,2022-02-24,1,5.89,0.0,,,,,,,,,
1375,1375,12893,NDIR-SERT,2022-02-24,2,6.04,0.0,,,,,,,,,
1376,1376,12902,NDIR-SERT,2022-02-24,3,6.04,0.0,,,,,,,,,
1377,1377,12913,NDIR-SERT,2022-02-24,4,5.92,0.0,,,,,,,,,
1378,1378,12922,NDIR-SERT,2022-02-24,5,5.88,0.0,,,,,,,,,
1379,1379,12929,NDIR-SERT,2022-02-24,6,5.16,0.0,VAR,Fair,68,63,83,2,0,29.84,0.0
1380,1380,12939,NDIR-SERT,2022-02-24,7,4.62,0.0,VAR,Fair,66,63,88,2,0,29.87,0.0
1381,1381,12949,NDIR-SERT,2022-02-24,8,4.47,0.0,VAR,Fair,72,63,73,1,0,29.87,0.0
1382,1382,12955,NDIR-SERT,2022-02-24,9,3.16,0.09,NE,Fair,77,61,57,5,0,29.90,0.0
1383,1383,12967,NDIR-SERT,2022-02-24,10,14.11,0.0,NE,Fair,81,59,48,5,0,29.93,0.0
1384,1384,12974,NDIR-SERT,2022-02-24,11,9.52,0.0,NNW,Fair,82,61,48,5,0,29.90,0.0
1385,1385,12982,NDIR-SERT,2022-02-24,12,8.27,0.0,VAR,Fair,82,59,45,2,0,29.90,0.0
1386,1386,12993,NDIR-SERT,2022-02-24,13,9.73,0.0,NW,Fair,84,61,45,5,0,29.84,0.0
1387,1387,13002,NDIR-SERT,2022-02-24,14,10.0,0.01,NW,Fair,84,61,45,5,0,29.81,0.0
1388,1388,13011,NDIR-SERT,2022-02-24,15,15.48,0.0,W,Fair,86,64,48,7,0,29.78,0.0
1389,1389,13018,NDIR-SERT,2022-02-24,16,22.25,0.0,WSW,Fair,86,64,48,7,0,29.78,0.0
1390,1390,13027,NDIR-SERT,2022-02-24,17,25.38,0.0,W,Fair,86,64,48,6,0,29.75,0.0
1391,1391,13038,NDIR-SERT,2022-02-24,18,17.23,0.0,W,Fair,82,64,54,5,0,29.78,0.0
1392,1392,13046,NDIR-SERT,2022-02-24,19,10.2,0.0,WSW,Fair,81,66,61,3,0,29.78,0.0
1393,1393,13054,NDIR-SERT,2022-02-24,20,9.84,0.0,NW,Fair,77,70,78,2,0,29.81,0.0
1394,1394,13067,NDIR-SERT,2022-02-24,21,7.16,0.0,,,,,,,,,
1395,1395,13075,NDIR-SERT,2022-02-24,22,6.35,0.0,,,,,,,,,
1396,1396,13086,NDIR-SERT,2022-02-24,23,6.8,0.0,,,,,,,,,
1397,1397,13102,NDIR-SERT,2022-02-25,1,5.83,0.0,,,,,,,,,
1398,1398,13112,NDIR-SERT,2022-02-25,2,5.69,0.0,,,,,,,,,
1399,1399,13118,NDIR-SERT,2022-02-25,3,5.53,0.0,,,,,,,,,
1400,1400,13127,NDIR-SERT,2022-02-25,4,6.01,0.0,,,,,,,,,
1401,1401,13138,NDIR-SERT,2022-02-25,5,5.51,0.0,,,,,,,,,
1402,1402,13149,NDIR-SERT,2022-02-25,6,5.4,0.0,VAR,Fair,66,63,88,1,0,29.84,0.0
1403,1403,13156,NDIR-SERT,2022-02-25,7,4.7,0.0,VAR,Fair,66,63,88,1,0,29.87,0.0
1404,1404,13165,NDIR-SERT,2022-02-25,8,6.36,0.0,NE,Fair,73,59,61,3,0,29.90,0.0
1405,1405,13175,NDIR-SERT,2022-02-25,9,12.86,0.0,ENE,Fair,77,59,54,3,0,29.93,0.0
1406,1406,13183,NDIR-SERT,2022-02-25,10,27.18,0.0,NE,Fair,81,57,45,5,0,29.93,0.0
1407,1407,13190,NDIR-SERT,2022-02-25,11,27.4,0.0,NW,Fair,82,57,42,3,0,29.93,0.0
1408,1408,13199,NDIR-SERT,2022-02-25,12,21.28,0.0,SSE,Fair,84,57,40,3,0,29.87,0.0
1409,1409,13208,NDIR-SERT,2022-02-25,13,20.68,0.0,W,Fair,86,57,37,3,0,29.84,0.0
1410,1410,13217,NDIR-SERT,2022-02-25,14,22.29,0.0,N,Fair,88,57,35,5,0,29.78,0.0
1411,1411,13226,NDIR-SERT,2022-02-25,15,21.69,0.0,VAR,Fair,90,57,33,2,0,29.75,0.0
1412,1412,13237,NDIR-SERT,2022-02-25,16,23.41,0.0,W,Fair,88,61,40,9,0,29.75,0.0
1413,1413,13244,NDIR-SERT,2022-02-25,17,21.88,0.0,W,Fair,86,61,43,8,0,29.75,0.0
1414,1414,13256,NDIR-SERT,2022-02-25,18,16.92,0.0,W,Fair,82,64,54,6,0,29.75,0.0
1415,1415,13261,NDIR-SERT,2022-02-25,19,13.39,0.0,W,Fair,79,66,65,2,0,29.75,0.0
1416,1416,13270,NDIR-SERT,2022-02-25,20,10.03,0.0,NW,Fair,77,68,74,1,0,29.78,0.0
1417,1417,13283,NDIR-SERT,2022-02-25,21,8.38,0.0,N,Fair,75,70,83,2,0,29.81,0.0
1418,1418,13290,NDIR-SERT,2022-02-25,22,8.01,0.0,VAR,Fair,75,70,83,2,0,29.81,0.0
1419,1419,13297,NDIR-SERT,2022-02-25,23,7.04,0.0,E,Fair,72,70,94,2,0,29.84,0.0
1420,1420,13317,NDIR-SERT,2022-02-26,1,6.85,0.0,VAR,Fair,70,63,78,1,0,29.81,0.0
1421,1421,13327,NDIR-SERT,2022-02-26,2,6.78,0.0,E,Fair,68,63,83,1,0,29.78,0.0
1422,1422,13334,NDIR-SERT,2022-02-26,3,6.86,0.0,VAR,Fair,66,63,88,1,0,29.78,0.0
1423,1423,13344,NDIR-SERT,2022-02-26,4,6.42,0.0,,,,,,,,,
1424,1424,13351,NDIR-SERT,2022-02-26,5,6.88,0.0,,,,,,,,,
1425,1425,13361,NDIR-SERT,2022-02-26,6,6.82,0.0,VAR,Fair,64,63,94,1,0,29.81,0.0
1426,1426,13369,NDIR-SERT,2022-02-26,7,5.82,0.0,E,Fair,64,64,100,2,0,29.84,0.0
1427,1427,13378,NDIR-SERT,2022-02-26,8,4.95,0.0,,,,,,,,,
1428,1428,13388,NDIR-SERT,2022-02-26,9,1.04,1.07,VAR,Fair,75,64,69,1,0,29.90,0.0
1429,1429,13397,NDIR-SERT,2022-02-26,10,0.07,4.94,W,Fair,81,59,48,5,0,29.93,0.0
1430,1430,13408,NDIR-SERT,2022-02-26,11,0.0,10.15,VAR,Fair,84,57,40,3,0,29.90,0.0
1431,1431,13414,NDIR-SERT,2022-02-26,12,0.0,11.66,NNE,Fair,86,57,37,3,0,29.87,0.0
1432,1432,13425,NDIR-SERT,2022-02-26,13,0.0,12.58,NW,Fair,88,55,33,3,0,29.81,0.0
1433,1433,13432,NDIR-SERT,2022-02-26,14,0.0,11.52,VAR,Fair,90,55,31,2,0,29.78,0.0
1434,1434,13441,NDIR-SERT,2022-02-26,15,0.0,9.68,W,Fair,88,61,40,8,0,29.75,0.0
1435,1435,13450,NDIR-SERT,2022-02-26,16,1.06,2.52,WNW,Fair,88,59,38,7,0,29.73,0.0
1436,1436,13460,NDIR-SERT,2022-02-26,17,2.36,0.31,W,Fair,86,63,45,7,0,29.73,0.0
1437,1437,13470,NDIR-SERT,2022-02-26,18,6.78,0.0,W,Fair,84,63,48,5,0,29.73,0.0
1438,1438,13477,NDIR-SERT,2022-02-26,19,9.84,0.0,VAR,Fair,79,66,65,1,0,29.75,0.0
1439,1439,13487,NDIR-SERT,2022-02-26,20,10.18,0.0,CALM,Fair,73,66,78,0,0,29.78,0.0
1440,1440,13496,NDIR-SERT,2022-02-26,21,8.67,0.0,,,,,,,,,
1441,1441,13508,NDIR-SERT,2022-02-26,22,8.44,0.0,,,,,,,,,
1442,1442,13513,NDIR-SERT,2022-02-26,23,8.46,0.0,,,,,,,,,
1443,1443,13534,NDIR-SERT,2022-02-27,1,6.94,0.0,,,,,,,,,
1444,1444,13541,NDIR-SERT,2022-02-27,2,6.65,0.0,,,,,,,,,
1445,1445,13561,NDIR-SERT,2022-02-28,2,5.37,0.0,,,,,,,,,
1446,1446,13568,NDIR-SERT,2022-02-28,3,6.58,0.0,,,,,,,,,
1447,1447,13581,NDIR-SERT,2022-02-28,4,6.31,0.0,,,,,,,,,
1448,1448,13588,NDIR-SERT,2022-02-28,5,6.21,0.0,,,,,,,,,
1449,1449,13598,NDIR-SERT,2022-02-28,6,5.87,0.0,CALM,Fair,72,66,83,0,0,29.75,0.0
1450,1450,13606,NDIR-SERT,2022-02-28,7,5.6,0.0,CALM,Fair,72,68,88,0,0,29.75,0.0
1451,1451,13616,NDIR-SERT,2022-02-28,8,4.1,0.01,CALM,Fair,75,70,83,0,0,29.78,0.0
1452,1452,13622,NDIR-SERT,2022-02-28,9,10.21,0.0,VAR,Fair,79,68,69,2,0,29.81,0.0
1453,1453,13632,NDIR-SERT,2022-02-28,10,16.72,0.0,VAR,Fair,86,64,48,2,0,29.81,0.0
1454,1454,13640,NDIR-SERT,2022-02-28,11,13.56,0.03,VAR,Fair,88,61,40,2,0,29.81,0.0
1455,1455,13648,NDIR-SERT,2022-02-28,12,12.78,0.0,WSW,Fair,90,61,38,3,0,29.78,0.0
1456,1456,13658,NDIR-SERT,2022-02-28,13,18.72,0.0,WNW,Fair,91,59,34,5,0,29.73,0.0
1457,1457,13666,NDIR-SERT,2022-02-28,15,32.29,0.0,W,Fair,91,59,34,6,0,29.67,0.0
1458,1458,13677,NDIR-SERT,2022-02-28,16,40.99,0.0,WSW,Fair,93,57,30,5,0,29.64,0.0
1459,1459,13685,NDIR-SERT,2022-02-28,17,36.96,0.0,VAR,Fair,93,54,26,1,0,29.64,0.0
1460,1460,13696,NDIR-SERT,2022-02-28,18,23.92,0.0,CALM,Fair,90,57,33,0,0,29.64,0.0
1461,1461,13707,NDIR-SERT,2022-02-28,23,6.52,0.0,,,,,,,,,
1462,1462,13722,NDIR-SERT,2022-03-01,1,7.25,0.0,,,,,,,,,
1463,1463,13732,NDIR-SERT,2022-03-01,2,6.97,0.0,,,,,,,,,
1464,1464,13740,NDIR-SERT,2022-03-01,3,7.04,0.0,,,,,,,,,
1465,1465,13749,NDIR-SERT,2022-03-01,4,6.92,0.0,,,,,,,,,
1466,1466,13756,NDIR-SERT,2022-03-01,5,6.75,0.0,,,,,,,,,
1467,1467,13769,NDIR-SERT,2022-03-01,6,6.52,0.0,CALM,Fair,72,68,88,0,0,29.70,0.0
1468,1468,13778,NDIR-SERT,2022-03-01,7,6.26,0.0,CALM,Fair,72,68,88,0,0,29.73,0.0
1469,1469,13786,NDIR-SERT,2022-03-01,8,4.91,0.01,E,Fair,75,70,83,2,0,29.75,0.0
1470,1470,13795,NDIR-SERT,2022-03-01,9,10.27,0.06,VAR,Fair,81,66,61,2,0,29.78,0.0
1471,1471,13803,NDIR-SERT,2022-03-01,10,25.14,0.0,VAR,Fair,84,64,51,2,0,29.78,0.0
1472,1472,13812,NDIR-SERT,2022-03-01,12,4.1,0.0,VAR,Fair,91,64,41,3,0,29.75,0.0
1473,1473,13821,NDIR-SERT,2022-03-01,13,28.37,0.0,W,Fair,93,64,38,3,0,29.70,0.0
1474,1474,13832,NDIR-SERT,2022-03-01,14,33.11,0.0,W,Fair,95,63,34,3,0,29.67,0.0
1475,1475,13841,NDIR-SERT,2022-03-01,15,30.98,0.0,W,Fair,95,59,30,6,0,29.64,0.0
1476,1476,13851,NDIR-SERT,2022-03-01,16,36.05,0.0,WSW,Fair,95,59,30,5,0,29.61,0.0
1477,1477,13856,NDIR-SERT,2022-03-01,17,36.83,0.0,SW,Fair,95,55,26,3,0,29.61,0.0
1478,1478,13866,NDIR-SERT,2022-03-01,18,23.03,0.0,NW,Fair,93,64,38,2,0,29.64,0.0
1479,1479,13876,NDIR-SERT,2022-03-01,19,12.47,0.0,NW,Fair,86,68,55,2,0,29.64,0.0
1480,1480,13885,NDIR-SERT,2022-03-01,20,10.85,0.0,CALM,Fair,84,70,62,0,0,29.67,0.0
1481,1481,13894,NDIR-SERT,2022-03-01,21,9.04,0.0,,,,,,,,,
1482,1482,13904,NDIR-SERT,2022-03-01,22,8.35,0.0,,,,,,,,,
1483,1483,13911,NDIR-SERT,2022-03-01,23,8.25,0.0,,,,,,,,,
1484,1484,13930,NDIR-SERT,2022-03-02,1,7.93,0.0,,,,,,,,,
1485,1485,13941,NDIR-SERT,2022-03-02,2,7.95,0.0,,,,,,,,,
1486,1486,13950,NDIR-SERT,2022-03-02,3,7.9,0.0,,,,,,,,,
1487,1487,13955,NDIR-SERT,2022-03-02,4,7.64,0.0,,,,,,,,,
1488,1488,13964,NDIR-SERT,2022-03-02,5,7.49,0.0,,,,,,,,,
1489,1489,13976,NDIR-SERT,2022-03-02,6,7.28,0.0,ENE,Fair,73,70,88,2,0,29.70,0.0
1490,1490,13985,NDIR-SERT,2022-03-02,7,6.75,0.0,NNW,Fair,73,70,88,1,0,29.73,0.0
1491,1491,13992,NDIR-SERT,2022-03-02,8,5.38,0.0,VAR,Fair,77,72,83,2,0,29.75,0.0
1492,1492,14002,NDIR-SERT,2022-03-02,9,20.45,0.0,SE,Fair,82,70,66,6,0,29.78,0.0
1493,1493,14009,NDIR-SERT,2022-03-02,10,28.62,0.0,SSE,Fair,84,72,66,6,0,29.78,0.0
1494,1494,14020,NDIR-SERT,2022-03-02,12,22.59,0.0,S,Haze,90,73,59,8,0,29.73,0.0
1495,1495,14030,NDIR-SERT,2022-03-02,13,25.94,0.0,S,Fair,91,73,55,8,0,29.70,0.0
1496,1496,14037,NDIR-SERT,2022-03-02,14,34.92,0.0,SSE,Fair,93,70,46,7,0,29.67,0.0
1497,1497,14046,NDIR-SERT,2022-03-02,15,31.27,0.0,SW,Fair,93,72,49,6,0,29.64,0.0
1498,1498,14055,NDIR-SERT,2022-03-02,16,30.81,0.0,S,Fair,93,70,46,5,0,29.61,0.0
1499,1499,14064,NDIR-SERT,2022-03-02,17,34.09,0.0,VAR,Fair,95,66,39,2,0,29.61,0.0
1500,1500,14074,NDIR-SERT,2022-03-02,18,24.04,0.0,E,Fair,91,68,46,2,0,29.61,0.0
1501,1501,14080,NDIR-SERT,2022-03-02,19,13.87,0.0,NNW,Fair,86,72,62,1,0,29.61,0.0
1502,1502,14089,NDIR-SERT,2022-03-02,20,10.6,0.0,CALM,Fair,84,72,66,0,0,29.64,0.0
1503,1503,14101,NDIR-SERT,2022-03-02,21,8.44,0.0,,,,,,,,,
1504,1504,14109,NDIR-SERT,2022-03-02,22,8.35,0.0,,,,,,,,,
1505,1505,14120,NDIR-SERT,2022-03-02,23,8.17,0.0,,,,,,,,,
1506,1506,14136,NDIR-SERT,2022-03-03,1,8.05,0.0,,,,,,,,,
1507,1507,14147,NDIR-SERT,2022-03-03,2,7.88,0.0,,,,,,,,,
1508,1508,14154,NDIR-SERT,2022-03-03,3,7.86,0.0,,,,,,,,,
1509,1509,14163,NDIR-SERT,2022-03-03,4,7.74,0.0,,,,,,,,,
1510,1510,14171,NDIR-SERT,2022-03-03,5,7.61,0.0,,,,,,,,,
1511,1511,14180,NDIR-SERT,2022-03-03,6,7.34,0.0,E,Fair,75,72,89,2,0,29.70,0.0
1512,1512,14188,NDIR-SERT,2022-03-03,7,7.17,0.0,E,Fair,75,72,89,3,0,29.73,0.0
1513,1513,14200,NDIR-SERT,2022-03-03,8,5.47,0.0,ESE,Fair,79,73,83,3,0,29.75,0.0
1514,1514,14207,NDIR-SERT,2022-03-03,9,17.13,0.02,SE,Fair,82,73,74,6,0,29.75,0.0
1515,1515,14215,NDIR-SERT,2022-03-03,10,30.25,0.0,SE,Fair,84,73,70,10,0,29.78,0.0
1516,1516,14224,NDIR-SERT,2022-03-03,11,20.96,0.0,SSE,Fair,88,73,62,7,0,29.75,0.0
1517,1517,14238,NDIR-SERT,2022-03-03,12,26.81,0.0,SSE,Fair,90,72,55,6,0,29.73,0.0
1518,1518,14246,NDIR-SERT,2022-03-03,13,29.46,0.0,S,Fair,93,70,46,5,0,29.70,0.0
1519,1519,14254,NDIR-SERT,2022-03-03,14,37.87,0.0,S,Fair,93,68,44,6,0,29.67,0.0
1520,1520,14260,NDIR-SERT,2022-03-03,15,45.05,0.0,S,Fair,95,70,44,5,0,29.64,0.0
1521,1521,14269,NDIR-SERT,2022-03-03,16,36.46,0.0,WSW,Fair,95,68,41,5,0,29.61,0.0
1522,1522,14278,NDIR-SERT,2022-03-03,17,39.66,0.0,VAR,Fair,95,66,39,1,0,29.58,0.0
1523,1523,14292,NDIR-SERT,2022-03-03,18,32.55,0.0,VAR,Fair,93,68,44,1,0,29.61,0.0
1524,1524,14299,NDIR-SERT,2022-03-03,19,22.85,0.0,ENE,Fair,86,72,62,1,0,29.61,0.0
1525,1525,14309,NDIR-SERT,2022-03-03,20,12.4,0.0,E,Fair,84,73,70,2,0,29.64,0.0
1526,1526,14314,NDIR-SERT,2022-03-03,21,9.65,0.0,,,,,,,,,
1527,1527,14327,NDIR-SERT,2022-03-03,22,9.43,0.0,,,,,,,,,
1528,1528,14332,NDIR-SERT,2022-03-03,23,9.51,0.0,,,,,,,,,
1529,1529,14354,NDIR-SERT,2022-03-04,1,8.77,0.0,,,,,,,,,
1530,1530,14360,NDIR-SERT,2022-03-04,2,8.47,0.0,,,,,,,,,
1531,1531,14372,NDIR-SERT,2022-03-04,3,7.94,0.0,,,,,,,,,
1532,1532,14382,NDIR-SERT,2022-03-04,4,6.99,0.0,,,,,,,,,
1533,1533,14390,NDIR-SERT,2022-03-04,5,7.16,0.0,,,,,,,,,
1534,1534,14400,NDIR-SERT,2022-03-04,6,6.73,0.0,SE,Fair,75,73,94,3,0,29.67,0.0
1535,1535,14408,NDIR-SERT,2022-03-04,7,6.26,0.0,SE,Fair,77,73,89,5,0,29.70,0.0
1536,1536,14416,NDIR-SERT,2022-03-04,8,5.25,0.0,SE,Fair,81,75,84,5,0,29.73,0.0
1537,1537,14423,NDIR-SERT,2022-03-04,9,20.07,0.01,SSE,Fair,84,75,74,9,0,29.73,0.0
1538,1538,14432,NDIR-SERT,2022-03-04,10,32.04,0.0,SE,Fair,88,75,66,7,0,29.73,0.0
1539,1539,14443,NDIR-SERT,2022-03-04,11,25.32,0.0,S,Fair,90,75,62,7,0,29.73,0.0
1540,1540,14451,NDIR-SERT,2022-03-04,12,23.65,0.0,SSE,Fair,91,77,63,6,0,29.70,0.0
1541,1541,14462,NDIR-SERT,2022-03-04,13,26.88,0.0,SSW,Fair,93,75,56,6,0,29.64,0.0
1542,1542,14470,NDIR-SERT,2022-03-04,14,35.77,0.0,WSW,Fair,95,72,47,8,0,29.61,0.0
1543,1543,14479,NDIR-SERT,2022-03-04,15,34.94,0.0,SSW,Fair,95,70,44,5,0,29.58,0.0
1544,1544,14487,NDIR-SERT,2022-03-04,16,39.26,0.0,SSW,Fair,95,70,44,6,0,29.55,0.0
1545,1545,14499,NDIR-SERT,2022-03-04,17,38.36,0.0,SSW,Fair,95,70,44,3,0,29.55,0.0
1546,1546,14507,NDIR-SERT,2022-03-04,18,35.1,0.0,VAR,Fair,93,72,49,1,0,29.55,0.0
1547,1547,14517,NDIR-SERT,2022-03-04,19,26.35,0.0,N,Fair,88,75,66,1,0,29.55,0.0
1548,1548,14524,NDIR-SERT,2022-03-04,20,13.79,0.0,CALM,Fair,86,73,66,0,0,29.58,0.0
1549,1549,14535,NDIR-SERT,2022-03-04,21,8.75,0.0,,,,,,,,,
1550,1550,14543,NDIR-SERT,2022-03-04,22,8.15,0.0,,,,,,,,,
1551,1551,14549,NDIR-SERT,2022-03-04,23,7.78,0.0,,,,,,,,,
1552,1552,14567,NDIR-SERT,2022-03-05,1,7.88,0.0,,,,,,,,,
1553,1553,14579,NDIR-SERT,2022-03-05,2,7.64,0.0,,,,,,,,,
1554,1554,14589,NDIR-SERT,2022-03-05,3,7.65,0.0,,,,,,,,,
1555,1555,14595,NDIR-SERT,2022-03-05,4,7.36,0.0,,,,,,,,,
1556,1556,14604,NDIR-SERT,2022-03-05,5,7.05,0.0,,,,,,,,,
1557,1557,14611,NDIR-SERT,2022-03-05,6,7.24,0.0,SSE,Fair,79,73,83,2,0,29.61,0.0
1558,1558,14621,NDIR-SERT,2022-03-05,7,6.03,0.0,SE,Fair,79,73,83,2,0,29.64,0.0
1559,1559,14629,NDIR-SERT,2022-03-05,8,4.43,0.0,SE,Fair,82,75,79,5,0,29.64,0.0
1560,1560,14641,NDIR-SERT,2022-03-05,9,1.24,1.26,SSE,Fair,86,75,70,8,0,29.67,0.0
1561,1561,14651,NDIR-SERT,2022-03-05,10,0.05,5.4,SSE,Fair,88,77,70,9,0,29.67,0.0
1562,1562,14657,NDIR-SERT,2022-03-05,11,0.0,8.59,S,Fair,90,77,66,8,0,29.67,0.0
1563,1563,14667,NDIR-SERT,2022-03-05,12,0.0,10.49,SE,Fair,91,75,59,6,0,29.64,0.0
1564,1564,14678,NDIR-SERT,2022-03-05,13,0.57,5.35,VAR,Fair,93,75,56,5,0,29.61,0.0
1565,1565,14684,NDIR-SERT,2022-03-05,14,5.25,0.59,SW,Fair,95,75,53,6,0,29.58,0.0
1566,1566,14696,NDIR-SERT,2022-03-05,15,10.61,0.0,S,Fair,95,70,44,5,0,29.55,0.0
1567,1567,14701,NDIR-SERT,2022-03-05,16,15.61,0.0,S,Fair,97,70,41,3,0,29.52,0.0
1568,1568,14710,NDIR-SERT,2022-03-05,17,15.37,0.0,VAR,Fair,95,72,47,2,0,29.52,0.0
1569,1569,14722,NDIR-SERT,2022-03-05,18,12.06,0.0,ESE,Fair,93,73,52,3,0,29.52,0.0
1570,1570,14728,NDIR-SERT,2022-03-05,19,11.79,0.0,SE,Fair,90,73,59,2,0,29.52,0.0
1571,1571,14737,NDIR-SERT,2022-03-05,20,9.46,0.0,N,Fair,88,73,62,1,0,29.55,0.0
1572,1572,14746,NDIR-SERT,2022-03-05,21,8.3,0.0,,,,,,,,,
1573,1573,14756,NDIR-SERT,2022-03-05,22,7.8,0.0,,,,,,,,,
1574,1574,14767,NDIR-SERT,2022-03-05,23,8.11,0.0,,,,,,,,,
1575,1575,14787,NDIR-SERT,2022-03-06,1,7.72,0.0,,,,,,,,,
1576,1576,14796,NDIR-SERT,2022-03-06,2,7.75,0.0,,,,,,,,,
1577,1577,14800,NDIR-SERT,2022-03-06,3,7.79,0.0,,,,,,,,,
1578,1578,14812,NDIR-SERT,2022-03-06,4,7.77,0.0,,,,,,,,,
1579,1579,14819,NDIR-SERT,2022-03-06,5,7.55,0.0,,,,,,,,,
1580,1580,14829,NDIR-SERT,2022-03-06,6,7.45,0.0,ESE,Fair,81,75,84,8,0,29.61,0.0
1581,1581,14841,NDIR-SERT,2022-03-06,7,6.56,0.0,SE,Fair,81,77,89,8,0,29.64,0.0
1582,1582,14847,NDIR-SERT,2022-03-06,8,4.0,0.06,SE,Fair,82,77,84,8,0,29.64,0.0
1583,1583,14859,NDIR-SERT,2022-03-06,9,0.71,1.96,SSE,Fair,86,77,74,13,0,29.67,0.0
1584,1584,14868,NDIR-SERT,2022-03-06,10,0.21,5.44,SSE,Fair,88,77,70,12,0,29.70,0.0
1585,1585,14876,NDIR-SERT,2022-03-06,11,0.36,4.76,S,Fair,90,77,66,9,0,29.67,0.0
1586,1586,14885,NDIR-SERT,2022-03-06,12,0.26,5.62,SW,Partly Cloudy,90,81,75,8,0,29.67,0.0
1587,1587,14893,NDIR-SERT,2022-03-06,13,0.06,7.12,S,Fair,90,79,70,6,0,29.64,0.0
