,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in)
922,922,8643,NDIR-SERT,2022-02-01,15,31.72,0.0,S,Fair,90,64,43,7,0,29.61,0.0
923,923,8653,NDIR-SERT,2022-02-01,16,34.62,0.0,SSE,Fair,90,66,46,9,0,29.58,0.0
924,924,8662,NDIR-SERT,2022-02-01,17,39.85,0.0,SE,Fair,90,66,46,9,0,29.58,0.0
925,925,8670,NDIR-SERT,2022-02-01,18,33.73,0.0,SE,Fair,86,66,51,6,0,29.58,0.0
926,926,8679,NDIR-SERT,2022-02-01,19,22.3,0.0,ESE,Fair,84,68,58,5,0,29.58,0.0
927,927,8690,NDIR-SERT,2022-02-01,20,12.36,0.0,ESE,Fair,81,66,61,2,0,29.61,0.0
928,928,8702,NDIR-SERT,2022-02-01,21,9.6,0.0,,,,,,,,,
929,929,8706,NDIR-SERT,2022-02-01,22,7.52,0.0,,,,,,,,,
930,930,8719,NDIR-SERT,2022-02-01,23,7.03,0.0,,,,,,,,,
931,931,8733,NDIR-SERT,2022-02-02,1,6.84,0.0,,,,,,,,,
932,932,8743,NDIR-SERT,2022-02-02,2,6.74,0.0,,,,,,,,,
933,933,8754,NDIR-SERT,2022-02-02,3,6.41,0.0,,,,,,,,,
934,934,8760,NDIR-SERT,2022-02-02,4,6.51,0.0,,,,,,,,,
935,935,8772,NDIR-SERT,2022-02-02,5,6.4,0.0,,,,,,,,,
936,936,8778,NDIR-SERT,2022-02-02,6,15.37,0.0,SE,Fair,73,72,94,5,0,29.67,0.0
937,937,8788,NDIR-SERT,2022-02-02,7,5.39,0.0,SSE,Mostly Cloudy,75,72,89,3,0,29.70,0.0
938,938,8796,NDIR-SERT,2022-02-02,8,5.81,0.0,SE,Mostly Cloudy,77,73,89,2,0,29.73,0.0
939,939,8805,NDIR-SERT,2022-02-02,9,5.11,0.02,SSE,Mostly Cloudy,81,73,79,6,0,29.75,0.0
940,940,8818,NDIR-SERT,2022-02-02,10,15.86,0.0,S,Mostly Cloudy,81,73,79,5,0,29.78,0.0
941,941,8826,NDIR-SERT,2022-02-02,11,25.55,0.01,W,Mostly Cloudy,84,73,70,5,0,29.78,0.0
942,942,8836,NDIR-SERT,2022-02-02,12,11.45,0.0,VAR,Fair,86,72,62,3,0,29.75,0.0
943,943,8844,NDIR-SERT,2022-02-02,13,7.75,0.05,VAR,Fair,88,70,55,3,0,29.73,0.0
944,944,8851,NDIR-SERT,2022-02-02,14,9.36,0.0,VAR,Fair,90,68,49,6,0,29.67,0.0
945,945,8861,NDIR-SERT,2022-02-02,15,14.25,0.0,SSW,Fair,90,66,46,6,0,29.64,0.0
946,946,8868,NDIR-SERT,2022-02-02,16,20.05,0.0,SW,Fair,90,64,43,5,0,29.64,0.0
947,947,8877,NDIR-SERT,2022-02-02,17,52.12,0.0,VAR,Fair,90,66,46,3,0,29.64,0.0
948,948,8886,NDIR-SERT,2022-02-02,18,14.32,0.0,E,Fair,86,68,55,2,0,29.64,0.0
949,949,8899,NDIR-SERT,2022-02-02,19,13.68,0.0,ESE,Fair,82,70,66,3,0,29.64,0.0
950,950,8905,NDIR-SERT,2022-02-02,20,12.62,0.0,E,Fair,81,70,70,2,0,29.67,0.0
951,951,8913,NDIR-SERT,2022-02-02,21,10.14,0.0,,,,,,,,,
952,952,8923,NDIR-SERT,2022-02-02,22,8.85,0.0,,,,,,,,,
953,953,8936,NDIR-SERT,2022-02-02,23,8.45,0.0,,,,,,,,,
954,954,8950,NDIR-SERT,2022-02-03,1,8.65,0.0,,,,,,,,,
955,955,8960,NDIR-SERT,2022-02-03,2,8.47,0.0,,,,,,,,,
956,956,8968,NDIR-SERT,2022-02-03,3,7.45,0.0,,,,,,,,,
957,957,8978,NDIR-SERT,2022-02-03,4,7.41,0.0,,,,,,,,,
958,958,8986,NDIR-SERT,2022-02-03,5,7.3,0.0,,,,,,,,,
959,959,8995,NDIR-SERT,2022-02-03,6,7.17,0.0,ESE,Fair,75,72,89,2,0,29.70,0.0
960,960,9004,NDIR-SERT,2022-02-03,7,7.16,0.0,CALM,Mostly Cloudy,75,72,89,0,0,29.73,0.0
961,961,9012,NDIR-SERT,2022-02-03,8,6.5,0.0,E,Mostly Cloudy,77,72,83,5,0,29.75,0.0
962,962,9022,NDIR-SERT,2022-02-03,9,6.89,0.0,SE,Mostly Cloudy,81,73,79,8,0,29.75,0.0
963,963,9031,NDIR-SERT,2022-02-03,10,14.16,0.0,SSE,Mostly Cloudy,84,73,70,9,0,29.78,0.0
964,964,9041,NDIR-SERT,2022-02-03,11,19.78,0.0,SSE,Mostly Cloudy,84,73,70,7,0,29.75,0.0
965,965,9048,NDIR-SERT,2022-02-03,12,17.79,0.0,S,Mostly Cloudy,86,73,66,7,0,29.73,0.0
966,966,9057,NDIR-SERT,2022-02-03,13,17.29,0.02,VAR,Partly Cloudy,88,72,58,7,0,29.70,0.0
967,967,9066,NDIR-SERT,2022-02-03,14,18.3,0.0,S,Partly Cloudy,90,72,55,5,0,29.67,0.0
968,968,9079,NDIR-SERT,2022-02-03,15,19.27,0.0,SSW,Fair,91,72,52,6,0,29.64,0.0
969,969,9085,NDIR-SERT,2022-02-03,16,23.82,0.0,SSW,Fair,91,70,49,6,0,29.61,0.0
970,970,9093,NDIR-SERT,2022-02-03,17,27.15,0.0,S,Fair,91,70,49,3,0,29.61,0.0
971,971,9104,NDIR-SERT,2022-02-03,18,27.23,0.0,SE,Fair,88,70,55,2,0,29.61,0.0
972,972,9112,NDIR-SERT,2022-02-03,19,30.49,0.0,CALM,Fair,84,72,66,0,0,29.64,0.0
973,973,9121,NDIR-SERT,2022-02-03,20,20.84,0.0,CALM,Fair,82,73,74,0,0,29.64,0.0
974,974,9129,NDIR-SERT,2022-02-03,21,12.24,0.0,,,,,,,,,
975,975,9139,NDIR-SERT,2022-02-03,22,10.37,0.0,,,,,,,,,
976,976,9147,NDIR-SERT,2022-02-03,23,9.0,0.0,,,,,,,,,
977,977,9167,NDIR-SERT,2022-02-04,1,7.37,0.0,,,,,,,,,
978,978,9174,NDIR-SERT,2022-02-04,2,7.65,0.0,,,,,,,,,
979,979,9184,NDIR-SERT,2022-02-04,3,6.79,0.0,,,,,,,,,
980,980,9193,NDIR-SERT,2022-02-04,4,6.71,0.0,,,,,,,,,
981,981,9204,NDIR-SERT,2022-02-04,5,6.87,0.0,,,,,,,,,
982,982,9211,NDIR-SERT,2022-02-04,6,6.69,0.0,ESE,Fair,73,73,100,1,0,29.70,0.0
983,983,9220,NDIR-SERT,2022-02-04,7,6.66,0.0,VAR,Partly Cloudy,73,73,100,2,0,29.73,0.0
984,984,9230,NDIR-SERT,2022-02-04,8,28.64,0.0,CALM,Mostly Cloudy,77,73,89,0,0,29.73,0.0
985,985,9239,NDIR-SERT,2022-02-04,9,17.41,0.0,VAR,Mostly Cloudy,81,73,79,2,0,29.75,0.0
986,986,9247,NDIR-SERT,2022-02-04,10,23.82,0.0,SSE,Mostly Cloudy,82,72,70,3,0,29.78,0.0
987,987,9256,NDIR-SERT,2022-02-04,11,20.91,0.0,NNW,Fair,84,72,66,3,0,29.75,0.0
988,988,9264,NDIR-SERT,2022-02-04,12,17.25,0.0,VAR,Mostly Cloudy,88,70,55,2,0,29.75,0.0
989,989,9275,NDIR-SERT,2022-02-04,13,16.66,0.0,WNW,Partly Cloudy,88,72,58,5,0,29.70,0.0
990,990,9283,NDIR-SERT,2022-02-04,14,27.47,0.0,SSE,Fair,90,70,52,5,0,29.67,0.0
991,991,9292,NDIR-SERT,2022-02-04,15,24.25,0.0,SSW,Fair,90,70,52,6,0,29.64,0.0
992,992,9302,NDIR-SERT,2022-02-04,16,30.89,0.0,SSW,Fair,90,72,55,6,0,29.64,0.0
993,993,9312,NDIR-SERT,2022-02-04,17,28.21,0.0,S,Fair,90,70,52,5,0,29.64,0.0
994,994,9320,NDIR-SERT,2022-02-04,18,29.51,0.0,ENE,Fair,81,70,70,5,0,29.64,0.0
995,995,9327,NDIR-SERT,2022-02-04,19,32.02,0.0,E,Fair,79,68,69,3,0,29.67,0.0
996,996,9336,NDIR-SERT,2022-02-04,20,19.93,0.0,VAR,Fair,79,70,74,2,0,29.70,0.0
997,997,9345,NDIR-SERT,2022-02-04,21,15.33,0.0,,,,,,,,,
998,998,9354,NDIR-SERT,2022-02-04,22,12.57,0.0,,,,,,,,,
999,999,9363,NDIR-SERT,2022-02-04,23,8.13,0.0,,,,,,,,,
1000,1000,9385,NDIR-SERT,2022-02-05,1,7.08,0.0,,,,,,,,,
1001,1001,9392,NDIR-SERT,2022-02-05,2,6.66,0.0,,,,,,,,,
1002,1002,9400,NDIR-SERT,2022-02-05,3,6.08,0.0,,,,,,,,,
1003,1003,9408,NDIR-SERT,2022-02-05,4,6.35,0.0,,,,,,,,,
1004,1004,9417,NDIR-SERT,2022-02-05,5,6.27,0.0,,,,,,,,,
1005,1005,9427,NDIR-SERT,2022-02-05,6,6.34,0.0,NNW,Light Rain,73,72,94,6,0,29.73,0.0
1006,1006,9436,NDIR-SERT,2022-02-05,7,6.12,0.0,VAR,Mostly Cloudy,72,72,100,2,0,29.75,0.0
1007,1007,9445,NDIR-SERT,2022-02-05,8,5.35,0.0,VAR,Light Rain,72,72,100,1,0,29.78,0.0
1008,1008,9453,NDIR-SERT,2022-02-05,9,5.78,0.0,N,Light Drizzle,73,72,94,3,0,29.81,0.0
1009,1009,9467,NDIR-SERT,2022-02-05,10,5.36,0.0,N,Mostly Cloudy,73,72,94,3,0,29.84,0.0
1010,1010,9472,NDIR-SERT,2022-02-05,11,5.08,0.0,VAR,Mostly Cloudy,75,72,89,3,0,29.84,0.0
1011,1011,9480,NDIR-SERT,2022-02-05,12,4.92,0.0,VAR,Fair,79,70,74,6,0,29.81,0.0
1012,1012,9489,NDIR-SERT,2022-02-05,13,4.83,0.0,N,Mostly Cloudy,79,66,65,3,0,29.78,0.0
1013,1013,9498,NDIR-SERT,2022-02-05,14,5.14,0.0,VAR,Mostly Cloudy,79,68,69,2,0,29.75,0.0
1014,1014,9507,NDIR-SERT,2022-02-05,15,3.81,0.05,E,Mostly Cloudy,79,66,65,5,0,29.75,0.0
1015,1015,9521,NDIR-SERT,2022-02-05,16,1.09,1.82,ENE,Mostly Cloudy,79,64,61,3,0,29.73,0.0
1016,1016,9525,NDIR-SERT,2022-02-05,17,0.01,8.04,ENE,Fair,79,66,65,3,0,29.73,0.0
1017,1017,9534,NDIR-SERT,2022-02-05,18,4.27,0.29,VAR,Fair,77,70,78,2,0,29.73,0.0
1018,1018,9546,NDIR-SERT,2022-02-05,19,6.07,0.0,VAR,Fair,75,72,89,1,0,29.75,0.0
1019,1019,9553,NDIR-SERT,2022-02-05,20,8.22,0.0,NW,Fair,73,70,88,5,0,29.78,0.0
1020,1020,9562,NDIR-SERT,2022-02-05,21,14.1,0.0,,,,,,,,,
1021,1021,9572,NDIR-SERT,2022-02-05,22,8.78,0.0,,,,,,,,,
1022,1022,9580,NDIR-SERT,2022-02-05,23,8.9,0.0,,,,,,,,,
1023,1023,9600,NDIR-SERT,2022-02-06,1,10.11,0.0,,,,,,,,,
1024,1024,9606,NDIR-SERT,2022-02-06,2,7.0,0.0,,,,,,,,,
1025,1025,9616,NDIR-SERT,2022-02-06,3,6.0,0.0,,,,,,,,,
1026,1026,9626,NDIR-SERT,2022-02-06,4,6.16,0.0,,,,,,,,,
1027,1027,9633,NDIR-SERT,2022-02-06,5,6.23,0.0,,,,,,,,,
1028,1028,9642,NDIR-SERT,2022-02-06,6,6.19,0.0,VAR,Fair,68,68,100,1,0,29.75,0.0
1029,1029,9652,NDIR-SERT,2022-02-06,7,6.27,0.0,NW,Fair,68,68,100,3,0,29.78,0.0
1030,1030,9665,NDIR-SERT,2022-02-06,8,6.3,0.0,NNW,Fair,70,66,88,3,0,29.81,0.0
1031,1031,9672,NDIR-SERT,2022-02-06,9,41.76,0.0,VAR,Fair,70,66,88,1,0,29.84,0.0
1032,1032,9680,NDIR-SERT,2022-02-06,10,3.41,0.0,VAR,Mostly Cloudy,72,68,88,2,0,29.84,0.0
1033,1033,9689,NDIR-SERT,2022-02-06,11,1.62,1.11,SSW,Fair,77,66,69,3,0,29.81,0.0
1034,1034,9698,NDIR-SERT,2022-02-06,12,0.0,12.47,W,Fair,79,64,61,3,0,29.81,0.0
1035,1035,9711,NDIR-SERT,2022-02-06,13,0.0,9.36,VAR,Fair,81,64,58,3,0,29.75,0.0
1036,1036,9718,NDIR-SERT,2022-02-06,14,0.03,7.79,VAR,Fair,82,64,54,3,0,29.73,0.0
1037,1037,9725,NDIR-SERT,2022-02-06,15,0.04,7.98,VAR,Fair,82,66,58,5,0,29.70,0.0
1038,1038,9734,NDIR-SERT,2022-02-06,16,0.84,1.75,VAR,Fair,82,66,58,3,0,29.67,0.0
1039,1039,9743,NDIR-SERT,2022-02-06,17,3.91,0.37,SSW,Fair,82,68,62,6,0,29.70,0.0
1040,1040,9752,NDIR-SERT,2022-02-06,18,12.55,0.0,S,Fair,81,68,65,3,0,29.70,0.0
1041,1041,9764,NDIR-SERT,2022-02-06,19,13.81,0.0,CALM,Fair,79,68,69,0,0,29.70,0.0
1042,1042,9772,NDIR-SERT,2022-02-06,20,12.84,0.0,E,Fair,79,70,74,2,0,29.73,0.0
1043,1043,9779,NDIR-SERT,2022-02-06,21,14.22,0.0,,,,,,,,,
1044,1044,9792,NDIR-SERT,2022-02-06,22,13.03,0.0,,,,,,,,,
1045,1045,9798,NDIR-SERT,2022-02-06,23,12.36,0.0,,,,,,,,,
1046,1046,9816,NDIR-SERT,2022-02-07,1,8.82,0.0,,,,,,,,,
1047,1047,9824,NDIR-SERT,2022-02-07,2,5.99,0.0,,,,,,,,,
1048,1048,9834,NDIR-SERT,2022-02-07,3,5.6,0.0,,,,,,,,,
1049,1049,9842,NDIR-SERT,2022-02-07,4,5.78,0.0,,,,,,,,,
1050,1050,9852,NDIR-SERT,2022-02-07,5,5.88,0.0,,,,,,,,,
1051,1051,9860,NDIR-SERT,2022-02-07,6,5.29,0.0,CALM,Fair,72,70,94,0,0,29.73,0.0
1052,1052,9872,NDIR-SERT,2022-02-07,7,4.61,0.0,N,Shallow Fog,72,70,94,2,0,29.75,0.0
1053,1053,9878,NDIR-SERT,2022-02-07,8,4.45,0.0,VAR,Fair,73,70,88,1,0,29.75,0.0
1054,1054,9890,NDIR-SERT,2022-02-07,9,4.39,0.0,VAR,Fair,79,70,74,2,0,29.78,0.0
1055,1055,9899,NDIR-SERT,2022-02-07,10,4.42,0.0,VAR,Fair,82,68,62,2,0,29.78,0.0
1056,1056,9905,NDIR-SERT,2022-02-07,11,4.44,0.0,VAR,Fair,86,68,55,2,0,29.75,0.0
1057,1057,9915,NDIR-SERT,2022-02-07,12,5.93,0.0,NW,Fair,88,66,49,5,0,29.73,0.0
1058,1058,9923,NDIR-SERT,2022-02-07,13,16.0,0.06,VAR,Fair,90,68,49,3,0,29.70,0.0
1059,1059,9932,NDIR-SERT,2022-02-07,14,41.65,0.0,VAR,Fair,90,64,43,5,0,29.67,0.0
1060,1060,9943,NDIR-SERT,2022-02-07,15,70.94,0.0,SSW,Fair,90,64,43,3,0,29.64,0.0
1061,1061,9951,NDIR-SERT,2022-02-07,16,59.24,0.0,VAR,Fair,91,64,41,2,0,29.64,0.0
1062,1062,9960,NDIR-SERT,2022-02-07,17,78.81,0.0,VAR,Fair,90,64,43,2,0,29.61,0.0
1063,1063,9968,NDIR-SERT,2022-02-07,18,98.76,0.0,VAR,Fair,90,66,46,1,0,29.64,0.0
1064,1064,9977,NDIR-SERT,2022-02-07,19,26.45,0.0,ESE,Fair,84,68,58,2,0,29.64,0.0
1065,1065,9987,NDIR-SERT,2022-02-07,20,15.48,0.0,ESE,Fair,81,70,70,3,0,29.67,0.0
1066,1066,9997,NDIR-SERT,2022-02-07,21,7.77,0.0,,,,,,,,,
1067,1067,10004,NDIR-SERT,2022-02-07,22,8.76,0.0,,,,,,,,,
1068,1068,10013,NDIR-SERT,2022-02-08,1,6.42,0.0,,,,,,,,,
1069,1069,10014,NDIR-SERT,2022-02-08,2,7.46,0.0,,,,,,,,,
1070,1070,10024,NDIR-SERT,2022-02-08,4,7.23,0.0,,,,,,,,,
1071,1071,10031,NDIR-SERT,2022-02-08,5,7.43,0.0,,,,,,,,,
1072,1072,10040,NDIR-SERT,2022-02-08,6,6.75,0.0,VAR,Fair,72,68,88,1,0,29.70,0.0
1073,1073,10051,NDIR-SERT,2022-02-08,9,2.82,0.2,VAR,Fair,81,64,58,2,0,29.75,0.0
1074,1074,10058,NDIR-SERT,2022-02-08,10,14.75,0.0,N,Fair,84,63,48,6,0,29.78,0.0
1075,1075,10068,NDIR-SERT,2022-02-08,14,21.95,0.0,VAR,Fair,91,64,41,5,0,29.67,0.0
1076,1076,10082,NDIR-SERT,2022-02-08,16,29.02,0.0,ESE,Fair,93,64,38,5,0,29.61,0.0
1077,1077,10087,NDIR-SERT,2022-02-08,17,32.03,0.0,W,Fair,91,66,43,5,0,29.61,0.0
1078,1078,10094,NDIR-SERT,2022-02-08,20,8.35,0.0,N,Fair,81,68,65,1,0,29.64,0.0
1079,1079,10105,NDIR-SERT,2022-02-08,22,5.87,0.0,,,,,,,,,
1080,1080,10111,NDIR-SERT,2022-02-08,23,7.51,0.0,,,,,,,,,
1081,1081,10122,NDIR-SERT,2022-02-09,7,5.0,0.0,VAR,Fair,72,64,78,1,0,29.70,0.0
1082,1082,10132,NDIR-SERT,2022-02-09,8,4.08,0.0,VAR,Fair,73,64,73,1,0,29.73,0.0
1083,1083,10138,NDIR-SERT,2022-02-09,9,5.19,0.11,ENE,Fair,79,64,61,3,0,29.75,0.0
1084,1084,10151,NDIR-SERT,2022-02-09,10,12.98,0.0,VAR,Fair,82,66,58,2,0,29.75,0.0
1085,1085,10158,NDIR-SERT,2022-02-09,11,9.42,0.0,VAR,Fair,88,64,46,2,0,29.75,0.0
1086,1086,10166,NDIR-SERT,2022-02-09,12,10.5,0.0,W,Fair,91,64,41,6,0,29.73,0.0
1087,1087,10174,NDIR-SERT,2022-02-09,13,5.6,0.0,VAR,Fair,91,64,41,6,0,29.70,0.0
1088,1088,10183,NDIR-SERT,2022-02-09,14,38.02,0.0,W,Fair,93,66,41,5,0,29.67,0.0
1089,1089,10192,NDIR-SERT,2022-02-09,15,25.24,0.0,SW,Fair,93,64,38,7,0,29.64,0.0
1090,1090,10201,NDIR-SERT,2022-02-09,16,24.08,0.0,W,Fair,93,66,41,3,0,29.61,0.0
1091,1091,10210,NDIR-SERT,2022-02-09,17,26.39,0.0,VAR,Fair,93,64,38,2,0,29.61,0.0
1092,1092,10223,NDIR-SERT,2022-02-09,18,28.31,0.0,VAR,Fair,90,66,46,1,0,29.61,0.0
1093,1093,10228,NDIR-SERT,2022-02-09,19,29.07,0.0,VAR,Fair,82,68,62,1,0,29.64,0.0
1094,1094,10237,NDIR-SERT,2022-02-09,20,10.63,0.0,N,Fair,82,68,62,3,0,29.64,0.0
1095,1095,10247,NDIR-SERT,2022-02-09,21,6.74,0.0,,,,,,,,,
1096,1096,10258,NDIR-SERT,2022-02-09,22,6.83,0.0,,,,,,,,,
1097,1097,10267,NDIR-SERT,2022-02-09,23,7.66,0.0,,,,,,,,,
1098,1098,10282,NDIR-SERT,2022-02-10,5,4.26,0.0,,,,,,,,,
1099,1099,10292,NDIR-SERT,2022-02-10,6,6.55,0.0,ESE,Fair,72,68,88,3,0,29.70,0.0
1100,1100,10302,NDIR-SERT,2022-02-10,7,5.13,0.0,CALM,Fair,72,70,94,0,0,29.70,0.0
1101,1101,10311,NDIR-SERT,2022-02-11,6,4.67,0.0,E,Fair,75,72,89,2,0,29.64,0.0
1102,1102,10321,NDIR-SERT,2022-02-11,8,1.09,0.0,VAR,Fair,79,73,83,2,0,29.70,0.0
1103,1103,10328,NDIR-SERT,2022-02-11,9,12.92,0.0,ESE,Fair,82,72,70,5,0,29.70,0.0
1104,1104,10336,NDIR-SERT,2022-02-11,10,32.9,0.0,SSE,Fair,86,73,66,6,0,29.73,0.0
1105,1105,10345,NDIR-SERT,2022-02-11,11,32.13,0.0,VAR,Fair,86,73,66,3,0,29.70,0.0
1106,1106,10355,NDIR-SERT,2022-02-11,12,27.88,0.0,VAR,Fair,90,73,59,3,0,29.67,0.0
1107,1107,10367,NDIR-SERT,2022-02-11,13,25.03,0.0,VAR,Fair,91,73,55,3,0,29.64,0.0
1108,1108,10374,NDIR-SERT,2022-02-11,14,36.09,0.0,VAR,Fair,91,73,55,5,0,29.61,0.0
1109,1109,10383,NDIR-SERT,2022-02-11,15,38.47,0.0,VAR,Fair,91,73,55,5,0,29.58,0.0
1110,1110,10391,NDIR-SERT,2022-02-11,16,44.62,0.0,WNW,Fair,91,72,52,5,0,29.55,0.0
1111,1111,10399,NDIR-SERT,2022-02-11,17,41.91,0.0,W,Fair,91,72,52,5,0,29.55,0.0
1112,1112,10411,NDIR-SERT,2022-02-11,18,26.78,0.0,W,Fair,90,73,59,3,0,29.55,0.0
1113,1113,10419,NDIR-SERT,2022-02-11,19,15.5,0.0,SSE,Fair,86,75,70,3,0,29.61,0.0
1114,1114,10429,NDIR-SERT,2022-02-11,20,11.43,0.0,SE,Fair,82,72,70,10,0,29.61,0.0
1115,1115,10438,NDIR-SERT,2022-02-11,21,8.06,0.0,,,,,,,,,
1116,1116,10447,NDIR-SERT,2022-02-11,22,7.37,0.0,,,,,,,,,
1117,1117,10454,NDIR-SERT,2022-02-11,23,7.44,0.0,,,,,,,,,
1118,1118,10471,NDIR-SERT,2022-02-12,1,6.34,0.0,,,,,,,,,
1119,1119,10480,NDIR-SERT,2022-02-12,2,6.48,0.0,,,,,,,,,
1120,1120,10491,NDIR-SERT,2022-02-12,3,6.12,0.0,,,,,,,,,
1121,1121,10503,NDIR-SERT,2022-02-12,4,6.4,0.0,,,,,,,,,
1122,1122,10509,NDIR-SERT,2022-02-12,5,6.44,0.0,,,,,,,,,
1123,1123,10521,NDIR-SERT,2022-02-12,6,6.0,0.0,SE,Fair,73,73,100,3,0,29.64,0.0
1124,1124,10530,NDIR-SERT,2022-02-12,7,5.67,0.0,VAR,Fair,75,73,94,1,0,29.67,0.0
1125,1125,10537,NDIR-SERT,2022-02-12,8,4.92,0.0,NW,Fair,77,73,89,2,0,29.67,0.0
1126,1126,10543,NDIR-SERT,2022-02-12,9,1.53,0.69,VAR,Fair,82,70,66,2,0,29.70,0.0
1127,1127,10554,NDIR-SERT,2022-02-12,10,0.0,7.49,SE,Fair,84,68,58,3,0,29.70,0.0
1128,1128,10564,NDIR-SERT,2022-02-12,11,0.0,11.43,S,Fair,86,68,55,6,0,29.70,0.0
1129,1129,10574,NDIR-SERT,2022-02-12,12,0.0,9.78,S,Fair,88,68,52,3,0,29.64,0.0
1130,1130,10580,NDIR-SERT,2022-02-12,13,0.0,10.72,SSW,Fair,90,68,49,5,0,29.61,0.0
1131,1131,10588,NDIR-SERT,2022-02-12,14,0.03,8.55,VAR,Fair,91,66,43,5,0,29.58,0.0
1132,1132,10600,NDIR-SERT,2022-02-12,15,0.3,6.14,S,Fair,90,68,49,5,0,29.55,0.0
1133,1133,10609,NDIR-SERT,2022-02-12,16,0.21,3.11,SE,Fair,91,68,46,6,0,29.52,0.0
1134,1134,10615,NDIR-SERT,2022-02-12,17,4.16,0.13,SSE,Fair,90,66,46,5,0,29.52,0.0
1135,1135,10624,NDIR-SERT,2022-02-12,18,6.5,0.05,SSE,Fair,88,70,55,6,0,29.55,0.0
1136,1136,10638,NDIR-SERT,2022-02-12,19,10.31,0.0,SSE,Fair,86,72,62,3,0,29.55,0.0
1137,1137,10643,NDIR-SERT,2022-02-12,20,10.62,0.0,S,Fair,86,72,62,5,0,29.55,0.0
1138,1138,10652,NDIR-SERT,2022-02-12,21,8.35,0.0,,,,,,,,,
1139,1139,10661,NDIR-SERT,2022-02-12,22,7.49,0.0,,,,,,,,,
1140,1140,10670,NDIR-SERT,2022-02-12,23,7.45,0.0,,,,,,,,,
1141,1141,10690,NDIR-SERT,2022-02-13,1,6.84,0.0,,,,,,,,,
1142,1142,10696,NDIR-SERT,2022-02-13,2,6.85,0.0,,,,,,,,,
1143,1143,10705,NDIR-SERT,2022-02-13,3,6.51,0.0,,,,,,,,,
1144,1144,10719,NDIR-SERT,2022-02-13,4,6.55,0.0,,,,,,,,,
1145,1145,10724,NDIR-SERT,2022-02-13,5,6.59,0.0,,,,,,,,,
1146,1146,10734,NDIR-SERT,2022-02-13,6,6.4,0.0,ESE,Fair,75,73,94,2,0,29.58,0.0
1147,1147,10742,NDIR-SERT,2022-02-13,7,5.49,0.0,ESE,Fair,73,72,94,2,0,29.61,0.0
1148,1148,10754,NDIR-SERT,2022-02-13,8,4.16,0.0,VAR,Fair,79,73,83,2,0,29.61,0.0
1149,1149,10761,NDIR-SERT,2022-02-13,9,0.66,1.29,SE,Fair,82,72,70,5,0,29.64,0.0
1150,1150,10771,NDIR-SERT,2022-02-13,10,0.07,5.44,S,Partly Cloudy,84,72,66,5,0,29.67,0.0
1151,1151,10777,NDIR-SERT,2022-02-13,11,0.12,9.84,SW,Partly Cloudy,86,73,66,5,0,29.64,0.0
1152,1152,10788,NDIR-SERT,2022-02-13,12,0.11,10.04,W,Mostly Cloudy,88,72,58,3,0,29.61,0.0
1153,1153,10795,NDIR-SERT,2022-02-13,13,0.6,5.16,SSW,Partly Cloudy,90,72,55,3,0,29.58,0.0
1154,1154,10805,NDIR-SERT,2022-02-13,14,0.88,4.82,SSE,Fair,90,70,52,5,0,29.55,0.0
1155,1155,10814,NDIR-SERT,2022-02-13,15,0.19,9.16,S,Fair,91,70,49,5,0,29.52,0.0
1156,1156,10825,NDIR-SERT,2022-02-13,16,0.01,5.24,S,Fair,91,70,49,3,0,29.49,0.0
1157,1157,10831,NDIR-SERT,2022-02-13,17,1.78,0.76,SSE,Fair,91,70,49,3,0,29.49,0.0
1158,1158,10841,NDIR-SERT,2022-02-13,18,6.99,0.0,VAR,Fair,90,70,52,2,0,29.52,0.0
1159,1159,10853,NDIR-SERT,2022-02-13,19,10.47,0.0,WNW,Fair,86,72,62,1,0,29.52,0.0
1160,1160,10861,NDIR-SERT,2022-02-13,20,10.84,0.0,CALM,Fair,84,73,70,0,0,29.55,0.0
1161,1161,10868,NDIR-SERT,2022-02-13,21,8.62,0.0,,,,,,,,,
1162,1162,10879,NDIR-SERT,2022-02-13,22,7.54,0.0,,,,,,,,,
1163,1163,10885,NDIR-SERT,2022-02-13,23,7.3,0.0,,,,,,,,,
1164,1164,10904,NDIR-SERT,2022-02-14,1,7.06,0.0,,,,,,,,,
1165,1165,10915,NDIR-SERT,2022-02-14,2,7.21,0.0,,,,,,,,,
1166,1166,10922,NDIR-SERT,2022-02-14,3,6.9,0.0,,,,,,,,,
1167,1167,10930,NDIR-SERT,2022-02-14,4,7.31,0.0,,,,,,,,,
1168,1168,10940,NDIR-SERT,2022-02-14,5,6.96,0.0,,,,,,,,,
1169,1169,10949,NDIR-SERT,2022-02-14,6,6.67,0.0,SE,Fair,75,72,89,6,0,29.61,0.0
1170,1170,10960,NDIR-SERT,2022-02-14,7,6.2,0.0,E,Fair,75,72,89,2,0,29.64,0.0
1171,1171,10967,NDIR-SERT,2022-02-14,8,5.29,0.0,CALM,Fair,79,73,83,0,0,29.67,0.0
1172,1172,10979,NDIR-SERT,2022-02-14,9,8.86,0.01,E,Partly Cloudy,82,72,70,3,0,29.67,0.0
1173,1173,10986,NDIR-SERT,2022-02-14,10,36.45,0.0,ESE,Fair,86,72,62,5,0,29.70,0.0
