,Unnamed: 0,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
1982,1982,1982,18607,NDIR-SERT,2022-03-23,19,22.57,0.0,ESE,Fair,88.0,73.0,62.0,3.0,0.0,29.52,0.0,31.11,22.78
1983,1983,1983,18615,NDIR-SERT,2022-03-23,20,11.7,0.0,SE,Fair,86.0,73.0,66.0,3.0,0.0,29.58,0.0,30.0,22.78
1992,1992,1992,18709,NDIR-SERT,2022-03-24,6,8.04,0.0,SSW,Mostly Cloudy,77.0,77.0,100.0,3.0,0.0,29.61,0.0,25.0,25.0
1993,1993,1993,18715,NDIR-SERT,2022-03-24,7,6.89,0.0,W,Mostly Cloudy,77.0,77.0,100.0,3.0,0.0,29.64,0.0,25.0,25.0
1994,1994,1994,18727,NDIR-SERT,2022-03-24,8,4.01,0.39,S,Partly Cloudy,81.0,79.0,94.0,6.0,0.0,29.67,0.0,27.22,26.11
1995,1995,1995,18734,NDIR-SERT,2022-03-24,9,11.55,0.89,S,Fair,82.0,77.0,84.0,6.0,0.0,29.7,0.0,27.78,25.0
1996,1996,1996,18742,NDIR-SERT,2022-03-24,10,33.73,0.0,S,Fair,82.0,73.0,74.0,6.0,0.0,29.7,0.0,27.78,22.78
1997,1997,1997,18752,NDIR-SERT,2022-03-24,11,26.32,0.0,S,Fair,84.0,73.0,70.0,8.0,0.0,29.7,0.0,28.89,22.78
1998,1998,1998,18761,NDIR-SERT,2022-03-24,12,21.18,0.0,S,Fair,86.0,73.0,66.0,6.0,0.0,29.67,0.0,30.0,22.78
1999,1999,1999,18772,NDIR-SERT,2022-03-24,13,30.49,0.0,S,Fair,88.0,73.0,62.0,6.0,0.0,29.61,0.0,31.11,22.78
2000,2000,2000,18781,NDIR-SERT,2022-03-24,14,28.75,0.0,VAR,Fair,90.0,72.0,55.0,3.0,0.0,29.58,0.0,32.22,22.22
2001,2001,2001,18790,NDIR-SERT,2022-03-24,15,35.29,0.0,S,Fair,91.0,70.0,49.0,5.0,0.0,29.55,0.0,32.78,21.11
2002,2002,2002,18799,NDIR-SERT,2022-03-24,16,35.15,0.0,VAR,Fair,93.0,72.0,49.0,6.0,0.0,29.52,0.0,33.89,22.22
2003,2003,2003,18807,NDIR-SERT,2022-03-24,17,37.56,0.0,S,Fair,93.0,68.0,44.0,6.0,0.0,29.52,0.0,33.89,20.0
2004,2004,2004,18813,NDIR-SERT,2022-03-24,18,31.76,0.0,SSW,Fair,91.0,70.0,49.0,6.0,0.0,29.55,0.0,32.78,21.11
2005,2005,2005,18826,NDIR-SERT,2022-03-24,19,26.91,0.0,S,Fair,88.0,72.0,58.0,5.0,0.0,29.55,0.0,31.11,22.22
2006,2006,2006,18834,NDIR-SERT,2022-03-24,20,13.0,0.0,S,Fair,86.0,73.0,66.0,3.0,0.0,29.58,0.0,30.0,22.78
2015,2015,2015,18925,NDIR-SERT,2022-03-25,6,7.69,0.0,SE,Fair,75.0,75.0,100.0,3.0,0.0,29.61,0.0,23.89,23.89
2016,2016,2016,18932,NDIR-SERT,2022-03-25,7,7.38,0.0,SE,Fair,77.0,77.0,100.0,3.0,0.0,29.64,0.0,25.0,25.0
2017,2017,2017,18939,NDIR-SERT,2022-03-25,8,5.34,0.02,VAR,Fair,79.0,77.0,94.0,1.0,0.0,29.67,0.0,26.11,25.0
2018,2018,2018,18951,NDIR-SERT,2022-03-25,9,11.0,0.11,SSE,Fair,84.0,77.0,79.0,7.0,0.0,29.7,0.0,28.89,25.0
2019,2019,2019,18957,NDIR-SERT,2022-03-25,10,23.64,0.0,SSE,Fair,86.0,77.0,74.0,6.0,0.0,29.7,0.0,30.0,25.0
2020,2020,2020,18967,NDIR-SERT,2022-03-25,11,17.52,0.0,SE,Fair,88.0,75.0,66.0,5.0,0.0,29.7,0.0,31.11,23.89
2021,2021,2021,18979,NDIR-SERT,2022-03-25,12,18.75,0.0,VAR,Fair,91.0,72.0,52.0,6.0,0.0,29.67,0.0,32.78,22.22
2022,2022,2022,18987,NDIR-SERT,2022-03-25,13,24.98,0.0,S,Fair,93.0,72.0,49.0,6.0,0.0,29.64,0.0,33.89,22.22
2023,2023,2023,18994,NDIR-SERT,2022-03-25,14,26.41,0.0,S,Fair,95.0,68.0,41.0,6.0,0.0,29.61,0.0,35.0,20.0
2024,2024,2024,19005,NDIR-SERT,2022-03-25,15,28.23,0.0,S,Fair,95.0,70.0,44.0,8.0,0.0,29.58,0.0,35.0,21.11
2025,2025,2025,19014,NDIR-SERT,2022-03-25,16,36.38,0.0,SSE,Fair,95.0,72.0,47.0,7.0,0.0,29.55,0.0,35.0,22.22
2026,2026,2026,19024,NDIR-SERT,2022-03-25,17,41.75,0.0,S,Fair,95.0,68.0,41.0,7.0,0.0,29.55,0.0,35.0,20.0
2027,2027,2027,19031,NDIR-SERT,2022-03-25,18,38.06,0.0,SSW,Fair,93.0,68.0,44.0,5.0,0.0,29.55,0.0,33.89,20.0
2028,2028,2028,19039,NDIR-SERT,2022-03-25,19,28.33,0.0,S,Fair,90.0,72.0,55.0,5.0,0.0,29.55,0.0,32.22,22.22
2029,2029,2029,19051,NDIR-SERT,2022-03-25,20,16.37,0.0,S,Fair,88.0,72.0,58.0,3.0,0.0,29.58,0.0,31.11,22.22
2038,2038,2038,19138,NDIR-SERT,2022-03-26,6,8.57,0.0,SSE,Fair,81.0,75.0,84.0,5.0,0.0,29.64,0.0,27.22,23.89
2039,2039,2039,19151,NDIR-SERT,2022-03-26,7,7.37,0.0,SSE,Fair,81.0,77.0,89.0,6.0,0.0,29.7,0.0,27.22,25.0
2040,2040,2040,19158,NDIR-SERT,2022-03-26,8,3.96,0.02,SSE,Fair,84.0,77.0,79.0,8.0,0.0,29.73,0.0,28.89,25.0
2041,2041,2041,19168,NDIR-SERT,2022-03-26,9,0.45,2.74,SE,Fair,86.0,79.0,79.0,8.0,0.0,29.73,0.0,30.0,26.11
2042,2042,2042,19177,NDIR-SERT,2022-03-26,10,1.09,6.96,SSE,Fair,88.0,79.0,75.0,6.0,0.0,29.75,0.0,31.11,26.11
2043,2043,2043,19183,NDIR-SERT,2022-03-26,11,1.28,6.86,VAR,Fair,91.0,75.0,59.0,1.0,0.0,29.73,0.0,32.78,23.89
2044,2044,2044,19192,NDIR-SERT,2022-03-26,12,0.33,9.14,VAR,Fair,93.0,73.0,52.0,3.0,0.0,29.7,0.0,33.89,22.78
2045,2045,2045,19202,NDIR-SERT,2022-03-26,13,3.08,4.45,VAR,Fair,95.0,70.0,44.0,3.0,0.0,29.67,0.0,35.0,21.11
2046,2046,2046,19211,NDIR-SERT,2022-03-26,14,1.48,3.39,SW,Fair,97.0,70.0,41.0,6.0,0.0,29.61,0.0,36.11,21.11
2047,2047,2047,19222,NDIR-SERT,2022-03-26,15,8.04,0.01,VAR,Fair,97.0,68.0,39.0,3.0,0.0,29.58,0.0,36.11,20.0
2048,2048,2048,19232,NDIR-SERT,2022-03-26,16,11.46,0.0,S,Fair,97.0,68.0,39.0,6.0,0.0,29.58,0.0,36.11,20.0
2049,2049,2049,19238,NDIR-SERT,2022-03-26,17,14.05,0.0,S,Fair,97.0,66.0,37.0,6.0,0.0,29.58,0.0,36.11,18.89
2050,2050,2050,19245,NDIR-SERT,2022-03-26,18,9.77,0.0,S,Fair,95.0,68.0,41.0,3.0,0.0,29.58,0.0,35.0,20.0
2051,2051,2051,19255,NDIR-SERT,2022-03-26,19,14.39,0.0,SE,Fair,88.0,72.0,58.0,8.0,0.0,29.58,0.0,31.11,22.22
2052,2052,2052,19266,NDIR-SERT,2022-03-26,20,12.5,0.0,SSE,Fair,86.0,72.0,62.0,6.0,0.0,29.61,0.0,30.0,22.22
2061,2061,2061,19355,NDIR-SERT,2022-03-27,6,8.14,0.0,SE,Fair,79.0,73.0,83.0,5.0,0.0,29.67,0.0,26.11,22.78
2062,2062,2062,19362,NDIR-SERT,2022-03-27,7,7.15,0.0,SE,Fair,81.0,75.0,84.0,3.0,0.0,29.67,0.0,27.22,23.89
2063,2063,2063,19373,NDIR-SERT,2022-03-27,8,4.15,0.01,SE,Fair,84.0,73.0,70.0,8.0,0.0,29.7,0.0,28.89,22.78
2064,2064,2064,19381,NDIR-SERT,2022-03-27,9,0.47,2.41,SE,Fair,88.0,75.0,66.0,9.0,0.0,29.73,0.0,31.11,23.89
2065,2065,2065,19390,NDIR-SERT,2022-03-27,10,0.0,7.03,SE,Fair,90.0,75.0,62.0,8.0,0.0,29.73,0.0,32.22,23.89
2066,2066,2066,19403,NDIR-SERT,2022-03-27,11,0.0,9.15,S,Fair,91.0,75.0,59.0,5.0,0.0,29.73,0.0,32.78,23.89
2067,2067,2067,19408,NDIR-SERT,2022-03-27,12,0.25,9.36,SE,Fair,93.0,77.0,59.0,6.0,0.0,29.7,0.0,33.89,25.0
2068,2068,2068,19421,NDIR-SERT,2022-03-27,13,0.0,10.74,S,Fair,95.0,75.0,53.0,6.0,0.0,29.64,0.0,35.0,23.89
2069,2069,2069,19430,NDIR-SERT,2022-03-27,14,0.02,8.23,SSE,Fair,97.0,75.0,50.0,7.0,0.0,29.61,0.0,36.11,23.89
2070,2070,2070,19439,NDIR-SERT,2022-03-27,15,0.64,5.28,SSW,Fair,97.0,75.0,50.0,9.0,0.0,29.58,0.0,36.11,23.89
2071,2071,2071,19444,NDIR-SERT,2022-03-27,16,1.29,1.28,SSW,Fair,97.0,73.0,47.0,8.0,0.0,29.52,0.0,36.11,22.78
2072,2072,2072,19453,NDIR-SERT,2022-03-27,17,7.11,0.0,SW,Fair,97.0,72.0,44.0,7.0,0.0,29.52,0.0,36.11,22.22
2073,2073,2073,19463,NDIR-SERT,2022-03-27,18,12.57,0.0,S,Fair,95.0,75.0,53.0,3.0,0.0,29.52,0.0,35.0,23.89
2074,2074,2074,19472,NDIR-SERT,2022-03-27,19,15.71,0.0,SSE,Fair,91.0,77.0,63.0,2.0,0.0,29.55,0.0,32.78,25.0
2075,2075,2075,19483,NDIR-SERT,2022-03-27,20,13.02,0.0,ESE,Fair,90.0,77.0,66.0,2.0,0.0,29.58,0.0,32.22,25.0
2084,2084,2084,19573,NDIR-SERT,2022-03-28,6,8.96,0.0,SE,Fair,81.0,77.0,89.0,6.0,0.0,29.64,0.0,27.22,25.0
2085,2085,2085,19583,NDIR-SERT,2022-03-28,7,8.27,0.0,ESE,Fair,82.0,77.0,84.0,3.0,0.0,29.67,0.0,27.78,25.0
2086,2086,2086,19588,NDIR-SERT,2022-03-28,8,7.03,0.0,SE,Fair,84.0,77.0,79.0,9.0,0.0,29.67,0.0,28.89,25.0
2087,2087,2087,19600,NDIR-SERT,2022-03-28,9,19.5,0.0,SE,Fair,88.0,75.0,66.0,13.0,0.0,29.7,0.0,31.11,23.89
2088,2088,2088,19605,NDIR-SERT,2022-03-28,10,35.3,0.0,SSE,Fair,91.0,77.0,63.0,10.0,0.0,29.7,0.0,32.78,25.0
2089,2089,2089,19619,NDIR-SERT,2022-03-28,11,35.55,0.0,S,Partly Cloudy,91.0,77.0,63.0,10.0,0.0,29.7,0.0,32.78,25.0
2090,2090,2090,19628,NDIR-SERT,2022-03-28,12,40.75,0.0,S,Fair,93.0,77.0,59.0,10.0,0.0,29.67,0.0,33.89,25.0
2091,2091,2091,19632,NDIR-SERT,2022-03-28,13,41.87,0.0,S,Fair,95.0,77.0,56.0,12.0,0.0,29.64,0.0,35.0,25.0
2092,2092,2092,19645,NDIR-SERT,2022-03-28,14,51.36,0.0,SSE,Fair,95.0,77.0,56.0,10.0,0.0,29.58,0.0,35.0,25.0
2093,2093,2093,19654,NDIR-SERT,2022-03-28,15,46.22,0.0,SE,Fair,93.0,77.0,59.0,8.0,0.0,29.55,0.0,33.89,25.0
2094,2094,2094,19664,NDIR-SERT,2022-03-28,16,53.22,0.0,E,Fair,91.0,75.0,59.0,8.0,0.0,29.52,0.0,32.78,23.89
2095,2095,2095,19669,NDIR-SERT,2022-03-28,17,43.86,0.0,E,Fair,90.0,73.0,59.0,7.0,0.0,29.55,0.0,32.22,22.78
2096,2096,2096,19677,NDIR-SERT,2022-03-28,18,32.9,0.0,E,Fair,88.0,72.0,58.0,6.0,0.0,29.55,0.0,31.11,22.22
2097,2097,2097,19687,NDIR-SERT,2022-03-28,19,25.97,0.0,VAR,Partly Cloudy,84.0,73.0,70.0,2.0,0.0,29.58,0.0,28.89,22.78
2098,2098,2098,19700,NDIR-SERT,2022-03-28,20,11.81,0.0,S,Partly Cloudy,81.0,70.0,70.0,6.0,0.0,29.61,0.0,27.22,21.11
2107,2107,2107,19790,NDIR-SERT,2022-03-29,6,8.48,0.0,CALM,Cloudy,77.0,75.0,94.0,0.0,0.0,29.67,0.0,25.0,23.89
2108,2108,2108,19796,NDIR-SERT,2022-03-29,7,7.53,0.0,CALM,Mostly Cloudy,77.0,77.0,100.0,0.0,0.0,29.7,0.0,25.0,25.0
2109,2109,2109,19803,NDIR-SERT,2022-03-29,8,6.32,0.0,VAR,Mostly Cloudy,79.0,79.0,100.0,2.0,0.0,29.7,0.0,26.11,26.11
2110,2110,2110,19815,NDIR-SERT,2022-03-29,9,11.18,0.01,VAR,Mostly Cloudy,82.0,75.0,79.0,2.0,0.0,29.73,0.0,27.78,23.89
2111,2111,2111,19822,NDIR-SERT,2022-03-29,10,34.91,0.0,VAR,Fair,84.0,75.0,74.0,2.0,0.0,29.73,0.0,28.89,23.89
2112,2112,2112,19833,NDIR-SERT,2022-03-29,11,35.56,0.0,S,Partly Cloudy,88.0,73.0,62.0,5.0,0.0,29.7,0.0,31.11,22.78
2113,2113,2113,19844,NDIR-SERT,2022-03-29,12,37.03,0.0,S,Mostly Cloudy,91.0,73.0,55.0,6.0,0.0,29.7,0.0,32.78,22.78
2114,2114,2114,19850,NDIR-SERT,2022-03-29,13,36.5,0.0,VAR,Mostly Cloudy,93.0,72.0,49.0,5.0,0.0,29.64,0.0,33.89,22.22
2115,2115,2115,19862,NDIR-SERT,2022-03-29,14,36.38,0.0,SSW,Mostly Cloudy,93.0,72.0,49.0,7.0,0.0,29.58,0.0,33.89,22.22
2116,2116,2116,19869,NDIR-SERT,2022-03-29,15,33.05,0.0,SSW,Partly Cloudy,93.0,72.0,49.0,6.0,0.0,29.55,0.0,33.89,22.22
2117,2117,2117,19879,NDIR-SERT,2022-03-29,16,39.18,0.0,SSW,Fair,95.0,70.0,44.0,5.0,0.0,29.52,0.0,35.0,21.11
2118,2118,2118,19886,NDIR-SERT,2022-03-29,17,38.71,0.0,SSW,Fair,93.0,70.0,46.0,3.0,0.0,29.52,0.0,33.89,21.11
2119,2119,2119,19898,NDIR-SERT,2022-03-29,18,33.18,0.0,SSW,Fair,93.0,70.0,46.0,3.0,0.0,29.52,0.0,33.89,21.11
2120,2120,2120,19905,NDIR-SERT,2022-03-29,19,25.46,0.0,SSE,Fair,90.0,72.0,55.0,2.0,0.0,29.55,0.0,32.22,22.22
2121,2121,2121,19915,NDIR-SERT,2022-03-29,20,24.25,0.0,E,Fair,86.0,75.0,70.0,2.0,0.0,29.58,0.0,30.0,23.89
2130,2130,2130,20001,NDIR-SERT,2022-03-30,6,8.33,0.0,ENE,Partly Cloudy,77.0,72.0,83.0,5.0,0.0,29.67,0.0,25.0,22.22
2131,2131,2131,20012,NDIR-SERT,2022-03-30,7,8.03,0.0,E,Mostly Cloudy,77.0,72.0,83.0,5.0,0.0,29.7,0.0,25.0,22.22
2132,2132,2132,20021,NDIR-SERT,2022-03-30,8,7.68,0.0,ENE,Cloudy,77.0,72.0,83.0,3.0,0.0,29.73,0.0,25.0,22.22
2133,2133,2133,20032,NDIR-SERT,2022-03-30,9,13.11,0.0,VAR,Partly Cloudy,81.0,70.0,70.0,5.0,0.0,29.75,0.0,27.22,21.11
2134,2134,2134,20038,NDIR-SERT,2022-03-30,10,26.14,0.0,E,Fair,86.0,70.0,58.0,5.0,0.0,29.75,0.0,30.0,21.11
2135,2135,2135,20047,NDIR-SERT,2022-03-30,11,20.58,0.0,SE,Mostly Cloudy,88.0,72.0,58.0,3.0,0.0,29.73,0.0,31.11,22.22
2136,2136,2136,20059,NDIR-SERT,2022-03-30,12,18.27,0.0,VAR,Mostly Cloudy,90.0,72.0,55.0,5.0,0.0,29.7,0.0,32.22,22.22
2137,2137,2137,20066,NDIR-SERT,2022-03-30,13,20.0,0.0,SSE,Partly Cloudy,90.0,72.0,55.0,5.0,0.0,29.67,0.0,32.22,22.22
2138,2138,2138,20073,NDIR-SERT,2022-03-30,14,23.11,0.0,W,Mostly Cloudy,91.0,72.0,52.0,3.0,0.0,29.61,0.0,32.78,22.22
2139,2139,2139,20087,NDIR-SERT,2022-03-30,15,30.92,0.0,VAR,Mostly Cloudy,93.0,72.0,49.0,3.0,0.0,29.58,0.0,33.89,22.22
2140,2140,2140,20096,NDIR-SERT,2022-03-30,16,30.44,0.0,NW,Partly Cloudy,93.0,70.0,46.0,2.0,0.0,29.55,0.0,33.89,21.11
2141,2141,2141,20101,NDIR-SERT,2022-03-30,17,34.18,0.0,VAR,Fair,93.0,70.0,46.0,2.0,0.0,29.55,0.0,33.89,21.11
2142,2142,2142,20114,NDIR-SERT,2022-03-30,18,31.05,0.0,VAR,Fair,91.0,70.0,49.0,2.0,0.0,29.55,0.0,32.78,21.11
2143,2143,2143,20121,NDIR-SERT,2022-03-30,19,25.36,0.0,CALM,Fair,88.0,73.0,62.0,0.0,0.0,29.58,0.0,31.11,22.78
2144,2144,2144,20129,NDIR-SERT,2022-03-30,20,21.86,0.0,CALM,Fair,84.0,75.0,74.0,0.0,0.0,29.58,0.0,28.89,23.89
2153,2153,2153,20217,NDIR-SERT,2022-03-31,6,7.5,0.0,VAR,Mostly Cloudy,79.0,77.0,94.0,1.0,0.0,29.64,0.0,26.11,25.0
2154,2154,2154,20230,NDIR-SERT,2022-03-31,7,7.17,0.0,VAR,Mostly Cloudy,79.0,77.0,94.0,1.0,0.0,29.67,0.0,26.11,25.0
2155,2155,2155,20236,NDIR-SERT,2022-03-31,8,5.36,0.0,VAR,Fair,82.0,73.0,74.0,1.0,0.0,29.7,0.0,27.78,22.78
2156,2156,2156,20247,NDIR-SERT,2022-03-31,9,15.6,0.0,VAR,Fair,88.0,73.0,62.0,2.0,0.0,29.73,0.0,31.11,22.78
2157,2157,2157,20253,NDIR-SERT,2022-03-31,10,25.39,0.0,VAR,Fair,90.0,73.0,59.0,3.0,0.0,29.73,0.0,32.22,22.78
2158,2158,2158,20263,NDIR-SERT,2022-03-31,11,23.48,0.0,VAR,Partly Cloudy,93.0,70.0,46.0,3.0,0.0,29.7,0.0,33.89,21.11
2159,2159,2159,20276,NDIR-SERT,2022-03-31,12,26.28,0.0,WSW,Mostly Cloudy,93.0,68.0,44.0,5.0,0.0,29.67,0.0,33.89,20.0
2160,2160,2160,20281,NDIR-SERT,2022-03-31,13,31.55,0.0,VAR,Mostly Cloudy,95.0,70.0,44.0,6.0,0.0,29.64,0.0,35.0,21.11
2161,2161,2161,20293,NDIR-SERT,2022-03-31,14,41.89,0.0,VAR,Partly Cloudy,97.0,68.0,39.0,2.0,0.0,29.61,0.0,36.11,20.0
2162,2162,2162,20300,NDIR-SERT,2022-03-31,15,39.03,0.0,NNW,Partly Cloudy,99.0,68.0,37.0,6.0,0.0,29.55,0.0,37.22,20.0
2163,2163,2163,20312,NDIR-SERT,2022-03-31,16,44.58,0.0,NW,Fair,97.0,66.0,37.0,5.0,0.0,29.52,0.0,36.11,18.89
2164,2164,2164,20319,NDIR-SERT,2022-03-31,17,49.89,0.0,VAR,Fair,97.0,64.0,34.0,2.0,0.0,29.52,0.0,36.11,17.78
2165,2165,2165,20328,NDIR-SERT,2022-03-31,18,46.56,0.0,CALM,Fair,97.0,64.0,34.0,0.0,0.0,29.55,0.0,36.11,17.78
2166,2166,2166,20335,NDIR-SERT,2022-03-31,19,35.17,0.0,CALM,Fair,90.0,72.0,55.0,0.0,0.0,29.55,0.0,32.22,22.22
2167,2167,2167,20347,NDIR-SERT,2022-03-31,20,16.1,0.0,SE,Fair,88.0,72.0,58.0,3.0,0.0,29.58,0.0,31.11,22.22
2176,2176,2176,20438,NDIR-SERT,2022-04-01,6,9.12,0.0,VAR,Fair,81.0,72.0,74.0,2.0,0.0,29.64,0.0,27.22,22.22
2177,2177,2177,20444,NDIR-SERT,2022-04-01,7,8.1,0.0,VAR,Fair,81.0,70.0,70.0,1.0,0.0,29.67,0.0,27.22,21.11
2178,2178,2178,20452,NDIR-SERT,2022-04-01,8,5.65,0.0,NW,Fair,84.0,72.0,66.0,3.0,0.0,29.73,0.0,28.89,22.22
2179,2179,2179,20462,NDIR-SERT,2022-04-01,9,16.58,0.0,NNE,Fair,88.0,68.0,52.0,3.0,0.0,29.73,0.0,31.11,20.0
2180,2180,2180,20469,NDIR-SERT,2022-04-01,10,29.09,0.0,VAR,Fair,90.0,66.0,46.0,3.0,0.0,29.75,0.0,32.22,18.89
2181,2181,2181,20478,NDIR-SERT,2022-04-01,11,26.52,0.0,SSE,Fair,93.0,66.0,41.0,5.0,0.0,29.73,0.0,33.89,18.89
2182,2182,2182,20491,NDIR-SERT,2022-04-01,12,28.39,0.0,S,Partly Cloudy,93.0,66.0,41.0,3.0,0.0,29.7,0.0,33.89,18.89
2183,2183,2183,20496,NDIR-SERT,2022-04-01,13,35.7,0.0,WNW,Mostly Cloudy,95.0,66.0,39.0,6.0,0.0,29.67,0.0,35.0,18.89
2184,2184,2184,20508,NDIR-SERT,2022-04-01,14,45.27,0.0,VAR,Mostly Cloudy,95.0,64.0,36.0,3.0,0.0,29.64,0.0,35.0,17.78
2185,2185,2185,20519,NDIR-SERT,2022-04-01,15,44.92,0.0,WSW,Light Rain,95.0,70.0,44.0,5.0,0.0,29.61,0.0,35.0,21.11
2186,2186,2186,20526,NDIR-SERT,2022-04-01,16,43.27,0.0,N,Showers in the Vicinity,90.0,72.0,55.0,5.0,0.0,29.58,0.0,32.22,22.22
2187,2187,2187,20533,NDIR-SERT,2022-04-01,17,39.36,0.0,SSW,Thunder,88.0,70.0,55.0,8.0,29.0,29.61,0.0,31.11,21.11
2188,2188,2188,20545,NDIR-SERT,2022-04-01,18,34.59,0.0,CALM,Showers in the Vicinity,86.0,70.0,58.0,0.0,0.0,29.61,0.0,30.0,21.11
2189,2189,2189,20551,NDIR-SERT,2022-04-01,19,27.01,0.0,SSE,Fair,82.0,72.0,70.0,6.0,0.0,29.61,0.0,27.78,22.22
2195,2195,2195,20605,NDIR-SERT,2022-04-02,6,8.95,0.0,CALM,Fair,77.0,73.0,89.0,0.0,0.0,29.75,0.0,25.0,22.78
2196,2196,2196,20615,NDIR-SERT,2022-04-02,7,8.11,0.0,VAR,Fair,79.0,68.0,69.0,2.0,0.0,29.78,0.0,26.11,20.0
2197,2197,2197,20626,NDIR-SERT,2022-04-02,8,4.44,0.11,VAR,Fair,84.0,64.0,51.0,2.0,0.0,29.78,0.0,28.89,17.78
2198,2198,2198,20631,NDIR-SERT,2022-04-02,9,1.17,2.54,NNE,Fair,84.0,63.0,48.0,5.0,0.0,29.81,0.0,28.89,17.22
2199,2199,2199,20643,NDIR-SERT,2022-04-02,10,0.02,6.78,VAR,Fair,86.0,61.0,43.0,5.0,0.0,29.81,0.0,30.0,16.11
2200,2200,2200,20652,NDIR-SERT,2022-04-02,11,1.15,3.26,VAR,Fair,88.0,61.0,40.0,5.0,0.0,29.81,0.0,31.11,16.11
2201,2201,2201,20660,NDIR-SERT,2022-04-02,12,1.5,3.28,VAR,Mostly Cloudy,90.0,59.0,36.0,3.0,0.0,29.81,0.0,32.22,15.0
2202,2202,2202,20669,NDIR-SERT,2022-04-02,13,4.88,1.03,VAR,Fair,90.0,59.0,36.0,3.0,0.0,29.78,0.0,32.22,15.0
2203,2203,2203,20677,NDIR-SERT,2022-04-02,14,11.94,0.08,S,Fair,88.0,61.0,40.0,6.0,0.0,29.75,0.0,31.11,16.11
2204,2204,2204,20687,NDIR-SERT,2022-04-02,15,16.06,0.0,SE,Fair,84.0,64.0,51.0,12.0,0.0,29.73,0.0,28.89,17.78
2205,2205,2205,20699,NDIR-SERT,2022-04-02,16,13.69,0.0,ESE,Fair,82.0,64.0,54.0,8.0,0.0,29.73,0.0,27.78,17.78
2206,2206,2206,20708,NDIR-SERT,2022-04-02,17,11.03,0.0,ESE,Fair,82.0,64.0,54.0,3.0,0.0,29.73,0.0,27.78,17.78
2207,2207,2207,20713,NDIR-SERT,2022-04-02,18,10.36,0.0,E,Fair,82.0,64.0,54.0,5.0,0.0,29.75,0.0,27.78,17.78
2208,2208,2208,20725,NDIR-SERT,2022-04-02,19,10.45,0.0,E,Fair,79.0,63.0,57.0,7.0,0.0,29.78,0.0,26.11,17.22
2209,2209,2209,20734,NDIR-SERT,2022-04-02,20,9.53,0.0,ENE,Fair,79.0,61.0,54.0,5.0,0.0,29.81,0.0,26.11,16.11
2218,2218,2218,20825,NDIR-SERT,2022-04-03,6,6.86,0.0,N,Mostly Cloudy,73.0,61.0,65.0,6.0,0.0,29.84,0.0,22.78,16.11
2219,2219,2219,20832,NDIR-SERT,2022-04-03,7,6.0,0.0,VAR,Mostly Cloudy,73.0,59.0,61.0,2.0,0.0,29.84,0.0,22.78,15.0
2220,2220,2220,20839,NDIR-SERT,2022-04-03,8,4.73,0.0,VAR,Fair,73.0,59.0,61.0,2.0,0.0,29.87,0.0,22.78,15.0
2221,2221,2221,20848,NDIR-SERT,2022-04-03,9,4.47,0.0,N,Fair,73.0,59.0,61.0,5.0,0.0,29.9,0.0,22.78,15.0
2222,2222,2222,20861,NDIR-SERT,2022-04-03,10,2.25,0.55,VAR,Fair,75.0,59.0,57.0,3.0,0.0,29.9,0.0,23.89,15.0
2223,2223,2223,20870,NDIR-SERT,2022-04-03,11,0.67,2.29,VAR,Fair,79.0,59.0,51.0,5.0,0.0,29.87,0.0,26.11,15.0
2224,2224,2224,20879,NDIR-SERT,2022-04-03,12,0.14,4.45,N,Fair,77.0,59.0,54.0,6.0,0.0,29.87,0.0,25.0,15.0
2225,2225,2225,20883,NDIR-SERT,2022-04-03,13,0.04,6.59,NNW,Fair,81.0,59.0,48.0,6.0,0.0,29.81,0.0,27.22,15.0
2226,2226,2226,20897,NDIR-SERT,2022-04-03,14,0.81,3.55,VAR,Partly Cloudy,81.0,59.0,48.0,3.0,0.0,29.78,0.0,27.22,15.0
2227,2227,2227,20904,NDIR-SERT,2022-04-03,15,2.59,0.35,VAR,Mostly Cloudy,81.0,59.0,48.0,3.0,0.0,29.75,0.0,27.22,15.0
2228,2228,2228,20910,NDIR-SERT,2022-04-03,16,5.53,0.0,SSW,Mostly Cloudy,81.0,59.0,48.0,6.0,0.0,29.73,0.0,27.22,15.0
2229,2229,2229,20921,NDIR-SERT,2022-04-03,17,6.55,0.0,SSE,Fair,79.0,64.0,61.0,7.0,0.0,29.73,0.0,26.11,17.78
2230,2230,2230,20933,NDIR-SERT,2022-04-03,18,8.72,0.0,SSE,Fair,77.0,64.0,65.0,3.0,0.0,29.75,0.0,25.0,17.78
2231,2231,2231,20937,NDIR-SERT,2022-04-03,19,10.59,0.0,SSE,Fair,77.0,64.0,65.0,3.0,0.0,29.78,0.0,25.0,17.78
2232,2232,2232,20949,NDIR-SERT,2022-04-03,20,9.75,0.0,SE,Mostly Cloudy,77.0,64.0,65.0,3.0,0.0,29.78,0.0,25.0,17.78
2240,2240,2240,21031,NDIR-SERT,2022-04-04,5,6.93,0.0,CALM,Fair,73.0,66.0,78.0,0.0,0.0,29.78,0.0,22.78,18.89
